,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction
1534,10.1111/j.1460-2466.2010.01529.x+2.0,10.1111/j.1460-2466.2010.01529.x,https://academic.oup.com/joc/article/61/1/120/4098453,2011,Problem Solving and Communicative Action: A Situational Theory of Problem Solving,Journal of Communication,2.0,2.0,James E. Grunig,James,Grunig,"2 Department of Communication, University of Maryland, College Park, MD 20742-7635, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Grunig,https://www.google.com/search?q=James+E.+Grunig+department+of+communication+university+of+maryland+college+park+md+usa,male,0.99,117309.0,High,James E. Grunig,James,Grunig,"2 Department of Communication, University of Maryland, College Park, MD 20742-7635, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Grunig,https://www.google.com/search?q=James+E.+Grunig+department+of+communication+university+of+maryland+college+park+md+usa,white,High,0.005116387,0.016966786,0.026377393,0.95153946,0.95153946,0.026377393,0.9251621,department of communication university of maryland college park md usa,"2 Department of Communication, University of Maryland, College Park, MD 20742-7635, USA",University of Mary,Exact,https://ror.org/055f0jp24,R,,
9494,10.1111/j.1083-6101.2011.01559.x+1.0,10.1111/j.1083-6101.2011.01559.x,https://academic.oup.com/jcmc/article/17/1/101/4067671,2011,Exploring Privacy Management on Facebook: Motivations and Perceived Consequences of Voluntary Disclosure,Journal of Computer-Mediated Communication,2.0,1.0,Susan Waters,Susan,Waters,"1 Department of Communication and Journalism, Auburn University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Susan+Waters,https://www.google.com/search?q=Susan+Waters+department+of+communication+and+journalism+auburn+university,female,0.98,32184.0,High,Susan Waters,Susan,Waters,"1 Department of Communication and Journalism, Auburn University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Susan+Waters,https://www.google.com/search?q=Susan+Waters+department+of+communication+and+journalism+auburn+university,white,Low,0.002565901,0.22200334,0.027926827,0.74750394,0.74750394,0.22200334,0.5255006,department of communication and journalism auburn university,"1 Department of Communication and Journalism, Auburn University",Auburn University,Exact,https://ror.org/02v80fc35,R,,
1423,10.1111/j.1460-2466.2011.01598.x+2.0,10.1111/j.1460-2466.2011.01598.x,https://academic.oup.com/joc/article/61/6/1082/4098485,2011,Beyond Deliberation: New Directions for the Study of Informal Political Conversation from a Communication Perspective,Journal of Communication,3.0,2.0,Alyssa C. Morey,Alyssa,Morey,"2 School of Communication, The Ohio State University, Columbus, OH 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alyssa+Morey,https://www.google.com/search?q=Alyssa+C.+Morey+school+of+communication+the+ohio+state+university+columbus+oh+usa,female,0.97,2816.0,High,Alyssa C. Morey,Alyssa,Morey,"2 School of Communication, The Ohio State University, Columbus, OH 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alyssa+Morey,https://www.google.com/search?q=Alyssa+C.+Morey+school+of+communication+the+ohio+state+university+columbus+oh+usa,white,High,0.0076791807,0.07633864,0.038675502,0.87730664,0.87730664,0.07633864,0.800968,school of communication the ohio state university columbus oh usa,"2 School of Communication, The Ohio State University, Columbus, OH 43210, USA",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,,
9509,10.1111/j.1083-6101.2010.01530.x+1.0,10.1111/j.1083-6101.2010.01530.x,https://academic.oup.com/jcmc/article/16/2/171/4064828,2011,Consumer Attitudes Toward Online Mass Customization: An Application of Extended Technology Acceptance Model,Journal of Computer-Mediated Communication,2.0,1.0,Hyun-Hwa Lee,Hyun-Hwa,Lee,"1 Assistant Professor, Textiles and Apparel, School of Human Ecology, The University of Texas at Austin University Station",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hyun-Hwa+Lee,https://www.google.com/search?q=Hyun-Hwa+Lee+assistant+professor+textiles+and+apparel+school+of+human+ecology+the+university+of+texas+at+austin+university+station,female,1.0,3.0,Low,Hyun-Hwa Lee,Hyun-Hwa,Lee,"1 Assistant Professor, Textiles and Apparel, School of Human Ecology, The University of Texas at Austin University Station",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hyun-Hwa+Lee,https://www.google.com/search?q=Hyun-Hwa+Lee+assistant+professor+textiles+and+apparel+school+of+human+ecology+the+university+of+texas+at+austin+university+station,api,Low,0.42889667,0.19091979,0.019336395,0.36084712,0.42889667,0.36084712,0.06804955,assistant professor textiles and apparel school of human ecology the university of texas at austin university station,"1 Assistant Professor, Textiles and Apparel, School of Human Ecology, The University of Texas at Austin University Station",The University of Texas at Austin,Exact,https://ror.org/00hj54h04,R,,
8084,10.1111/j.1468-2885.2011.01392.x+1.0,10.1111/j.1468-2885.2011.01392.x,https://academic.oup.com/ct/article/21/4/368/4085685,2011,The Gendered Performance at the Beijing Olympics: The Construction of the Olympic Misses and Cheerleaders,Communication Theory,1.0,1.0,Hongmei Li,Hongmei,Li,"1 Department of Communication, Georgia State University, Atlanta, GA 30302, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hongmei+Li,https://www.google.com/search?q=Hongmei+Li+department+of+communication+georgia+state+university+atlanta+ga+usa,female,0.98,89.0,Low,Hongmei Li,Hongmei,Li,"1 Department of Communication, Georgia State University, Atlanta, GA 30302, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hongmei+Li,https://www.google.com/search?q=Hongmei+Li+department+of+communication+georgia+state+university+atlanta+ga+usa,api,High,0.9832666,0.0034270578,0.0033223706,0.009984065,0.9832666,0.009984065,0.9732825,department of communication georgia state university atlanta ga usa,"1 Department of Communication, Georgia State University, Atlanta, GA 30302, USA",Georgia State University,Exact,https://ror.org/03qt6ba18,R,,
8101,10.1111/j.1468-2885.2011.01381.x+1.0,10.1111/j.1468-2885.2011.01381.x,https://academic.oup.com/ct/article/21/2/169/4085678,2011,The Evolution of Media Effects Theory: A Six-Stage Model of Cumulative Research,Communication Theory,2.0,1.0,W. Russell Neuman,Russell,Neuman,"1 Department of Communication Studies, University of Michigan, Ann Arbor, MI 48109, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Russell+Neuman,https://www.google.com/search?q=W.+Russell+Neuman+department+of+communication+studies+university+of+michigan+ann+arbor+mi+usa,male,0.98,5609.0,High,W. Russell Neuman,Russell,Neuman,"1 Department of Communication Studies, University of Michigan, Ann Arbor, MI 48109, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Russell+Neuman,https://www.google.com/search?q=W.+Russell+Neuman+department+of+communication+studies+university+of+michigan+ann+arbor+mi+usa,white,High,0.0058665867,0.05915628,0.015584369,0.9193928,0.9193928,0.05915628,0.8602365,department of communication studies university of michigan ann arbor mi usa,"1 Department of Communication Studies, University of Michigan, Ann Arbor, MI 48109, USA",University of Michigan–Ann Arbor,API_QUERY,https://ror.org/00jmfr291,R,,
1444,10.1111/j.1460-2466.2011.01586.x+1.0,10.1111/j.1460-2466.2011.01586.x,https://academic.oup.com/joc/article/61/5/896/4098483,2011,Conceptualizing Mass Media Effect,Journal of Communication,1.0,1.0,W. James Potter,James,Potter,"1 Department of Communication, University of California at Santa Barbara, Santa Barbara, CA 93106, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Potter,https://www.google.com/search?q=W.+James+Potter+department+of+communication+university+of+california+at+santa+barbara+santa+barbara+ca+usa,male,0.99,117309.0,High,W. James Potter,James,Potter,"1 Department of Communication, University of California at Santa Barbara, Santa Barbara, CA 93106, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Potter,https://www.google.com/search?q=W.+James+Potter+department+of+communication+university+of+california+at+santa+barbara+santa+barbara+ca+usa,white,High,0.0035789125,0.027439898,0.019708673,0.9492725,0.9492725,0.027439898,0.9218326,department of communication university of california at santa barbara santa barbara ca usa,"1 Department of Communication, University of California at Santa Barbara, Santa Barbara, CA 93106, USA","University of California, Santa Barbara",API_QUERY,https://ror.org/02t274463,R,,
1443,10.1111/j.1460-2466.2011.01583.x+2.0,10.1111/j.1460-2466.2011.01583.x,https://academic.oup.com/joc/article/61/5/877/4098479,2011,"The Media and Male Identities: Audience Research in Media, Religion, and Masculinities",Journal of Communication,2.0,2.0,Curtis D. Coats,Curtis,Coats,"2 Department of English, Millsaps College, Jackson, MS 39210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Curtis+Coats,https://www.google.com/search?q=Curtis+D.+Coats+department+of+english+millsaps+college+jackson+ms+usa,male,0.99,4112.0,High,Curtis D. Coats,Curtis,Coats,"2 Department of English, Millsaps College, Jackson, MS 39210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Curtis+Coats,https://www.google.com/search?q=Curtis+D.+Coats+department+of+english+millsaps+college+jackson+ms+usa,white,High,0.002383698,0.13809316,0.02813352,0.8313896,0.8313896,0.13809316,0.69329643,department of english millsaps college jackson ms usa,"2 Department of English, Millsaps College, Jackson, MS 39210, USA",Millsaps College,Exact,https://ror.org/0494reh34,R,,
11185,10.1111/j.1753-9137.2010.01089.x+1.0,10.1111/j.1753-9137.2010.01089.x,https://academic.oup.com/ccc/article/4/1/1/3952761,2011,“Their Deeds are the Deeds of Zimri; but They Expect a Reward Like Phineas”: Neoliberal and Multicultural Discourses in the Development of Israeli DTT Policy,"Communication, Culture and Critique",2.0,1.0,Roei Davidson,Roei,Davidson,"1 Department of Communication, University of Haifa, Mount Carmel, Haifa 31905, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Roei+Davidson,https://www.google.com/search?q=Roei+Davidson+department+of+communication+university+of+haifa+mount+carmel+haifa+israel,male,1.0,46.0,Low,Roei Davidson,Roei,Davidson,"1 Department of Communication, University of Haifa, Mount Carmel, Haifa 31905, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Roei+Davidson,https://www.google.com/search?q=Roei+Davidson+department+of+communication+university+of+haifa+mount+carmel+haifa+israel,white,High,0.0047620824,0.082427785,0.01848137,0.89432865,0.89432865,0.082427785,0.81190085,department of communication university of haifa mount carmel haifa israel,"1 Department of Communication, University of Haifa, Mount Carmel, Haifa 31905, Israel",University of Haifa,Exact,https://ror.org/02f009v59,R,,
5697,10.1111/j.1468-2958.2011.01405.x+1.0,10.1111/j.1468-2958.2011.01405.x,https://academic.oup.com/hcr/article/37/3/350/4107520,2011,Effects of Cognitive Complexity and Emotional Upset on Processing Supportive Messages: Two Tests of a Dual-Process Theory of Supportive Communication Outcomes,Human Communication Research,7.0,1.0,Graham D. Bodie,Graham,Bodie,"1 Department of Communication Studies, The Louisiana State University, Baton Rouge, LA 70803, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Graham+Bodie,https://www.google.com/search?q=Graham+D.+Bodie+department+of+communication+studies+the+louisiana+state+university+baton+rouge+la+usa,male,0.99,8693.0,High,Graham D. Bodie,Graham,Bodie,"1 Department of Communication Studies, The Louisiana State University, Baton Rouge, LA 70803, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Graham+Bodie,https://www.google.com/search?q=Graham+D.+Bodie+department+of+communication+studies+the+louisiana+state+university+baton+rouge+la+usa,white,Low,0.009355794,0.17773981,0.045047212,0.7678572,0.7678572,0.17773981,0.5901174,department of communication studies the louisiana state university baton rouge la usa,"1 Department of Communication Studies, The Louisiana State University, Baton Rouge, LA 70803, USA",Louisiana State University,Exact,https://ror.org/05ect4e57,R,,
5680,10.1111/j.1468-2958.2011.01412.x+1.0,10.1111/j.1468-2958.2011.01412.x,https://academic.oup.com/hcr/article/37/4/488/4107519,2011,The Impact of Adolescents' News and Action Movie Viewing on Risky Driving Behavior: A Longitudinal Study,Human Communication Research,3.0,1.0,Kathleen Beullens,Kathleen,Beullens,"1 Leuven School for Mass Communication Research, Katholieke Universiteit Leuven, 3000 Leuven, Belgium",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kathleen+Beullens,https://www.google.com/search?q=Kathleen+Beullens+leuven+school+for+mass+communication+research+katholieke+universiteit+leuven+leuven+belgium,female,0.98,8685.0,High,Kathleen Beullens,Kathleen,Beullens,"1 Leuven School for Mass Communication Research, Katholieke Universiteit Leuven, 3000 Leuven, Belgium",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kathleen+Beullens,https://www.google.com/search?q=Kathleen+Beullens+leuven+school+for+mass+communication+research+katholieke+universiteit+leuven+leuven+belgium,white,High,0.00408022,0.14675945,0.025403107,0.82375723,0.82375723,0.14675945,0.6769978,leuven school for mass communication research katholieke universiteit leuven leuven belgium,"1 Leuven School for Mass Communication Research, Katholieke Universiteit Leuven, 3000 Leuven, Belgium",KU Leuven,API_QUERY,https://ror.org/05f950310,R,,
1526,10.1111/j.1460-2466.2010.01526.x+2.0,10.1111/j.1460-2466.2010.01526.x,https://academic.oup.com/joc/article/61/1/48/4098436,2011,"Mirror or Molder? A Study of Media Coverage, Stock Prices, and Trading Volumes in Germany",Journal of Communication,3.0,2.0,Alexander Haas,Alexander,Haas,"2 Institut fuer Kommunikationswissenschaft und Medienforschung, Ludwig-Maximilians-Universitaet Muenchen, Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alexander+Haas,https://www.google.com/search?q=Alexander+Haas+institut+fuer+kommunikationswissenschaft+und+medienforschung+ludwig+maximilians+universitaet+muenchen+germany,male,0.99,66065.0,High,Alexander Haas,Alexander,Haas,"2 Institut fuer Kommunikationswissenschaft und Medienforschung, Ludwig-Maximilians-Universitaet Muenchen, Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alexander+Haas,https://www.google.com/search?q=Alexander+Haas+institut+fuer+kommunikationswissenschaft+und+medienforschung+ludwig+maximilians+universitaet+muenchen+germany,white,High,0.0099926945,0.008072995,0.013942666,0.96799153,0.96799153,0.013942666,0.9540489,institut fuer kommunikationswissenschaft und medienforschung ludwig maximilians universitaet muenchen germany,"2 Institut fuer Kommunikationswissenschaft und Medienforschung, Ludwig-Maximilians-Universitaet Muenchen, Germany",Ludwig-Maximilians-Universität München,API_QUERY,https://ror.org/05591te55,R,,
1531,10.1111/j.1460-2466.2010.01528.x+1.0,10.1111/j.1460-2466.2010.01528.x,https://academic.oup.com/joc/article/61/1/94/4098559,2011,Soliciting Accounts With Why-Interrogatives in Conversation,Journal of Communication,2.0,1.0,Galina B. Bolden,Galina,Bolden,"1 Department of Communication, Rutgers University, New Brunswick, NJ 08901, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Galina+Bolden,https://www.google.com/search?q=Galina+B.+Bolden+department+of+communication+rutgers+university+new+brunswick+nj+usa,female,0.99,7539.0,High,Galina B. Bolden,Galina,Bolden,"1 Department of Communication, Rutgers University, New Brunswick, NJ 08901, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Galina+Bolden,https://www.google.com/search?q=Galina+B.+Bolden+department+of+communication+rutgers+university+new+brunswick+nj+usa,black,Low,0.0014811928,0.69799346,0.01296138,0.28756404,0.69799346,0.28756404,0.41042942,department of communication rutgers university new brunswick nj usa,"1 Department of Communication, Rutgers University, New Brunswick, NJ 08901, USA",University of New Brunswick,API_QUERY,https://ror.org/05nkf0n29,R,,
9496,10.1111/j.1083-6101.2011.01543.x+1.0,10.1111/j.1083-6101.2011.01543.x,https://academic.oup.com/jcmc/article/16/4/465/4067636,2011,An Exploration of Why People Participate in Second Life Social Support Groups,Journal of Computer-Mediated Communication,3.0,1.0,Sara Green-Hamann,Sara,Green-Hamann,1 University of Maine,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sara+Green-Hamann,https://www.google.com/search?q=Sara+Green-Hamann+university+of+maine,female,0.98,244324.0,High,Sara Green-Hamann,Sara,Green-Hamann,1 University of Maine,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sara+Green-Hamann,https://www.google.com/search?q=Sara+Green-Hamann+university+of+maine,white,High,0.0043841517,0.021727417,0.025859393,0.9480291,0.9480291,0.025859393,0.9221697,university of maine,1 University of Maine,University of Maine,Exact,https://ror.org/01adr0w49,R,,
1484,10.1111/j.1460-2466.2011.01555.x+1.0,10.1111/j.1460-2466.2011.01555.x,https://academic.oup.com/joc/article/61/3/432/4098562,2011,How Does Insightful and Emotional Disclosure Bring Potential Health Benefits? Study Based on Online Support Groups for Women With Breast Cancer,Journal of Communication,3.0,1.0,Minsun Shim,Minsun,Shim,"1 Department of Communication Studies, University of Georgia, Athens, GA 30602, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Minsun+Shim,https://www.google.com/search?q=Minsun+Shim+department+of+communication+studies+university+of+georgia+athens+ga+usa,female,0.9,89.0,Low,Minsun Shim,Minsun,Shim,"1 Department of Communication Studies, University of Georgia, Athens, GA 30602, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Minsun+Shim,https://www.google.com/search?q=Minsun+Shim+department+of+communication+studies+university+of+georgia+athens+ga+usa,api,High,0.9745491,0.008576384,0.0020835425,0.014791017,0.9745491,0.014791017,0.9597581,department of communication studies university of georgia athens ga usa,"1 Department of Communication Studies, University of Georgia, Athens, GA 30602, USA",University of Georgia,Exact,https://ror.org/02bjhwk41,R,,
1468,10.1111/j.1460-2466.2011.01563.x+1.0,10.1111/j.1460-2466.2011.01563.x,https://academic.oup.com/joc/article/61/4/713/4098487,2011,Attention to Science/Environment News Positively Predicts and Attention to Political News Negatively Predicts Global Warming Risk Perceptions and Policy Support,Journal of Communication,4.0,1.0,Xiaoquan Zhao,Xiaoquan,Zhao,"1 Center for Climate Change Communication, Department of Communication, George Mason University, Fairfax, VA 22030, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Xiaoquan+Zhao,https://www.google.com/search?q=Xiaoquan+Zhao+center+for+climate+change+communication+department+of+communication+george+mason+university+fairfax+va+usa,male,0.67,9.0,Low,Xiaoquan Zhao,Xiaoquan,Zhao,"1 Center for Climate Change Communication, Department of Communication, George Mason University, Fairfax, VA 22030, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Xiaoquan+Zhao,https://www.google.com/search?q=Xiaoquan+Zhao+center+for+climate+change+communication+department+of+communication+george+mason+university+fairfax+va+usa,api,High,0.9985304,0.00016715603,0.00021006091,0.0010923402,0.9985304,0.0010923402,0.9974381,center for climate change communication department of communication george mason university fairfax va usa,"1 Center for Climate Change Communication, Department of Communication, George Mason University, Fairfax, VA 22030, USA",George Mason University,Exact,https://ror.org/02jqj7156,R,,
1426,10.1111/j.1460-2466.2011.01595.x+2.0,10.1111/j.1460-2466.2011.01595.x,https://academic.oup.com/joc/article/61/6/1104/4098489,2011,Horton and Wohl Revisited: Exploring Viewers' Experience of Parasocial Interaction,Journal of Communication,2.0,2.0,Charlotte Goldhoorn,Charlotte,Goldhoorn,"1 Department of Communication Science, VU Amsterdam, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charlotte+Goldhoorn,https://www.google.com/search?q=Charlotte+Goldhoorn+department+of+communication+science+vu+amsterdam+de+boelelaan+hv+amsterdam+the+netherlands,female,0.97,37761.0,High,Charlotte Goldhoorn,Charlotte,Goldhoorn,"1 Department of Communication Science, VU Amsterdam, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charlotte+Goldhoorn,https://www.google.com/search?q=Charlotte+Goldhoorn+department+of+communication+science+vu+amsterdam+de+boelelaan+hv+amsterdam+the+netherlands,white,Low,0.030661209,0.1831418,0.055915695,0.73028135,0.73028135,0.1831418,0.5471395,department of communication science vu amsterdam de boelelaan hv amsterdam the netherlands,"1 Department of Communication Science, VU Amsterdam, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands",Vrije Universiteit Amsterdam,API_QUERY,https://ror.org/008xxew50,R,,
1539,10.1111/j.1460-2466.2010.01531.x+2.0,10.1111/j.1460-2466.2010.01531.x,https://academic.oup.com/joc/article/61/1/178/4098473,2011,"Identifying Influence: Development and Validation of the Connectivity, Persuasiveness, and Maven Scales",Journal of Communication,4.0,2.0,Michael R. Kotowski,Michael,Kotowski,"2 Department of Communication, University of Tennessee, Knoxville, TN, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Kotowski,https://www.google.com/search?q=Michael+R.+Kotowski+department+of+communication+university+of+tennessee+knoxville+tn+usa,male,0.99,245870.0,High,Michael R. Kotowski,Michael,Kotowski,"2 Department of Communication, University of Tennessee, Knoxville, TN, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Kotowski,https://www.google.com/search?q=Michael+R.+Kotowski+department+of+communication+university+of+tennessee+knoxville+tn+usa,white,High,0.002129832,0.0001832651,0.009624513,0.9880624,0.9880624,0.009624513,0.97843784,department of communication university of tennessee knoxville tn usa,"2 Department of Communication, University of Tennessee, Knoxville, TN, USA",University of Tennessee at Knoxville,API_QUERY,https://ror.org/020f3ap87,R,,
1467,10.1111/j.1460-2466.2011.01571.x+3.0,10.1111/j.1460-2466.2011.01571.x,https://academic.oup.com/joc/article/61/4/689/4098481,2011,A Communicative Approach to Social Capital,Journal of Communication,3.0,3.0,Lewis A. Friedland,Lewis,Friedland,"1 School of Journalism and Mass Communication, University of Wisconsin–Madison, Madison, WI 53706, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lewis+Friedland,https://www.google.com/search?q=Lewis+A.+Friedland+school+of+journalism+and+mass+communication+university+of+wisconsin+madison+madison+wi+usa,male,0.98,6377.0,High,Lewis A. Friedland,Lewis,Friedland,"1 School of Journalism and Mass Communication, University of Wisconsin–Madison, Madison, WI 53706, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lewis+Friedland,https://www.google.com/search?q=Lewis+A.+Friedland+school+of+journalism+and+mass+communication+university+of+wisconsin+madison+madison+wi+usa,white,High,0.0024905521,0.1065451,0.027910383,0.86305404,0.86305404,0.1065451,0.75650895,school of journalism and mass communication university of wisconsin madison madison wi usa,"1 School of Journalism and Mass Communication, University of Wisconsin–Madison, Madison, WI 53706, USA",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,,
1532,10.1111/j.1460-2466.2010.01528.x+2.0,10.1111/j.1460-2466.2010.01528.x,https://academic.oup.com/joc/article/61/1/94/4098559,2011,Soliciting Accounts With Why-Interrogatives in Conversation,Journal of Communication,2.0,2.0,Jeffrey D. Robinson,Jeffrey,Robinson,"2 Department of Communication, Portland State University, Portland, OR, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jeffrey+Robinson,https://www.google.com/search?q=Jeffrey+D.+Robinson+department+of+communication+portland+state+university+portland+or+usa,male,0.99,22034.0,High,Jeffrey D. Robinson,Jeffrey,Robinson,"2 Department of Communication, Portland State University, Portland, OR, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jeffrey+Robinson,https://www.google.com/search?q=Jeffrey+D.+Robinson+department+of+communication+portland+state+university+portland+or+usa,white,Low,0.0063248654,0.46581,0.028334498,0.49953064,0.49953064,0.46581,0.033720642,department of communication portland state university portland or usa,"2 Department of Communication, Portland State University, Portland, OR, USA",Portland State University,Exact,https://ror.org/00yn2fy02,R,,
1425,10.1111/j.1460-2466.2011.01595.x+1.0,10.1111/j.1460-2466.2011.01595.x,https://academic.oup.com/joc/article/61/6/1104/4098489,2011,Horton and Wohl Revisited: Exploring Viewers' Experience of Parasocial Interaction,Journal of Communication,2.0,1.0,Tilo Hartmann,Tilo,Hartmann,"1 Department of Communication Science, VU Amsterdam, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tilo+Hartmann,https://www.google.com/search?q=Tilo+Hartmann+department+of+communication+science+vu+amsterdam+de+boelelaan+hv+amsterdam+the+netherlands,male,0.95,755.0,Low,Tilo Hartmann,Tilo,Hartmann,"1 Department of Communication Science, VU Amsterdam, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tilo+Hartmann,https://www.google.com/search?q=Tilo+Hartmann+department+of+communication+science+vu+amsterdam+de+boelelaan+hv+amsterdam+the+netherlands,white,High,0.0036087763,0.012851491,0.025457446,0.95808226,0.95808226,0.025457446,0.9326248,department of communication science vu amsterdam de boelelaan hv amsterdam the netherlands,"1 Department of Communication Science, VU Amsterdam, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands",Vrije Universiteit Amsterdam,API_QUERY,https://ror.org/008xxew50,R,,
1447,10.1111/j.1460-2466.2011.01579.x+1.0,10.1111/j.1460-2466.2011.01579.x,https://academic.oup.com/joc/article/61/5/938/4098488,2011,Religious Communication and Epistemic Authority of Leaders in Wired Faith Organizations,Journal of Communication,3.0,1.0,Pauline Hope Cheong,Pauline,Cheong,"1 Hugh Downs School of Human Communication, Arizona State University, Tempe, AZ 85287-1205, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pauline+Cheong,https://www.google.com/search?q=Pauline+Hope+Cheong+hugh+downs+school+of+human+communication+arizona+state+university+tempe+az+usa,female,0.98,56233.0,High,Pauline Hope Cheong,Pauline,Cheong,"1 Hugh Downs School of Human Communication, Arizona State University, Tempe, AZ 85287-1205, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pauline+Cheong,https://www.google.com/search?q=Pauline+Hope+Cheong+hugh+downs+school+of+human+communication+arizona+state+university+tempe+az+usa,api,High,0.952826,0.0040700883,0.009719408,0.033384446,0.952826,0.033384446,0.9194416,hugh downs school of human communication arizona state university tempe az usa,"1 Hugh Downs School of Human Communication, Arizona State University, Tempe, AZ 85287-1205, USA",Arizona State University,Exact,https://ror.org/03efmqc40,R,,
11175,10.1111/j.1753-9137.2011.01103.x+2.0,10.1111/j.1753-9137.2011.01103.x,https://academic.oup.com/ccc/article/4/3/296/4054377,2011,Reflexivity in Television Depictions of Media Industries: Peeking Behind the Gilt Curtain,"Communication, Culture and Critique",3.0,2.0,Tara Liss-Mariño,Tara,Liss-Mariño,"2 The Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA 19104, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tara+Liss-Mariño,https://www.google.com/search?q=Tara+Liss-Mari%C3%B1o+the+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa,female,0.92,6410.0,High,Tara Liss-Mariño,Tara,Liss-Mariño,"2 The Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA 19104, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tara+Liss-Mariño,https://www.google.com/search?q=Tara+Liss-Mari%C3%B1o+the+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa,white,Low,0.093142845,0.049550634,0.07035016,0.7869563,0.7869563,0.093142845,0.69381344,the annenberg school for communication university of pennsylvania philadelphia pa usa,"2 The Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA 19104, USA",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,,
