authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,firstNameLength,Coder
10.1093/ccc/tcy019+1.0,10.1093/ccc/tcy019,https://academic.oup.com/ccc/article/11/3/479/5085425,2018,“Why Faculty Shouldn’t F**k Their Students”,"Communication, Culture and Critique",1.0,1.0,C Stabile,C,Stabile,"University of Oregon, Eugene, OR, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=C+Stabile,https://www.google.com/search?q=C+Stabile+university+of+oregon+eugene+or+usa,male,0.67,7145.0,Low,C Stabile,C,Stabile,"University of Oregon, Eugene, OR, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=C+Stabile,https://www.google.com/search?q=C+Stabile+university+of+oregon+eugene+or+usa,white,High,0.0038653244,0.05022575,0.026462682,0.91944623,0.91944623,0.05022575,0.8692205,university of oregon eugene or usa,"University of Oregon, Eugene, OR, USA",University of Oregon,Exact,https://ror.org/0293rh119,R,1,haley
10.1111/jcom.12088+3.0,10.1111/jcom.12088,https://academic.oup.com/joc/article/64/2/193/4086099,2014,The Dynamics of Public Attention: Agenda-Setting Theory Meets Big Data,Journal of Communication,4.0,3.0,S. Mo Jang,S.,Jang,"1 Communication Studies, University of Michigan, Ann Arbor, MI, 48109, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=S.+Jang,https://www.google.com/search?q=S.+Mo+Jang+communication+studies+university+of+michigan+ann+arbor+mi+usa,,0.0,0.0,Low,S. Mo Jang,S.,Jang,"1 Communication Studies, University of Michigan, Ann Arbor, MI, 48109, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=S.+Jang,https://www.google.com/search?q=S.+Mo+Jang+communication+studies+university+of+michigan+ann+arbor+mi+usa,api,High,0.9502656,0.010559115,0.0093353,0.02984001,0.9502656,0.02984001,0.9204256,communication studies university of michigan ann arbor mi usa,"1 Communication Studies, University of Michigan, Ann Arbor, MI, 48109, USA",University of Michigan–Ann Arbor,API_QUERY,https://ror.org/00jmfr291,R,2,jeff
10.1111/jcom.12040+2.0,10.1111/jcom.12040,https://academic.oup.com/joc/article/63/4/766/4086101,2013,"Attitude Change in Competitive Framing Environments? Open-/Closed-Mindedness, Framing Effects, and Climate Change",Journal of Communication,4.0,2.0,P. S. Hart,P.,Hart,"2 Department of Communication Studies, University of Michigan, Ann Arbor, MI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=P.+Hart,https://www.google.com/search?q=P.+S.+Hart+department+of+communication+studies+university+of+michigan+ann+arbor+mi+usa,,0.0,0.0,Low,P. S. Hart,P.,Hart,"2 Department of Communication Studies, University of Michigan, Ann Arbor, MI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=P.+Hart,https://www.google.com/search?q=P.+S.+Hart+department+of+communication+studies+university+of+michigan+ann+arbor+mi+usa,white,Low,0.004692056,0.16749811,0.035286814,0.792523,0.792523,0.16749811,0.6250249,department of communication studies university of michigan ann arbor mi usa,"2 Department of Communication Studies, University of Michigan, Ann Arbor, MI, USA",University of Michigan–Ann Arbor,API_QUERY,https://ror.org/00jmfr291,R,2,haley
10.1111/jcom.12008+4.0,10.1111/jcom.12008,https://academic.oup.com/joc/article/63/1/201/4086002,2013,Recruitment and Retention for Community-Based eHealth Interventions with Populations of Low Socioeconomic Position: Strategies and Challenges,Journal of Communication,4.0,4.0,K. Viswanath,K.,Viswanath,"1 Department of Society, Human Development, and Health, Harvard School of Public Health, Boston, MA, 02215, USA   2 Center for Community-Based Research, Dana-Farber Cancer Institute, Boston, MA, 02215, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=K.+Viswanath,https://www.google.com/search?q=K.+Viswanath+department+of+society+human+development+and+health+harvard+school+of+public+health+boston+ma+usa+center+for+community+based+research+dana+farber+cancer+institute+boston+ma+usa,,0.0,0.0,Low,K. Viswanath,K.,Viswanath,"1 Department of Society, Human Development, and Health, Harvard School of Public Health, Boston, MA, 02215, USA   2 Center for Community-Based Research, Dana-Farber Cancer Institute, Boston, MA, 02215, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=K.+Viswanath,https://www.google.com/search?q=K.+Viswanath+department+of+society+human+development+and+health+harvard+school+of+public+health+boston+ma+usa+center+for+community+based+research+dana+farber+cancer+institute+boston+ma+usa,api,High,0.96748894,0.0007493074,0.0015885409,0.030173281,0.96748894,0.030173281,0.93731564,department of society human development and health harvard school of public health boston ma usa center for community based research dana farber cancer institute boston ma usa,"1 Department of Society, Human Development, and Health, Harvard School of Public Health, Boston, MA, 02215, USA   2 Center for Community-Based Research, Dana-Farber Cancer Institute, Boston, MA, 02215, USA",Dana-Farber/Harvard Cancer Center,API_QUERY,https://ror.org/03pvyf116,R,2,michelle
10.1111/j.1460-2466.2006.00292.x+1.0,10.1111/j.1460-2466.2006.00292.x,https://academic.oup.com/joc/article/56/suppl_1/S238/4102617,2006,Message Effects and Social Determinants of Health: Its Application to Cancer Disparities,Journal of Communication,2.0,1.0,K. Viswanath,K.,Viswanath,"1 Harvard School of Public Health, Dana Farber Cancer Institute, Boston, MA 02115",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=K.+Viswanath,https://www.google.com/search?q=K.+Viswanath+harvard+school+of+public+health+dana+farber+cancer+institute+boston+ma,,0.0,0.0,Low,K. Viswanath,K.,Viswanath,"1 Harvard School of Public Health, Dana Farber Cancer Institute, Boston, MA 02115",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=K.+Viswanath,https://www.google.com/search?q=K.+Viswanath+harvard+school+of+public+health+dana+farber+cancer+institute+boston+ma,api,High,0.96748894,0.0007493074,0.0015885409,0.030173281,0.96748894,0.030173281,0.93731564,harvard school of public health dana farber cancer institute boston ma,"1 Harvard School of Public Health, Dana Farber Cancer Institute, Boston, MA 02115",Dana-Farber/Harvard Cancer Center,API_QUERY,https://ror.org/03pvyf116,R,2,jongmin
10.1111/j.1460-2466.2002.tb02577.x+3.0,10.1111/j.1460-2466.2002.tb02577.x,https://academic.oup.com/joc/article/52/4/852/4110179,2002,Looking through Northern Exposure at Jewish American Identity and the Communication Theory of Identity,Journal of Communication,6.0,3.0,C. R. Meyer,C.,Meyer,"1 Michael Hecht is professor and head of the Department of Communication Arts and Sciences at Pennsylvania State University, where Sandra Faulkner is a postdoctoral fellow. Christine Meyer is a graduate student in the Department of Communication Arts &amp; Sciences at Pennsylvania State University. TA Niles and Doug Golden both work and live in Tempe, Arizona. Melanie Cutler works and lives in New York",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=C.+Meyer,https://www.google.com/search?q=C.+R.+Meyer+michael+hecht+is+professor+and+head+of+the+department+of+communication+arts+and+sciences+at+pennsylvania+state+university+where+sandra+faulkner+is+a+postdoctoral+fellow+christine+meyer+is+a+graduate+student+in+the+department+of+communication+arts+amp+sciences+at+pennsylvania+state+university+ta+niles+and+doug+golden+both+work+and+live+in+tempe+arizona+melanie+cutler+works+and+lives+in+new+york,,0.0,0.0,Low,C. R. Meyer,C.,Meyer,"1 Michael Hecht is professor and head of the Department of Communication Arts and Sciences at Pennsylvania State University, where Sandra Faulkner is a postdoctoral fellow. Christine Meyer is a graduate student in the Department of Communication Arts &amp; Sciences at Pennsylvania State University. TA Niles and Doug Golden both work and live in Tempe, Arizona. Melanie Cutler works and lives in New York",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=C.+Meyer,https://www.google.com/search?q=C.+R.+Meyer+michael+hecht+is+professor+and+head+of+the+department+of+communication+arts+and+sciences+at+pennsylvania+state+university+where+sandra+faulkner+is+a+postdoctoral+fellow+christine+meyer+is+a+graduate+student+in+the+department+of+communication+arts+amp+sciences+at+pennsylvania+state+university+ta+niles+and+doug+golden+both+work+and+live+in+tempe+arizona+melanie+cutler+works+and+lives+in+new+york,white,High,0.0038197779,0.0021082126,0.016862389,0.9772096,0.9772096,0.016862389,0.96034724,michael hecht is professor and head of the department of communication arts and sciences at pennsylvania state university where sandra faulkner is a postdoctoral fellow christine meyer is a graduate student in the department of communication arts amp sciences at pennsylvania state university ta niles and doug golden both work and live in tempe arizona melanie cutler works and lives in new york,"1 Michael Hecht is professor and head of the Department of Communication Arts and Sciences at Pennsylvania State University, where Sandra Faulkner is a postdoctoral fellow. Christine Meyer is a graduate student in the Department of Communication Arts &amp; Sciences at Pennsylvania State University. TA Niles and Doug Golden both work and live in Tempe, Arizona. Melanie Cutler works and lives in New York",Pennsylvania State University,Exact,https://ror.org/04p491231,R,2,michelle
10.1111/j.1460-2466.1987.tb00997.x+3.0,10.1111/j.1460-2466.1987.tb00997.x,https://academic.oup.com/joc/article/37/3/93/4282990,1987,Public Response to the Risk from Geological Radon,Journal of Communication,3.0,3.0,M. L. Klotz,M.,Klotz,3 M. L. Klotz is a Research Associate in Human Ecology at Rutgers University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=M.+Klotz,https://www.google.com/search?q=M.+L.+Klotz+m+l+klotz+is+a+research+associate+in+human+ecology+at+rutgers+university,,0.0,0.0,Low,M. L. Klotz,M.,Klotz,3 M. L. Klotz is a Research Associate in Human Ecology at Rutgers University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=M.+Klotz,https://www.google.com/search?q=M.+L.+Klotz+m+l+klotz+is+a+research+associate+in+human+ecology+at+rutgers+university,white,High,0.004702336,0.0017628431,0.026373006,0.9671618,0.9671618,0.026373006,0.94078875,m l klotz is a research associate in human ecology at rutgers university,3 M. L. Klotz is a Research Associate in Human Ecology at Rutgers University,Texas A&M University at Qatar,API_QUERY,https://ror.org/03vb4dm14,R,2,matthew
10.1111/j.1460-2466.1985.tb02233.x+1.0,10.1111/j.1460-2466.1985.tb02233.x,https://academic.oup.com/joc/article/35/2/50/4282808,1985,Repairing the News: A case Study of the News Paradigm,Journal of Communication,3.0,1.0,W. Lance,W.,Lance,1 University of Washington,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=W.+Lance,https://www.google.com/search?q=W.+Lance+university+of+washington,,0.0,0.0,Low,W. Lance,W.,Lance,1 University of Washington,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=W.+Lance,https://www.google.com/search?q=W.+Lance+university+of+washington,white,Low,0.0053174533,0.15567444,0.047620896,0.7913872,0.7913872,0.15567444,0.63571274,university of washington,1 University of Washington,University of Washington,Exact,https://ror.org/00cvxb145,R,2,jaemin
10.1111/j.1460-2466.1982.tb02515.x+1.0,10.1111/j.1460-2466.1982.tb02515.x,https://academic.oup.com/joc/article/32/4/22/4372064,1982,Glued to the Box?: Patterns of TV Repeat-Viewing,Journal of Communication,3.0,1.0,T. P. Barwise,T.,Barwise,1 T. P. Barwise is Senior Research Officer at the London Business School,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=T.+Barwise,https://www.google.com/search?q=T.+P.+Barwise+t+p+barwise+is+senior+research+officer+at+the+london+business+school,,0.0,0.0,Low,T. P. Barwise,T.,Barwise,1 T. P. Barwise is Senior Research Officer at the London Business School,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=T.+Barwise,https://www.google.com/search?q=T.+P.+Barwise+t+p+barwise+is+senior+research+officer+at+the+london+business+school,white,High,0.005114515,0.03852233,0.060818933,0.8955442,0.8955442,0.060818933,0.83472526,t p barwise is senior research officer at the london business school,1 T. P. Barwise is Senior Research Officer at the London Business School,London Business School,Exact,https://ror.org/001c2sn75,R,2,jaemin
10.1111/j.1460-2466.1982.tb02515.x+2.0,10.1111/j.1460-2466.1982.tb02515.x,https://academic.oup.com/joc/article/32/4/22/4372064,1982,Glued to the Box?: Patterns of TV Repeat-Viewing,Journal of Communication,3.0,2.0,A. S. C. Ehrenberg,A.,Ehrenberg,"2 where A. S. C. Ehrenberg is Professor of Marketing. G. J. Goodhardt is Cohen Professor of Consumer Studies, City University, London",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=A.+Ehrenberg,https://www.google.com/search?q=A.+S.+C.+Ehrenberg+where+a+s+c+ehrenberg+is+professor+of+marketing+g+j+goodhardt+is+cohen+professor+of+consumer+studies+city+university+london,,0.0,0.0,Low,A. S. C. Ehrenberg,A.,Ehrenberg,"2 where A. S. C. Ehrenberg is Professor of Marketing. G. J. Goodhardt is Cohen Professor of Consumer Studies, City University, London",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=A.+Ehrenberg,https://www.google.com/search?q=A.+S.+C.+Ehrenberg+where+a+s+c+ehrenberg+is+professor+of+marketing+g+j+goodhardt+is+cohen+professor+of+consumer+studies+city+university+london,white,High,0.0028933373,0.00038112423,0.020354541,0.97637105,0.97637105,0.020354541,0.9560165,where a s c ehrenberg is professor of marketing g j goodhardt is cohen professor of consumer studies city university london,"2 where A. S. C. Ehrenberg is Professor of Marketing. G. J. Goodhardt is Cohen Professor of Consumer Studies, City University, London",City University,Exact,https://ror.org/013609965,R,2,michelle
