,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,genderpred_api,race_prediction,racepred_api
7757,10.1093/ct/qtz041+2.0,10.1093/ct/qtz041,https://academic.oup.com/ct/article/31/3/506/5816315,2021,The Malleability Narrative in Entertainment and Social Media: Explaining Pathways to Happiness in Media Content,Communication Theory,2,2,Steven Eggermont,Steven,Eggermont,"Leuven School for Mass Communication Research , Faculty of Social Sciences, KU Leuven, B-3000 Leuven,  Belgium",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Eggermont,https://www.google.com/search?q=Steven+Eggermont+leuven+school+for+mass+communication+research+faculty+of+social+sciences+ku+leuven+b+leuven+belgium,male,0.99,61542,High,Steven Eggermont,Steven,Eggermont,"Leuven School for Mass Communication Research , Faculty of Social Sciences, KU Leuven, B-3000 Leuven,  Belgium",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Eggermont,https://www.google.com/search?q=Steven+Eggermont+leuven+school+for+mass+communication+research+faculty+of+social+sciences+ku+leuven+b+leuven+belgium,white,Low,0.002042141,0.16953157,0.031206192,0.7972201,0.7972201,0.16953157,0.6276885,leuven school for mass communication research faculty of social sciences ku leuven b leuven belgium,"Leuven School for Mass Communication Research , Faculty of Social Sciences, KU Leuven, B-3000 Leuven,  Belgium",KU Leuven,API_QUERY,https://ror.org/05f950310,R,M,,0,
5102,10.1093/hcr/hqaa009+1.0,10.1093/hcr/hqaa009,https://academic.oup.com/hcr/article/47/1/75/5909216,2021,"Ecological Influences on Network Tie Dissolution in the Evolution of Affiliation Networks in the International Communication Association, 2009–2015",Human Communication Research,3,1,Yu Xu,Yu,Xu,"Medill School of Journalism, Media, Integrated Marketing Communications, Northwestern University , Evanston, IL 60208,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yu+Xu,https://www.google.com/search?q=Yu+Xu+medill+school+of+journalism+media+integrated+marketing+communications+northwestern+university+evanston+il+usa,male,0.54,4500,Low,Yu Xu,Yu,Xu,"Medill School of Journalism, Media, Integrated Marketing Communications, Northwestern University , Evanston, IL 60208,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yu+Xu,https://www.google.com/search?q=Yu+Xu+medill+school+of+journalism+media+integrated+marketing+communications+northwestern+university+evanston+il+usa,api,High,0.99983287,3.69E-05,4.22E-05,8.80E-05,0.99983287,8.80E-05,0.99974483,medill school of journalism media integrated marketing communications northwestern university evanston il usa,"Medill School of Journalism, Media, Integrated Marketing Communications, Northwestern University , Evanston, IL 60208,  USA",Northwestern University,Exact,https://ror.org/00m6w7z96,R,M,,2,
7749,10.1093/ct/qtz022+1.0,10.1093/ct/qtz022,https://academic.oup.com/ct/article/31/3/422/5647306,2021,The Concept of Moral Ecology in Media Sociology Research,Communication Theory,1,1,Patrick Lee Plaisance,Patrick,Plaisance,"Bellisario College of Communications , Pennsylvania State University, University Park, PA, PA 16802-1503,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patrick+Plaisance,https://www.google.com/search?q=Patrick+Lee+Plaisance+bellisario+college+of+communications+pennsylvania+state+university+university+park+pa+pa+usa,male,0.99,153288,High,Patrick Lee Plaisance,Patrick,Plaisance,"Bellisario College of Communications , Pennsylvania State University, University Park, PA, PA 16802-1503,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patrick+Plaisance,https://www.google.com/search?q=Patrick+Lee+Plaisance+bellisario+college+of+communications+pennsylvania+state+university+university+park+pa+pa+usa,white,High,0.005144296,0.13699195,0.032611024,0.8252527,0.8252527,0.13699195,0.6882608,bellisario college of communications pennsylvania state university university park pa pa usa,"Bellisario College of Communications , Pennsylvania State University, University Park, PA, PA 16802-1503,  USA",Pennsylvania State University,Exact,https://ror.org/04p491231,R,M,,0,
123,10.1093/joc/jqab025+4.0,10.1093/joc/jqab025,https://academic.oup.com/joc/article/71/5/785/6359522,2021,Towards an Inclusive Agenda of Open Science for Communication Research: A Latin American approach,Journal of Communication,9,4,Afonso de Albuquerque,Afonso,Albuquerque,"Universidade Federal Fluminense (UFF), Instituto de Arte e Comunicação Social, Niterói, Rio de Janeiro, Brazil",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Afonso+Albuquerque,https://www.google.com/search?q=Afonso+de+Albuquerque+universidade+federal+fluminense+instituto+de+arte+e+comunica+o+social+niter+i+rio+de+janeiro+brazil,male,0.97,2849,High,Afonso de Albuquerque,Afonso,Albuquerque,"Universidade Federal Fluminense (UFF), Instituto de Arte e Comunicação Social, Niterói, Rio de Janeiro, Brazil",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Afonso+Albuquerque,https://www.google.com/search?q=Afonso+de+Albuquerque+universidade+federal+fluminense+instituto+de+arte+e+comunica+o+social+niter+i+rio+de+janeiro+brazil,hispanic,High,0.007540249,0.002237935,0.83584267,0.1543791,0.83584267,0.1543791,0.6814636,universidade federal fluminense instituto de arte e comunica o social niter i rio de janeiro brazil,"Universidade Federal Fluminense (UFF), Instituto de Arte e Comunicação Social, Niterói, Rio de Janeiro, Brazil",Federal University of Rio de Janeiro,API_QUERY,https://ror.org/03490as77,R,M,,3,
7768,10.1093/ct/qtab001+1.0,10.1093/ct/qtab001,https://academic.oup.com/ct/article/31/2/250/6270950,2021,Revisiting Attribution Theory: Toward a Critical Feminist Approach for Understanding Attributions of Blame,Communication Theory,4,1,Maria DelGreco,Maria,Delgreco,"Fors Marsh Group , 1010 N Glebe Rd Unit 510, Arlington, VA 22201,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Maria+Delgreco,https://www.google.com/search?q=Maria+DelGreco+fors+marsh+group+n+glebe+rd+unit+arlington+va+usa,female,0.98,334287,High,Maria DelGreco,Maria,Delgreco,"Fors Marsh Group , 1010 N Glebe Rd Unit 510, Arlington, VA 22201,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Maria+Delgreco,https://www.google.com/search?q=Maria+DelGreco+fors+marsh+group+n+glebe+rd+unit+arlington+va+usa,hispanic,High,0.038813163,0.000848478,0.8371541,0.12318424,0.8371541,0.12318424,0.7139698,fors marsh group n glebe rd unit arlington va usa,"Fors Marsh Group , 1010 N Glebe Rd Unit 510, Arlington, VA 22201,  USA",Swiss Centre of Expertise in the Social Sciences,API_QUERY,https://ror.org/00weppy16,R,F,,0,
84,10.1093/joc/jqab041+5.0,10.1093/joc/jqab041,https://academic.oup.com/joc/article/71/6/947/6415947,2021,The Effect of Streaming Chat on Perceptions of Political Debates,Journal of Communication,5,5,Tiago Ventura,Tiago,Ventura,"Department of Government and Politics, University of Maryland, College Park, MD 20742, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tiago+Ventura,https://www.google.com/search?q=Tiago+Ventura+department+of+government+and+politics+university+of+maryland+college+park+md+usa,male,0.99,27078,High,Tiago Ventura,Tiago,Ventura,"Department of Government and Politics, University of Maryland, College Park, MD 20742, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tiago+Ventura,https://www.google.com/search?q=Tiago+Ventura+department+of+government+and+politics+university+of+maryland+college+park+md+usa,hispanic,Low,0.044123203,0.011195512,0.6586664,0.28601494,0.6586664,0.28601494,0.37265143,department of government and politics university of maryland college park md usa,"Department of Government and Politics, University of Maryland, College Park, MD 20742, USA",University of Mary,Exact,https://ror.org/055f0jp24,R,M,,3,
249,10.1093/joc/jqaa041+2.0,10.1093/joc/jqaa041,https://academic.oup.com/joc/article/71/1/129/6044121,2021,"Political Humor, Sharing, and Remembering: Insights from Neuroimaging",Journal of Communication,5,2,Matthew B O’Donnell,Matthew,O’Donnell,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA 19104,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthew+O’Donnell,https://www.google.com/search?q=Matthew+B+O%E2%80%99Donnell+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa,male,1,35521,High,Matthew B O’Donnell,Matthew,O’Donnell,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA 19104,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthew+O’Donnell,https://www.google.com/search?q=Matthew+B+O%E2%80%99Donnell+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa,white,High,0.008035543,0.12027031,0.028616847,0.8430773,0.8430773,0.12027031,0.722807,annenberg school for communication university of pennsylvania philadelphia pa usa,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA 19104,  USA",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,M,,0,
5041,10.1093/hcr/hqab011+2.0,10.1093/hcr/hqab011,https://academic.oup.com/hcr/article/47/4/338/6363933,2021,Do Audiences Judge the Morality of Characters Relativistically? How Interdependence Affects Perceptions of Characters’ Temporal Moral Descent,Human Communication Research,4,2,Nicholas L Matthews,Nicholas,Matthews,"School of Communication, The Ohio State University, Columbus, OH, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nicholas+Matthews,https://www.google.com/search?q=Nicholas+L+Matthews+school+of+communication+the+ohio+state+university+columbus+oh+usa,male,0.99,16755,High,Nicholas L Matthews,Nicholas,Matthews,"School of Communication, The Ohio State University, Columbus, OH, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nicholas+Matthews,https://www.google.com/search?q=Nicholas+L+Matthews+school+of+communication+the+ohio+state+university+columbus+oh+usa,white,Low,0.004973222,0.3889538,0.034217343,0.57185566,0.57185566,0.3889538,0.18290186,school of communication the ohio state university columbus oh usa,"School of Communication, The Ohio State University, Columbus, OH, USA",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,M,,0,
81,10.1093/joc/jqab041+2.0,10.1093/joc/jqab041,https://academic.oup.com/joc/article/71/6/947/6415947,2021,The Effect of Streaming Chat on Perceptions of Political Debates,Journal of Communication,5,2,Keng-Chi Chang,Keng-Chi,Chang,"Department of Political Science, University of California San Diego, La Jolla, CA 92093, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Keng-Chi+Chang,https://www.google.com/search?q=Keng-Chi+Chang+department+of+political+science+university+of+california+san+diego+la+jolla+ca+usa,male,1,1,Low,Keng-Chi Chang,Keng-Chi,Chang,"Department of Political Science, University of California San Diego, La Jolla, CA 92093, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Keng-Chi+Chang,https://www.google.com/search?q=Keng-Chi+Chang+department+of+political+science+university+of+california+san+diego+la+jolla+ca+usa,api,High,0.95575684,0.007624068,0.018371122,0.018247928,0.95575684,0.018371122,0.93738574,department of political science university of california san diego la jolla ca usa,"Department of Political Science, University of California San Diego, La Jolla, CA 92093, USA","University of California, San Diego",API_QUERY,https://ror.org/0168r3w48,R,M,,2,
8715,10.1093/jcmc/zmab005+2.0,10.1093/jcmc/zmab005,https://academic.oup.com/jcmc/article/26/4/207/6278042,2021,Emotional Support from AI Chatbots: Should a Supportive Partner Self-Disclose or Not?,Journal of Computer-Mediated Communication,2,2,Yue (Nancy) Dai,Yue,Dai,"Department of Media and Communication, City University of Hong Kong , Kowloon,  Hong Kong",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yue+Dai,https://www.google.com/search?q=Yue+%28Nancy%29+Dai+department+of+media+and+communication+city+university+of+hong+kong+kowloon+hong+kong,female,0.6,816,Low,Yue (Nancy) Dai,Yue,Dai,"Department of Media and Communication, City University of Hong Kong , Kowloon,  Hong Kong",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yue+Dai,https://www.google.com/search?q=Yue+%28Nancy%29+Dai+department+of+media+and+communication+city+university+of+hong+kong+kowloon+hong+kong,api,High,0.87983406,0.026985757,0.017889613,0.07529054,0.87983406,0.07529054,0.8045435,department of media and communication city university of hong kong kowloon hong kong,"Department of Media and Communication, City University of Hong Kong , Kowloon,  Hong Kong",City University of Hong Kong,Exact,https://ror.org/03q8dnn23,R,F,,2,
5094,10.1093/hcr/hqaa010+1.0,10.1093/hcr/hqaa010,https://academic.oup.com/hcr/article/47/1/1/5917727,2021,When I Learn the News is False: How Fact-Checking Information Stems the Spread of Fake News Via Third-Person Perception,Human Communication Research,2,1,Myojung Chung,Myojung,Chung,"School of Journalism, Northeastern University , Boston, MA 02115,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Myojung+Chung,https://www.google.com/search?q=Myojung+Chung+school+of+journalism+northeastern+university+boston+ma+usa,female,1,2,Low,Myojung Chung,Myojung,Chung,"School of Journalism, Northeastern University , Boston, MA 02115,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Myojung+Chung,https://www.google.com/search?q=Myojung+Chung+school+of+journalism+northeastern+university+boston+ma+usa,api,High,0.9701591,0.00388477,0.007974521,0.017981516,0.9701591,0.017981516,0.9521776,school of journalism northeastern university boston ma usa,"School of Journalism, Northeastern University , Boston, MA 02115,  USA",Northeastern University,Exact,https://ror.org/03awzbc87,R,F,,2,
74,10.1093/joc/jqab023+3.0,10.1093/joc/jqab023,https://academic.oup.com/joc/article/71/6/898/6448288,2021,Attention Centrality and Audience Fragmentation: An Approach for Bridging the Gap Between Selective Exposure and Audience Overlap,Journal of Communication,4,3,Lindsey A Sherrill,Lindsey,Sherrill,"Department of Management and Marketing, University of North Alabama , Florence, AL 35632,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lindsey+Sherrill,https://www.google.com/search?q=Lindsey+A+Sherrill+department+of+management+and+marketing+university+of+north+alabama+florence+al+usa,female,0.95,2750,High,Lindsey A Sherrill,Lindsey,Sherrill,"Department of Management and Marketing, University of North Alabama , Florence, AL 35632,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lindsey+Sherrill,https://www.google.com/search?q=Lindsey+A+Sherrill+department+of+management+and+marketing+university+of+north+alabama+florence+al+usa,white,High,0.005568668,0.05098019,0.025139876,0.91831124,0.91831124,0.05098019,0.867331,department of management and marketing university of north alabama florence al usa,"Department of Management and Marketing, University of North Alabama , Florence, AL 35632,  USA",University of North Alabama,Exact,https://ror.org/0584fj407,R,F,,0,
134,10.1093/joc/jqab026+4.0,10.1093/joc/jqab026,https://academic.oup.com/joc/article/71/5/855/6339986,2021,Integrating Qualitative Methods and Open Science: Five Principles for More Trustworthy Research*,Journal of Communication,4,4,Andrea Stevenson Won,Andrea,Won,"Department of Communication, Cornell University , Ithaca, NY 14853,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andrea+Won,https://www.google.com/search?q=Andrea+Stevenson+Won+department+of+communication+cornell+university+ithaca+ny+usa,male,0.62,302977,Low,Andrea Stevenson Won,Andrea,Won,"Department of Communication, Cornell University , Ithaca, NY 14853,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andrea+Won,https://www.google.com/search?q=Andrea+Stevenson+Won+department+of+communication+cornell+university+ithaca+ny+usa,api,High,0.8877914,0.008166633,0.03475184,0.06929008,0.8877914,0.06929008,0.8185013,department of communication cornell university ithaca ny usa,"Department of Communication, Cornell University , Ithaca, NY 14853,  USA",Cornell University,Exact,https://ror.org/05bnh6r87,R,F,,0,
7726,10.1093/ct/qtaa016+1.0,10.1093/ct/qtaa016,https://academic.oup.com/ct/article/31/4/884/5908823,2021,"Media Ethics, Moral Controversies, and the Sociology of Critique",Communication Theory,1,1,Thomas Hove,Thomas,Hove,"Department of Advertising and Public Relations, College of Communication, Hanyang University , Ansan, Gyeonggi-do 15588,  South Korea",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Hove,https://www.google.com/search?q=Thomas+Hove+department+of+advertising+and+public+relations+college+of+communication+hanyang+university+ansan+gyeonggi+do+south+korea,male,0.99,176440,High,Thomas Hove,Thomas,Hove,"Department of Advertising and Public Relations, College of Communication, Hanyang University , Ansan, Gyeonggi-do 15588,  South Korea",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Hove,https://www.google.com/search?q=Thomas+Hove+department+of+advertising+and+public+relations+college+of+communication+hanyang+university+ansan+gyeonggi+do+south+korea,white,Low,0.00891586,0.19682324,0.027043214,0.76721776,0.76721776,0.19682324,0.5703945,department of advertising and public relations college of communication hanyang university ansan gyeonggi do south korea,"Department of Advertising and Public Relations, College of Communication, Hanyang University , Ansan, Gyeonggi-do 15588,  South Korea",Hanyang University,Exact,https://ror.org/046865y68,R,M,,0,
167,10.1093/joc/jqab003+5.0,10.1093/joc/jqab003,https://academic.oup.com/joc/article/71/2/187/6143564,2021,How to Capture Reciprocal Communication Dynamics: Comparing Longitudinal Statistical Approaches in Order to Analyze Within- and Between-Person Effects,Journal of Communication,5,5,Elisabeth Prestele,Elisabeth,Prestele,"Department of Personality, Assessment, Methods, and Evaluation, Faculty of Psychology, University of Koblenz-Landau , Landau 76829,  Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elisabeth+Prestele,https://www.google.com/search?q=Elisabeth+Prestele+department+of+personality+assessment+methods+and+evaluation+faculty+of+psychology+university+of+koblenz+landau+landau+germany,female,0.98,27551,High,Elisabeth Prestele,Elisabeth,Prestele,"Department of Personality, Assessment, Methods, and Evaluation, Faculty of Psychology, University of Koblenz-Landau , Landau 76829,  Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elisabeth+Prestele,https://www.google.com/search?q=Elisabeth+Prestele+department+of+personality+assessment+methods+and+evaluation+faculty+of+psychology+university+of+koblenz+landau+landau+germany,white,Low,0.002914786,0.2687102,0.028645933,0.6997291,0.6997291,0.2687102,0.4310189,department of personality assessment methods and evaluation faculty of psychology university of koblenz landau landau germany,"Department of Personality, Assessment, Methods, and Evaluation, Faculty of Psychology, University of Koblenz-Landau , Landau 76829,  Germany",University of Koblenz and Landau,API_QUERY,https://ror.org/01j9f6752,R,F,,0,
106,10.1093/joc/jqab029+4.0,10.1093/joc/jqab029,https://academic.oup.com/joc/article/71/5/764/6333553,2021,"Open Science, Closed Doors? Countering Marginalization through an Agenda for Ethical, Inclusive Research in Communication",Journal of Communication,17,4,Julius Matthew Riles,Julius,Riles,"University of Missouri, Columbia, MO, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Julius+Riles,https://www.google.com/search?q=Julius+Matthew+Riles+university+of+missouri+columbia+mo+usa,male,0.99,9001,High,Julius Matthew Riles,Julius,Riles,"University of Missouri, Columbia, MO, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Julius+Riles,https://www.google.com/search?q=Julius+Matthew+Riles+university+of+missouri+columbia+mo+usa,white,Low,0.015563368,0.21384066,0.049701605,0.7208944,0.7208944,0.21384066,0.50705373,university of missouri columbia mo usa,"University of Missouri, Columbia, MO, USA",University of Missouri,Exact,https://ror.org/02ymw8z06,R,M,,1,
89,10.1093/joc/jqab035+4.0,10.1093/joc/jqab035,https://academic.oup.com/joc/article/71/6/1001/6375398,2021,A Dynamic Dyadic Systems Approach to Interpersonal Communication,Journal of Communication,5,4,Susanne Jones,Susanne,Jones,"Department of Communication Studies, University of Minnesota, Minneapolis, MN 55455, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Susanne+Jones,https://www.google.com/search?q=Susanne+Jones+department+of+communication+studies+university+of+minnesota+minneapolis+mn+usa,female,0.98,22012,High,Susanne Jones,Susanne,Jones,"Department of Communication Studies, University of Minnesota, Minneapolis, MN 55455, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Susanne+Jones,https://www.google.com/search?q=Susanne+Jones+department+of+communication+studies+university+of+minnesota+minneapolis+mn+usa,white,Low,0.002197725,0.40621713,0.015268921,0.5763162,0.5763162,0.40621713,0.17009905,department of communication studies university of minnesota minneapolis mn usa,"Department of Communication Studies, University of Minnesota, Minneapolis, MN 55455, USA",University of Minnesota,Exact,https://ror.org/017zqws13,R,F,,0,
8718,10.1093/jcmc/zmab006+3.0,10.1093/jcmc/zmab006,https://academic.oup.com/jcmc/article/26/4/223/6298304,2021,Can AI Enhance People’s Support for Online Moderation and Their Openness to Dissimilar Political Views?,Journal of Computer-Mediated Communication,6,3,João Fernando Ferreira Gonçalves,João,Gonçalves,"Department of Media &amp; Communication, Erasmus University Rotterdam, Rotterdam, 3000 DR, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=João+Gonçalves,https://www.google.com/search?q=Jo%C3%A3o+Fernando+Ferreira+Gon%C3%A7alves+department+of+media+amp+communication+erasmus+university+rotterdam+rotterdam+dr+the+netherlands,male,0.99,40229,High,João Fernando Ferreira Gonçalves,João,Gonçalves,"Department of Media &amp; Communication, Erasmus University Rotterdam, Rotterdam, 3000 DR, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=João+Gonçalves,https://www.google.com/search?q=Jo%C3%A3o+Fernando+Ferreira+Gon%C3%A7alves+department+of+media+amp+communication+erasmus+university+rotterdam+rotterdam+dr+the+netherlands,white,Low,0.030771844,0.08588266,0.16549733,0.7178482,0.7178482,0.16549733,0.5523509,department of media amp communication erasmus university rotterdam rotterdam dr the netherlands,"Department of Media &amp; Communication, Erasmus University Rotterdam, Rotterdam, 3000 DR, The Netherlands",Erasmus University Rotterdam,Exact,https://ror.org/057w15z03,R,M,,0,
228,10.1093/joc/jqz052+32.0,10.1093/joc/jqz052,https://academic.oup.com/joc/article/71/1/1/5803422,2021,An Agenda for Open Science in Communication,Journal of Communication,37,32,Brittany I Davidson,Brittany,Davidson,"Department of Computer Science, University of Bristol , Bristol, BS8 1UB,  UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brittany+Davidson,https://www.google.com/search?q=Brittany+I+Davidson+department+of+computer+science+university+of+bristol+bristol+bs+ub+uk,female,0.98,903,Low,Brittany I Davidson,Brittany,Davidson,"Department of Computer Science, University of Bristol , Bristol, BS8 1UB,  UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brittany+Davidson,https://www.google.com/search?q=Brittany+I+Davidson+department+of+computer+science+university+of+bristol+bristol+bs+ub+uk,white,High,0.004762082,0.082427785,0.01848137,0.89432865,0.89432865,0.082427785,0.81190085,department of computer science university of bristol bristol bs ub uk,"Department of Computer Science, University of Bristol , Bristol, BS8 1UB,  UK",University of Bristol,Exact,https://ror.org/0524sp257,R,F,,0,
250,10.1093/joc/jqaa041+3.0,10.1093/joc/jqaa041,https://academic.oup.com/joc/article/71/1/129/6044121,2021,"Political Humor, Sharing, and Remembering: Insights from Neuroimaging",Journal of Communication,5,3,Prateekshit Pandey,Prateekshit,Pandey,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA 19104,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Prateekshit+Pandey,https://www.google.com/search?q=Prateekshit+Pandey+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa,,0,0,Low,Prateekshit Pandey,Prateekshit,Pandey,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA 19104,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Prateekshit+Pandey,https://www.google.com/search?q=Prateekshit+Pandey+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa,white,High,0.055130053,0.07154064,0.04447017,0.82885915,0.82885915,0.07154064,0.7573185,annenberg school for communication university of pennsylvania philadelphia pa usa,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA 19104,  USA",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,M,,2,
10711,10.1093/ccc/tcab038+1.0,10.1093/ccc/tcab038,https://academic.oup.com/ccc/article/14/3/513/6309718,2021,Vernacular Discourses of Disruption in Alternative Digital Space,"Communication, Culture and Critique",1,1,Purba Das,Purba,Das,"School of Communication Studies, Ohio University, Southern Campus Ironton , Ohio,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Purba+Das,https://www.google.com/search?q=Purba+Das+school+of+communication+studies+ohio+university+southern+campus+ironton+ohio+usa,female,0.52,21,Low,Purba Das,Purba,Das,"School of Communication Studies, Ohio University, Southern Campus Ironton , Ohio,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Purba+Das,https://www.google.com/search?q=Purba+Das+school+of+communication+studies+ohio+university+southern+campus+ironton+ohio+usa,white,Low,0.43333998,0.039692726,0.03369681,0.4932705,0.4932705,0.43333998,0.059930503,school of communication studies ohio university southern campus ironton ohio usa,"School of Communication Studies, Ohio University, Southern Campus Ironton , Ohio,  USA",Ohio University Southern,Exact,https://ror.org/039eaqm23,R,F,,2,
99,10.1093/joc/jqab031+5.0,10.1093/joc/jqab031,https://academic.oup.com/joc/article/71/5/715/6420674,2021,Questionable and Open Research Practices: Attitudes and Perceptions among Quantitative Communication Researchers,Journal of Communication,5,5,Yphtach Lelkes,Yphtach,Lelkes,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yphtach+Lelkes,https://www.google.com/search?q=Yphtach+Lelkes+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa,,0,0,Low,Yphtach Lelkes,Yphtach,Lelkes,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yphtach+Lelkes,https://www.google.com/search?q=Yphtach+Lelkes+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa,hispanic,Low,0.02442068,0.068157285,0.6812434,0.22617866,0.6812434,0.22617866,0.45506477,annenberg school for communication university of pennsylvania philadelphia pa usa,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA,  USA",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,M,,0,
5090,10.1093/hcr/hqab001+1.0,10.1093/hcr/hqab001,https://academic.oup.com/hcr/article/47/2/192/6214470,2021,"Pornography and Sexual Dissatisfaction: The Role of Pornographic Arousal, Upward Pornographic Comparisons, and Preference for Pornographic Masturbation",Human Communication Research,4,1,Paul J Wright,Paul,Wright,"Communication Science Unit, The Media School, Indiana University , Bloomington, IN 47401,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Wright,https://www.google.com/search?q=Paul+J+Wright+communication+science+unit+the+media+school+indiana+university+bloomington+in+usa,male,0.99,148099,High,Paul J Wright,Paul,Wright,"Communication Science Unit, The Media School, Indiana University , Bloomington, IN 47401,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Wright,https://www.google.com/search?q=Paul+J+Wright+communication+science+unit+the+media+school+indiana+university+bloomington+in+usa,white,Low,0.006659257,0.3193379,0.025832873,0.64816993,0.64816993,0.3193379,0.32883203,communication science unit the media school indiana university bloomington in usa,"Communication Science Unit, The Media School, Indiana University , Bloomington, IN 47401,  USA",Indiana University Bloomington,Exact,https://ror.org/02k40bc56,R,M,,0,
