authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID
10.1111/j.1460-2466.2005.tb02674.x+2.0,10.1111/j.1460-2466.2005.tb02674.x,https://academic.oup.com/joc/article/55/2/311/4102995,2005,War or Peace Journalism? Asian Newspaper Coverage of Conflicts,Journal of Communication,2.0,2.0,Crispin C. Maslog,Crispin,Maslog,"2 Crispin C. Maslog (PhD, 1967, Minnesota) is a visiting professor in the School of Communication &amp; Information, Nanyang Technological University, Singapore",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Crispin+Maslog,https://www.google.com/search?q=Crispin+C.+Maslog+crispin+c+maslog+is+a+visiting+professor+in+the+school+of+communication+amp+information+nanyang+technological+university+singapore,male,0.97,496.0,Low,Crispin C. Maslog,Crispin,Maslog,"2 Crispin C. Maslog (PhD, 1967, Minnesota) is a visiting professor in the School of Communication &amp; Information, Nanyang Technological University, Singapore",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Crispin+Maslog,https://www.google.com/search?q=Crispin+C.+Maslog+crispin+c+maslog+is+a+visiting+professor+in+the+school+of+communication+amp+information+nanyang+technological+university+singapore,white,High,0.0015963509,0.04611868,0.0069787744,0.94530624,0.94530624,0.04611868,0.89918756,crispin c maslog is a visiting professor in the school of communication amp information nanyang technological university singapore,"2 Crispin C. Maslog (PhD, 1967, Minnesota) is a visiting professor in the School of Communication &amp; Information, Nanyang Technological University, Singapore",Nanyang Technological University,Exact,https://ror.org/02e7b5302
10.1111/j.1468-2885.2004.tb00317.x+2.0,10.1111/j.1468-2885.2004.tb00317.x,https://academic.oup.com/ct/article/14/4/311/4110790,2004,Understanding Media Enjoyment: The Role of Transportation Into Narrative Worlds,Communication Theory,3.0,2.0,Timothy C. Brock,Timothy,Brock,"2 Timothy C. Brock (PhD, Yale University) is a professor is a graduate student at Ohio State University.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Timothy+Brock,https://www.google.com/search?q=Timothy+C.+Brock+timothy+c+brock+is+a+professor+is+a+graduate+student+at+ohio+state+university,male,0.99,13105.0,High,Timothy C. Brock,Timothy,Brock,"2 Timothy C. Brock (PhD, Yale University) is a professor is a graduate student at Ohio State University.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Timothy+Brock,https://www.google.com/search?q=Timothy+C.+Brock+timothy+c+brock+is+a+professor+is+a+graduate+student+at+ohio+state+university,white,High,0.012427376,0.08730561,0.027360735,0.87290627,0.87290627,0.08730561,0.78560066,timothy c brock is a professor is a graduate student at ohio state university,"2 Timothy C. Brock (PhD, Yale University) is a professor is a graduate student at Ohio State University.",Łukasiewicz Research Network - Institute of Welding,API_QUERY,https://ror.org/05xx8bb48
10.1111/j.1460-2466.1961.tb00345.x+1.0,10.1111/j.1460-2466.1961.tb00345.x,https://academic.oup.com/joc/article/11/3/149/4587355,1961,Improving Communication Skills through Training,Journal of Communication,1.0,1.0,Hedley G. Dimock,Hedley,Dimock,1 Dr. Dimock is Coordinator of Staff Development and Training for the Montreal YMCA and a lecturer in Group Development at Sir George Williams University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hedley+Dimock,https://www.google.com/search?q=Hedley+G.+Dimock+dr+dimock+is+coordinator+of+staff+development+and+training+for+the+montreal+ymca+and+a+lecturer+in+group+development+at+sir+george+williams+university,male,0.97,62.0,Low,Hedley G. Dimock,Hedley,Dimock,1 Dr. Dimock is Coordinator of Staff Development and Training for the Montreal YMCA and a lecturer in Group Development at Sir George Williams University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hedley+Dimock,https://www.google.com/search?q=Hedley+G.+Dimock+dr+dimock+is+coordinator+of+staff+development+and+training+for+the+montreal+ymca+and+a+lecturer+in+group+development+at+sir+george+williams+university,white,High,0.008370906,0.08860989,0.03533515,0.86768407,0.86768407,0.08860989,0.7790742,dr dimock is coordinator of staff development and training for the montreal ymca and a lecturer in group development at sir george williams university,1 Dr. Dimock is Coordinator of Staff Development and Training for the Montreal YMCA and a lecturer in Group Development at Sir George Williams University,National Institute for Staff and Organizational Development,API_QUERY,https://ror.org/04fdcba46
10.1111/j.1460-2466.1980.tb01982.x+1.0,10.1111/j.1460-2466.1980.tb01982.x,https://academic.oup.com/joc/article/30/2/190/4371953,1980,Australia: Relay Now or Direct Broadcast Later?,Journal of Communication,1.0,1.0,Myles P. Breen,Myles,Breen,1 Speech Communication at Northern Illinois University in De-Kalb,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Myles+Breen,https://www.google.com/search?q=Myles+P.+Breen+speech+communication+at+northern+illinois+university+in+de+kalb,male,0.9,620.0,Low,Myles P. Breen,Myles,Breen,1 Speech Communication at Northern Illinois University in De-Kalb,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Myles+Breen,https://www.google.com/search?q=Myles+P.+Breen+speech+communication+at+northern+illinois+university+in+de+kalb,white,High,0.009510249,0.11248421,0.021041762,0.8569638,0.8569638,0.11248421,0.7444796,speech communication at northern illinois university in de kalb,1 Speech Communication at Northern Illinois University in De-Kalb,Northern Illinois University,Exact,https://ror.org/012wxa772
10.1111/jcom.12242+2.0,10.1111/jcom.12242,https://academic.oup.com/joc/article/66/4/646/4082405,2016,When Arabs and Jews Watch TV Together: The Joint Effect of the Content and Context of Communication on Reducing Prejudice,Journal of Communication,2.0,2.0,Yariv Tsfati,Yariv,Tsfati,"1 Department of Communication, University of Haifa, Haifa, 31905, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yariv+Tsfati,https://www.google.com/search?q=Yariv+Tsfati+department+of+communication+university+of+haifa+haifa+israel,male,0.98,57.0,Low,Yariv Tsfati,Yariv,Tsfati,"1 Department of Communication, University of Haifa, Haifa, 31905, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yariv+Tsfati,https://www.google.com/search?q=Yariv+Tsfati+department+of+communication+university+of+haifa+haifa+israel,api,Low,0.7332847,0.054810017,0.031654917,0.18025033,0.7332847,0.18025033,0.55303437,department of communication university of haifa haifa israel,"1 Department of Communication, University of Haifa, Haifa, 31905, Israel",University of Haifa,Exact,https://ror.org/02f009v59
10.1111/j.1468-2885.1992.tb00041.x+1.0,10.1111/j.1468-2885.1992.tb00041.x,https://academic.oup.com/ct/article/2/3/234/4430822,1992,Good Theory and Good Practice: An Argument in Progress,Communication Theory,1.0,1.0,Robyn Penman,Robyn,Penman,"1 Research Director in the Communication Research Institute of Australia, P.O. Box 8, Hackett ACT 2602, Australia. The author acknowledges Barnett Pearce and Vern Cronen. and her colleague David Sless, for their long and productive conversations on the question of evaluation. She is also grateful for the support and the challenges offered by the various reviewers of this essay",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robyn+Penman,https://www.google.com/search?q=Robyn+Penman+research+director+in+the+communication+research+institute+of+australia+p+o+box+hackett+act+australia+the+author+acknowledges+barnett+pearce+and+vern+cronen+and+her+colleague+david+sless+for+their+long+and+productive+conversations+on+the+question+of+evaluation+she+is+also+grateful+for+the+support+and+the+challenges+offered+by+the+various+reviewers+of+this+essay,female,0.82,1756.0,Low,Robyn Penman,Robyn,Penman,"1 Research Director in the Communication Research Institute of Australia, P.O. Box 8, Hackett ACT 2602, Australia. The author acknowledges Barnett Pearce and Vern Cronen. and her colleague David Sless, for their long and productive conversations on the question of evaluation. She is also grateful for the support and the challenges offered by the various reviewers of this essay",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robyn+Penman,https://www.google.com/search?q=Robyn+Penman+research+director+in+the+communication+research+institute+of+australia+p+o+box+hackett+act+australia+the+author+acknowledges+barnett+pearce+and+vern+cronen+and+her+colleague+david+sless+for+their+long+and+productive+conversations+on+the+question+of+evaluation+she+is+also+grateful+for+the+support+and+the+challenges+offered+by+the+various+reviewers+of+this+essay,white,High,0.004262085,0.011540459,0.042201106,0.9419964,0.9419964,0.042201106,0.8997953,research director in the communication research institute of australia p o box hackett act australia the author acknowledges barnett pearce and vern cronen and her colleague david sless for their long and productive conversations on the question of evaluation she is also grateful for the support and the challenges offered by the various reviewers of this essay,"1 Research Director in the Communication Research Institute of Australia, P.O. Box 8, Hackett ACT 2602, Australia. The author acknowledges Barnett Pearce and Vern Cronen. and her colleague David Sless, for their long and productive conversations on the question of evaluation. She is also grateful for the support and the challenges offered by the various reviewers of this essay",Search Institute,Exact,https://ror.org/003agka18
10.1111/j.1468-2958.1995.tb00365.x+2.0,10.1111/j.1468-2958.1995.tb00365.x,https://academic.oup.com/hcr/article/22/2/163/4564946,1995,Interpersonal Deception: IV. Effects of Suspicion on Perceived Communication and Nonverbal Behavior Dynamics,Human Communication Research,4.0,2.0,David B. Buller,David,Buller,"1 Judee K. Burgoon is a professor of communication at the University of Arizona, Tucson. David B. Buller is an associate professor of communication at the University of Arizona, Tucson",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Buller,https://www.google.com/search?q=David+B.+Buller+judee+k+burgoon+is+a+professor+of+communication+at+the+university+of+arizona+tucson+david+b+buller+is+an+associate+professor+of+communication+at+the+university+of+arizona+tucson,male,0.99,501011.0,High,David B. Buller,David,Buller,"1 Judee K. Burgoon is a professor of communication at the University of Arizona, Tucson. David B. Buller is an associate professor of communication at the University of Arizona, Tucson",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Buller,https://www.google.com/search?q=David+B.+Buller+judee+k+burgoon+is+a+professor+of+communication+at+the+university+of+arizona+tucson+david+b+buller+is+an+associate+professor+of+communication+at+the+university+of+arizona+tucson,white,High,0.005054207,0.06828096,0.01919207,0.9074727,0.9074727,0.06828096,0.8391918,judee k burgoon is a professor of communication at the university of arizona tucson david b buller is an associate professor of communication at the university of arizona tucson,"1 Judee K. Burgoon is a professor of communication at the University of Arizona, Tucson. David B. Buller is an associate professor of communication at the University of Arizona, Tucson",University of Arizona,Exact,https://ror.org/03m2x1q45
10.1111/j.1460-2466.1981.tb01201.x+2.0,10.1111/j.1460-2466.1981.tb01201.x,https://academic.oup.com/joc/article/31/1/23/4371882,1981,Couples’Personal Idioms: Exploring Intimate Talk,Journal of Communication,3.0,2.0,Mark L. Knapp,Mark,Knapp,"1 Robert Hopper is Professor of Communication at the University of Texas at Austin, where Lorel Scott is a graduate student. Mark L. Knapp is Professor of Speech Communication at the State University of New York at New Paltz",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mark+Knapp,https://www.google.com/search?q=Mark+L.+Knapp+robert+hopper+is+professor+of+communication+at+the+university+of+texas+at+austin+where+lorel+scott+is+a+graduate+student+mark+l+knapp+is+professor+of+speech+communication+at+the+state+university+of+new+york+at+new+paltz,male,0.99,119313.0,High,Mark L. Knapp,Mark,Knapp,"1 Robert Hopper is Professor of Communication at the University of Texas at Austin, where Lorel Scott is a graduate student. Mark L. Knapp is Professor of Speech Communication at the State University of New York at New Paltz",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mark+Knapp,https://www.google.com/search?q=Mark+L.+Knapp+robert+hopper+is+professor+of+communication+at+the+university+of+texas+at+austin+where+lorel+scott+is+a+graduate+student+mark+l+knapp+is+professor+of+speech+communication+at+the+state+university+of+new+york+at+new+paltz,white,High,0.004993885,0.044829533,0.020939287,0.9292373,0.9292373,0.044829533,0.88440776,robert hopper is professor of communication at the university of texas at austin where lorel scott is a graduate student mark l knapp is professor of speech communication at the state university of new york at new paltz,"1 Robert Hopper is Professor of Communication at the University of Texas at Austin, where Lorel Scott is a graduate student. Mark L. Knapp is Professor of Speech Communication at the State University of New York at New Paltz",State University of New York at New Paltz,Exact,https://ror.org/03j3dv688
10.1093/joc/jqac001+1.0,10.1093/joc/jqac001,https://academic.oup.com/joc/article/72/2/264/6517192,2022,Civil Society Networks and Malaysian Government Reform: Considering Issue Homophily in Interorganizational Relationships,Journal of Communication,3.0,1.0,Erich J Sommerfeldt,Erich,Sommerfeldt,"Department of Communication, University of Maryland , College Park, MD,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Erich+Sommerfeldt,https://www.google.com/search?q=Erich+J+Sommerfeldt+department+of+communication+university+of+maryland+college+park+md+usa,male,0.98,3025.0,High,Erich J Sommerfeldt,Erich,Sommerfeldt,"Department of Communication, University of Maryland , College Park, MD,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Erich+Sommerfeldt,https://www.google.com/search?q=Erich+J+Sommerfeldt+department+of+communication+university+of+maryland+college+park+md+usa,white,High,0.00041780822,6.195211e-05,0.020914607,0.9786057,0.9786057,0.020914607,0.9576911,department of communication university of maryland college park md usa,"Department of Communication, University of Maryland , College Park, MD,  USA",University of Mary,Exact,https://ror.org/055f0jp24
10.1111/j.1468-2958.1985.tb00078.x+2.0,10.1111/j.1468-2958.1985.tb00078.x,https://academic.oup.com/hcr/article/12/2/285/4584104,1985,Analyzing Utterances as the Observational Unit,Human Communication Research,2.0,2.0,John E. Hunter,John,Hunter,"2 John E. Hunter (Ph.D., University of Illinois, 1964) is a professor of psychology at Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Hunter,https://www.google.com/search?q=John+E.+Hunter+john+e+hunter+is+a+professor+of+psychology+at+michigan+state+university,male,0.99,218952.0,High,John E. Hunter,John,Hunter,"2 John E. Hunter (Ph.D., University of Illinois, 1964) is a professor of psychology at Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Hunter,https://www.google.com/search?q=John+E.+Hunter+john+e+hunter+is+a+professor+of+psychology+at+michigan+state+university,white,Low,0.0050652456,0.3526232,0.030407287,0.61190426,0.61190426,0.3526232,0.25928107,john e hunter is a professor of psychology at michigan state university,"2 John E. Hunter (Ph.D., University of Illinois, 1964) is a professor of psychology at Michigan State University",Michigan State University,Exact,https://ror.org/05hs6h993
