,category,issueURL
97,Article,https://academic.oup.com/joc/issue/54/2?browseBy=volume
93,Article,https://academic.oup.com/joc/issue/55/2?browseBy=volume
99,Article,https://academic.oup.com/joc/issue/53/4?browseBy=volume
92,Article,https://academic.oup.com/joc/issue/55/3?browseBy=volume
536,Article,https://academic.oup.com/hcr/issue/1/3?browseBy=volume
91,Article,https://academic.oup.com/joc/issue/55/4?browseBy=volume
95,Article,https://academic.oup.com/joc/issue/54/4?browseBy=volume
681,Article,https://academic.oup.com/ct/issue/1/1?browseBy=volume
94,Article,https://academic.oup.com/joc/issue/55/1?browseBy=volume
777,Article,https://academic.oup.com/jcmc/issue/8/1?browseBy=volume
603,Article,https://academic.oup.com/ct/issue/15/4?browseBy=volume
102,Article,https://academic.oup.com/joc/issue/53/1?browseBy=volume
796,Article,https://academic.oup.com/jcmc/issue/3/2?browseBy=volume
104,Article,https://academic.oup.com/joc/issue/52/3?browseBy=volume
671,Article,https://academic.oup.com/ct/issue/2/2?browseBy=volume
101,Article,https://academic.oup.com/joc/issue/53/2?browseBy=volume
324,Articles,https://academic.oup.com/joc/issue/6/2?browseBy=volume
325,Articles,https://academic.oup.com/joc/issue/6/1?browseBy=volume
286,Articles,https://academic.oup.com/joc/issue/14/1?browseBy=volume
323,Articles,https://academic.oup.com/joc/issue/6/3?browseBy=volume
322,Articles,https://academic.oup.com/joc/issue/6/4?browseBy=volume
326,Articles,https://academic.oup.com/joc/issue/5/4?browseBy=volume
285,Articles,https://academic.oup.com/joc/issue/14/2?browseBy=volume
306,Articles,https://academic.oup.com/joc/issue/10/1?browseBy=volume
287,Articles,https://academic.oup.com/joc/issue/13/4?browseBy=volume
328,Articles,https://academic.oup.com/joc/issue/5/2?browseBy=volume
284,Articles,https://academic.oup.com/joc/issue/14/3?browseBy=volume
283,Articles,https://academic.oup.com/joc/issue/14/4?browseBy=volume
329,Articles,https://academic.oup.com/joc/issue/5/1?browseBy=volume
282,Articles,https://academic.oup.com/joc/issue/15/1?browseBy=volume
281,Articles,https://academic.oup.com/joc/issue/15/2?browseBy=volume
330,Articles,https://academic.oup.com/joc/issue/4/4?browseBy=volume
331,Articles,https://academic.oup.com/joc/issue/4/3?browseBy=volume
332,Articles,https://academic.oup.com/joc/issue/4/2?browseBy=volume
333,Articles,https://academic.oup.com/joc/issue/4/1?browseBy=volume
327,Articles,https://academic.oup.com/joc/issue/5/3?browseBy=volume
288,Articles,https://academic.oup.com/joc/issue/13/3?browseBy=volume
320,Articles,https://academic.oup.com/joc/issue/7/2?browseBy=volume
290,Articles,https://academic.oup.com/joc/issue/13/1?browseBy=volume
307,Articles,https://academic.oup.com/joc/issue/9/4?browseBy=volume
304,Articles,https://academic.oup.com/joc/issue/10/2?browseBy=volume
308,Articles,https://academic.oup.com/joc/issue/9/3?browseBy=volume
303,Articles,https://academic.oup.com/joc/issue/10/3?browseBy=volume
309,Articles,https://academic.oup.com/joc/issue/9/2?browseBy=volume
302,Articles,https://academic.oup.com/joc/issue/10/4?browseBy=volume
301,Articles,https://academic.oup.com/joc/issue/11/1?browseBy=volume
300,Articles,https://academic.oup.com/joc/issue/11/2?browseBy=volume
334,Articles,https://academic.oup.com/joc/issue/3/2?browseBy=volume
476,Articles,https://academic.oup.com/hcr/issue/16/2?browseBy=volume
474,Articles,https://academic.oup.com/hcr/issue/16/4?browseBy=volume
312,Articles,https://academic.oup.com/joc/issue/8/4?browseBy=volume
473,Articles,https://academic.oup.com/hcr/issue/17/1?browseBy=volume
298,Articles,https://academic.oup.com/joc/issue/11/3?browseBy=volume
314,Articles,https://academic.oup.com/joc/issue/8/3?browseBy=volume
315,Articles,https://academic.oup.com/joc/issue/8/2?browseBy=volume
477,Articles,https://academic.oup.com/hcr/issue/16/1?browseBy=volume
296,Articles,https://academic.oup.com/joc/issue/11/4?browseBy=volume
316,Articles,https://academic.oup.com/joc/issue/8/1?browseBy=volume
295,Articles,https://academic.oup.com/joc/issue/12/1?browseBy=volume
478,Articles,https://academic.oup.com/hcr/issue/15/4?browseBy=volume
293,Articles,https://academic.oup.com/joc/issue/12/2?browseBy=volume
479,Articles,https://academic.oup.com/hcr/issue/15/3?browseBy=volume
472,Articles,https://academic.oup.com/hcr/issue/17/2?browseBy=volume
291,Articles,https://academic.oup.com/joc/issue/12/3?browseBy=volume
318,Articles,https://academic.oup.com/joc/issue/7/4?browseBy=volume
319,Articles,https://academic.oup.com/joc/issue/7/3?browseBy=volume
475,Articles,https://academic.oup.com/hcr/issue/16/3?browseBy=volume
321,Articles,https://academic.oup.com/joc/issue/7/1?browseBy=volume
289,Articles,https://academic.oup.com/joc/issue/13/2?browseBy=volume
310,Articles,https://academic.oup.com/joc/issue/9/1?browseBy=volume
464,Articles,https://academic.oup.com/hcr/issue/19/2?browseBy=volume
336,Articles,https://academic.oup.com/joc/issue/2/2?browseBy=volume
669,Articles,https://academic.oup.com/ct/issue/2/3?browseBy=volume
674,Articles,https://academic.oup.com/ct/issue/2/1?browseBy=volume
676,Articles,https://academic.oup.com/ct/issue/1/4?browseBy=volume
678,Articles,https://academic.oup.com/ct/issue/1/3?browseBy=volume
679,Articles,https://academic.oup.com/ct/issue/1/2?browseBy=volume
687,Articles,https://academic.oup.com/jcmc/issue/26/6?browseBy=volume
688,Articles,https://academic.oup.com/jcmc/issue/26/5?browseBy=volume
689,Articles,https://academic.oup.com/jcmc/issue/26/4?browseBy=volume
690,Articles,https://academic.oup.com/jcmc/issue/26/3?browseBy=volume
691,Articles,https://academic.oup.com/jcmc/issue/26/2?browseBy=volume
696,Articles,https://academic.oup.com/jcmc/issue/25/2?browseBy=volume
16,Articles,https://academic.oup.com/joc/issue/69/5?browseBy=volume
697,Articles,https://academic.oup.com/jcmc/issue/25/1?browseBy=volume
698,Articles,https://academic.oup.com/jcmc/issue/24/6?browseBy=volume
699,Articles,https://academic.oup.com/jcmc/issue/24/5?browseBy=volume
815,Articles,https://academic.oup.com/ccc/issue/13/2?browseBy=volume
816,Articles,https://academic.oup.com/ccc/issue/13/1?browseBy=volume
817,Articles,https://academic.oup.com/ccc/issue/12/4?browseBy=volume
818,Articles,https://academic.oup.com/ccc/issue/12/3?browseBy=volume
6,Articles,https://academic.oup.com/joc/issue/71/3?browseBy=volume
5,Articles,https://academic.oup.com/joc/issue/71/4?browseBy=volume
4,Articles,https://academic.oup.com/joc/issue/71/5?browseBy=volume
3,Articles,https://academic.oup.com/joc/issue/71/6?browseBy=volume
2,Articles,https://academic.oup.com/joc/issue/72/1?browseBy=volume
1,Articles,https://academic.oup.com/joc/issue/72/2?browseBy=volume
446,Articles,https://academic.oup.com/hcr/issue/23/4?browseBy=volume
335,Articles,https://academic.oup.com/joc/issue/3/1?browseBy=volume
447,Articles,https://academic.oup.com/hcr/issue/23/3?browseBy=volume
449,Articles,https://academic.oup.com/hcr/issue/23/1?browseBy=volume
337,Articles,https://academic.oup.com/joc/issue/2/1?browseBy=volume
338,Articles,https://academic.oup.com/joc/issue/1/2?browseBy=volume
339,Articles,https://academic.oup.com/joc/issue/1/1?browseBy=volume
471,Articles,https://academic.oup.com/hcr/issue/17/3?browseBy=volume
470,Articles,https://academic.oup.com/hcr/issue/17/4?browseBy=volume
469,Articles,https://academic.oup.com/hcr/issue/18/1?browseBy=volume
468,Articles,https://academic.oup.com/hcr/issue/18/2?browseBy=volume
467,Articles,https://academic.oup.com/hcr/issue/18/3?browseBy=volume
466,Articles,https://academic.oup.com/hcr/issue/18/4?browseBy=volume
465,Articles,https://academic.oup.com/hcr/issue/19/1?browseBy=volume
280,Articles,https://academic.oup.com/joc/issue/15/3?browseBy=volume
463,Articles,https://academic.oup.com/hcr/issue/19/3?browseBy=volume
462,Articles,https://academic.oup.com/hcr/issue/19/4?browseBy=volume
461,Articles,https://academic.oup.com/hcr/issue/20/1?browseBy=volume
460,Articles,https://academic.oup.com/hcr/issue/20/2?browseBy=volume
459,Articles,https://academic.oup.com/hcr/issue/20/3?browseBy=volume
458,Articles,https://academic.oup.com/hcr/issue/20/4?browseBy=volume
457,Articles,https://academic.oup.com/hcr/issue/21/1?browseBy=volume
456,Articles,https://academic.oup.com/hcr/issue/21/2?browseBy=volume
455,Articles,https://academic.oup.com/hcr/issue/21/3?browseBy=volume
454,Articles,https://academic.oup.com/hcr/issue/21/4?browseBy=volume
453,Articles,https://academic.oup.com/hcr/issue/22/1?browseBy=volume
452,Articles,https://academic.oup.com/hcr/issue/22/2?browseBy=volume
451,Articles,https://academic.oup.com/hcr/issue/22/3?browseBy=volume
450,Articles,https://academic.oup.com/hcr/issue/22/4?browseBy=volume
448,Articles,https://academic.oup.com/hcr/issue/23/2?browseBy=volume
279,Articles,https://academic.oup.com/joc/issue/15/4?browseBy=volume
253,Articles,https://academic.oup.com/joc/issue/22/2?browseBy=volume
277,Articles,https://academic.oup.com/joc/issue/16/2?browseBy=volume
149,Articles,https://academic.oup.com/joc/issue/41/1?browseBy=volume
511,Articles,https://academic.oup.com/hcr/issue/7/4?browseBy=volume
510,Articles,https://academic.oup.com/hcr/issue/7/2?browseBy=volume
509,Articles,https://academic.oup.com/hcr/issue/8/1?browseBy=volume
508,Articles,https://academic.oup.com/hcr/issue/8/3?browseBy=volume
507,Articles,https://academic.oup.com/hcr/issue/8/4?browseBy=volume
506,Articles,https://academic.oup.com/hcr/issue/8/2?browseBy=volume
505,Articles,https://academic.oup.com/hcr/issue/9/1?browseBy=volume
504,Articles,https://academic.oup.com/hcr/issue/9/3?browseBy=volume
503,Articles,https://academic.oup.com/hcr/issue/9/4?browseBy=volume
502,Articles,https://academic.oup.com/hcr/issue/9/2?browseBy=volume
501,Articles,https://academic.oup.com/hcr/issue/10/1?browseBy=volume
500,Articles,https://academic.oup.com/hcr/issue/10/2?browseBy=volume
499,Articles,https://academic.oup.com/hcr/issue/10/3?browseBy=volume
625,Articles,https://academic.oup.com/ct/issue/10/2?browseBy=volume
498,Articles,https://academic.oup.com/hcr/issue/10/4?browseBy=volume
497,Articles,https://academic.oup.com/hcr/issue/11/1?browseBy=volume
496,Articles,https://academic.oup.com/hcr/issue/11/2?browseBy=volume
495,Articles,https://academic.oup.com/hcr/issue/11/3?browseBy=volume
638,Articles,https://academic.oup.com/ct/issue/7/3?browseBy=volume
494,Articles,https://academic.oup.com/hcr/issue/11/4?browseBy=volume
493,Articles,https://academic.oup.com/hcr/issue/12/1?browseBy=volume
492,Articles,https://academic.oup.com/hcr/issue/12/2?browseBy=volume
278,Articles,https://academic.oup.com/joc/issue/16/1?browseBy=volume
658,Articles,https://academic.oup.com/ct/issue/3/4?browseBy=volume
148,Articles,https://academic.oup.com/joc/issue/41/2?browseBy=volume
147,Articles,https://academic.oup.com/joc/issue/41/3?browseBy=volume
146,Articles,https://academic.oup.com/joc/issue/41/4?browseBy=volume
512,Articles,https://academic.oup.com/hcr/issue/7/3?browseBy=volume
529,Articles,https://academic.oup.com/hcr/issue/3/1?browseBy=volume
528,Articles,https://academic.oup.com/hcr/issue/3/3?browseBy=volume
527,Articles,https://academic.oup.com/hcr/issue/3/4?browseBy=volume
530,Articles,https://academic.oup.com/hcr/issue/2/2?browseBy=volume
531,Articles,https://academic.oup.com/hcr/issue/2/4?browseBy=volume
532,Articles,https://academic.oup.com/hcr/issue/2/3?browseBy=volume
123,Articles,https://academic.oup.com/joc/issue/47/4?browseBy=volume
533,Articles,https://academic.oup.com/hcr/issue/2/1?browseBy=volume
534,Articles,https://academic.oup.com/hcr/issue/1/2?browseBy=volume
526,Articles,https://academic.oup.com/hcr/issue/3/2?browseBy=volume
525,Articles,https://academic.oup.com/hcr/issue/4/1?browseBy=volume
524,Articles,https://academic.oup.com/hcr/issue/4/3?browseBy=volume
660,Articles,https://academic.oup.com/ct/issue/3/3?browseBy=volume
523,Articles,https://academic.oup.com/hcr/issue/4/4?browseBy=volume
535,Articles,https://academic.oup.com/hcr/issue/1/4?browseBy=volume
521,Articles,https://academic.oup.com/hcr/issue/5/1?browseBy=volume
520,Articles,https://academic.oup.com/hcr/issue/5/3?browseBy=volume
519,Articles,https://academic.oup.com/hcr/issue/5/4?browseBy=volume
518,Articles,https://academic.oup.com/hcr/issue/5/2?browseBy=volume
517,Articles,https://academic.oup.com/hcr/issue/6/1?browseBy=volume
516,Articles,https://academic.oup.com/hcr/issue/6/3?browseBy=volume
515,Articles,https://academic.oup.com/hcr/issue/6/4?browseBy=volume
514,Articles,https://academic.oup.com/hcr/issue/6/2?browseBy=volume
537,Articles,https://academic.oup.com/hcr/issue/1/1?browseBy=volume
539,Articles,https://academic.oup.com/ct/issue/32/1?browseBy=volume
144,Articles,https://academic.oup.com/joc/issue/42/1?browseBy=volume
522,Articles,https://academic.oup.com/hcr/issue/4/2?browseBy=volume
490,Articles,https://academic.oup.com/hcr/issue/12/4?browseBy=volume
491,Articles,https://academic.oup.com/hcr/issue/12/3?browseBy=volume
489,Articles,https://academic.oup.com/hcr/issue/13/1?browseBy=volume
251,Articles,https://academic.oup.com/joc/issue/22/4?browseBy=volume
252,Articles,https://academic.oup.com/joc/issue/22/3?browseBy=volume
254,Articles,https://academic.oup.com/joc/issue/22/1?browseBy=volume
255,Articles,https://academic.oup.com/joc/issue/21/4?browseBy=volume
256,Articles,https://academic.oup.com/joc/issue/21/3?browseBy=volume
257,Articles,https://academic.oup.com/joc/issue/21/2?browseBy=volume
258,Articles,https://academic.oup.com/joc/issue/21/1?browseBy=volume
259,Articles,https://academic.oup.com/joc/issue/20/4?browseBy=volume
260,Articles,https://academic.oup.com/joc/issue/20/3?browseBy=volume
261,Articles,https://academic.oup.com/joc/issue/20/2?browseBy=volume
262,Articles,https://academic.oup.com/joc/issue/20/1?browseBy=volume
263,Articles,https://academic.oup.com/joc/issue/19/4?browseBy=volume
264,Articles,https://academic.oup.com/joc/issue/19/3?browseBy=volume
666,Articles,https://academic.oup.com/ct/issue/2/4?browseBy=volume
266,Articles,https://academic.oup.com/joc/issue/19/1?browseBy=volume
267,Articles,https://academic.oup.com/joc/issue/18/4?browseBy=volume
268,Articles,https://academic.oup.com/joc/issue/18/3?browseBy=volume
269,Articles,https://academic.oup.com/joc/issue/18/2?browseBy=volume
270,Articles,https://academic.oup.com/joc/issue/18/1?browseBy=volume
271,Articles,https://academic.oup.com/joc/issue/17/4?browseBy=volume
272,Articles,https://academic.oup.com/joc/issue/17/3?browseBy=volume
273,Articles,https://academic.oup.com/joc/issue/17/2?browseBy=volume
274,Articles,https://academic.oup.com/joc/issue/17/1?browseBy=volume
275,Articles,https://academic.oup.com/joc/issue/16/4?browseBy=volume
276,Articles,https://academic.oup.com/joc/issue/16/3?browseBy=volume
662,Articles,https://academic.oup.com/ct/issue/3/2?browseBy=volume
249,Articles,https://academic.oup.com/joc/issue/23/2?browseBy=volume
250,Articles,https://academic.oup.com/joc/issue/23/1?browseBy=volume
247,Articles,https://academic.oup.com/joc/issue/23/4?browseBy=volume
483,Articles,https://academic.oup.com/hcr/issue/14/3?browseBy=volume
233,Articles,https://academic.oup.com/joc/issue/26/2?browseBy=volume
232,Articles,https://academic.oup.com/joc/issue/26/3?browseBy=volume
231,Articles,https://academic.oup.com/joc/issue/26/4?browseBy=volume
484,Articles,https://academic.oup.com/hcr/issue/14/2?browseBy=volume
229,Articles,https://academic.oup.com/joc/issue/27/1?browseBy=volume
235,Articles,https://academic.oup.com/joc/issue/26/1?browseBy=volume
485,Articles,https://academic.oup.com/hcr/issue/14/1?browseBy=volume
486,Articles,https://academic.oup.com/hcr/issue/13/4?browseBy=volume
487,Articles,https://academic.oup.com/hcr/issue/13/3?browseBy=volume
224,Articles,https://academic.oup.com/joc/issue/27/3?browseBy=volume
223,Articles,https://academic.oup.com/joc/issue/27/4?browseBy=volume
665,Articles,https://academic.oup.com/ct/issue/3/1?browseBy=volume
488,Articles,https://academic.oup.com/hcr/issue/13/2?browseBy=volume
227,Articles,https://academic.oup.com/joc/issue/27/2?browseBy=volume
248,Articles,https://academic.oup.com/joc/issue/23/3?browseBy=volume
236,Articles,https://academic.oup.com/joc/issue/25/4?browseBy=volume
482,Articles,https://academic.oup.com/hcr/issue/14/4?browseBy=volume
246,Articles,https://academic.oup.com/joc/issue/24/1?browseBy=volume
245,Articles,https://academic.oup.com/joc/issue/24/2?browseBy=volume
244,Articles,https://academic.oup.com/joc/issue/24/3?browseBy=volume
237,Articles,https://academic.oup.com/joc/issue/25/3?browseBy=volume
242,Articles,https://academic.oup.com/joc/issue/24/4?browseBy=volume
480,Articles,https://academic.oup.com/hcr/issue/15/2?browseBy=volume
241,Articles,https://academic.oup.com/joc/issue/25/1?browseBy=volume
481,Articles,https://academic.oup.com/hcr/issue/15/1?browseBy=volume
239,Articles,https://academic.oup.com/joc/issue/25/2?browseBy=volume
0,Articles,https://academic.oup.com/joc/issue/72/3?browseBy=volume
677,Brief Essay,https://academic.oup.com/ct/issue/1/4?browseBy=volume
675,Brief Essay,https://academic.oup.com/ct/issue/2/1?browseBy=volume
431,Colloquy,https://academic.oup.com/hcr/issue/26/3?browseBy=volume
438,Colloquy,https://academic.oup.com/hcr/issue/25/3?browseBy=volume
429,Colloquy,https://academic.oup.com/hcr/issue/26/4?browseBy=volume
433,Colloquy,https://academic.oup.com/hcr/issue/26/2?browseBy=volume
435,Colloquy,https://academic.oup.com/hcr/issue/26/1?browseBy=volume
240,Colloquy,https://academic.oup.com/joc/issue/25/2?browseBy=volume
243,Colloquy,https://academic.oup.com/joc/issue/24/4?browseBy=volume
238,Colloquy,https://academic.oup.com/joc/issue/25/3?browseBy=volume
234,Colloquy,https://academic.oup.com/joc/issue/26/2?browseBy=volume
230,Colloquy,https://academic.oup.com/joc/issue/27/1?browseBy=volume
226,Colloquy,https://academic.oup.com/joc/issue/27/3?browseBy=volume
