,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction,,
8906,10.1093/jcmc/zmy005+1.0,10.1093/jcmc/zmy005,https://academic.oup.com/jcmc/article/23/3/146/4962534,2018,Cyberbullying Bystander Intervention: The Number of Offenders and Retweeting Predict Likelihood of Helping a Cyberbullying Victim,Journal of Computer-Mediated Communication,4,1,Franccesca Kazerooni,Franccesca,Kazerooni,"Department of Communication, Cornell University, Ithaca, NY 14853, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Franccesca+Kazerooni,https://www.google.com/search?q=Franccesca+Kazerooni+department+of+communication+cornell+university+ithaca+ny+usa,female,1,26,Low,Franccesca Kazerooni,Franccesca,Kazerooni,"Department of Communication, Cornell University, Ithaca, NY 14853, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Franccesca+Kazerooni,https://www.google.com/search?q=Franccesca+Kazerooni+department+of+communication+cornell+university+ithaca+ny+usa,white,Low,0.42715353,0.08722543,0.026195616,0.45942545,0.45942545,0.42715353,0.03227192,department of communication cornell university ithaca ny usa,"Department of Communication, Cornell University, Ithaca, NY 14853, USA",Cornell University,Exact,https://ror.org/05bnh6r87,R,F,3,1,
8869,10.1093/jcmc/zmy017+2.0,10.1093/jcmc/zmy017,https://academic.oup.com/jcmc/article/23/6/313/5107229,2018,Can Burdensome Facebook “Friends” Cause You Pain? Self-Reported Pain as a Motivation for Exclusion,Journal of Computer-Mediated Communication,2,2,James H Wirth,James,Wirth,"Department of Psychology, The Ohio State University at Newark, Newark, OH, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Wirth,https://www.google.com/search?q=James+H+Wirth+department+of+psychology+the+ohio+state+university+at+newark+newark+oh+usa,male,0.99,117309,High,James H Wirth,James,Wirth,"Department of Psychology, The Ohio State University at Newark, Newark, OH, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Wirth,https://www.google.com/search?q=James+H+Wirth+department+of+psychology+the+ohio+state+university+at+newark+newark+oh+usa,white,High,0.007302369,0.05492057,0.02370724,0.9140697,0.9140697,0.05492057,0.85914916,department of psychology the ohio state university at newark newark oh usa,"Department of Psychology, The Ohio State University at Newark, Newark, OH, USA",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,M,0,1,
7880,10.1111/comt.12123+3.0,10.1111/comt.12123,https://academic.oup.com/ct/article/28/1/1/4911664,2018,The Value of Questions in Organizing: Reconceptualizing Contributions to Online Public Information Goods,Communication Theory,4,3,Janet Fulk,Janet,Fulk,"Annenberg School for Communication and Journalism ,  University of Southern California, Los Angeles, CA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Janet+Fulk,https://www.google.com/search?q=Janet+Fulk+annenberg+school+for+communication+and+journalism+university+of+southern+california+los+angeles+ca+usa,female,0.98,15602,High,Janet Fulk,Janet,Fulk,"Annenberg School for Communication and Journalism ,  University of Southern California, Los Angeles, CA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Janet+Fulk,https://www.google.com/search?q=Janet+Fulk+annenberg+school+for+communication+and+journalism+university+of+southern+california+los+angeles+ca+usa,white,High,0.004950635,0.04079939,0.027422171,0.9268279,0.9268279,0.04079939,0.8860285,annenberg school for communication and journalism university of southern california los angeles ca usa,"Annenberg School for Communication and Journalism ,  University of Southern California, Los Angeles, CA, USA",University of Southern California,Exact,https://ror.org/03taz7m60,R,F,0,3,
5262,10.1093/hcr/hqx007+2.0,10.1093/hcr/hqx007,https://academic.oup.com/hcr/article/44/2/176/4837060,2018,Exemplar Effects on Public Opinion Perception and Attitudes: The Moderating Role of Exemplar Involvement,Human Communication Research,2,2,Christina Peter,Christina,Peter,"LMU Munich, Department of Communication Science and Media Research, 80538 Munich, Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christina+Peter,https://www.google.com/search?q=Christina+Peter+lmu+munich+department+of+communication+science+and+media+research+munich+germany,female,0.98,35006,High,Christina Peter,Christina,Peter,"LMU Munich, Department of Communication Science and Media Research, 80538 Munich, Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christina+Peter,https://www.google.com/search?q=Christina+Peter+lmu+munich+department+of+communication+science+and+media+research+munich+germany,white,High,0.01555139,0.07173756,0.03667045,0.8760406,0.8760406,0.07173756,0.80430305,lmu munich department of communication science and media research munich germany,"LMU Munich, Department of Communication Science and Media Research, 80538 Munich, Germany",Data:Lab Munich (Germany),API_QUERY,https://ror.org/04jbk1p62,R,F,0,1,
10847,10.1093/ccc/tcy014+1.0,10.1093/ccc/tcy014,https://academic.oup.com/ccc/article/11/3/399/5060326,2018,From the Girl to the World: Good Girls as Political Endorsers and Agents of Change,"Communication, Culture and Critique",1,1,Anita Ruth Biressi,Anita,Biressi,"Department of Media, Culture and Language, Southlands College, University of Roehampton, London, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anita+Biressi,https://www.google.com/search?q=Anita+Ruth+Biressi+department+of+media+culture+and+language+southlands+college+university+of+roehampton+london+uk,female,0.98,66163,High,Anita Ruth Biressi,Anita,Biressi,"Department of Media, Culture and Language, Southlands College, University of Roehampton, London, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anita+Biressi,https://www.google.com/search?q=Anita+Ruth+Biressi+department+of+media+culture+and+language+southlands+college+university+of+roehampton+london+uk,white,High,0.0066493205,0.017473629,0.06506783,0.9108093,0.9108093,0.06506783,0.84574145,department of media culture and language southlands college university of roehampton london uk,"Department of Media, Culture and Language, Southlands College, University of Roehampton, London, UK",University of Roehampton,Exact,https://ror.org/043071f54,R,F,0,1,
8905,10.1093/jcmc/zmy006+6.0,10.1093/jcmc/zmy006,https://academic.oup.com/jcmc/article/23/3/127/4962540,2018,"One Size Fits All: Context Collapse, Self-Presentation Strategies and Language Styles on Facebook",Journal of Computer-Mediated Communication,6,6,David Stillwell,David,Stillwell,"The Psychometrics Centre, University of Cambridge, Cambridge, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Stillwell,https://www.google.com/search?q=David+Stillwell+the+psychometrics+centre+university+of+cambridge+cambridge+uk,male,0.99,501011,High,David Stillwell,David,Stillwell,"The Psychometrics Centre, University of Cambridge, Cambridge, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Stillwell,https://www.google.com/search?q=David+Stillwell+the+psychometrics+centre+university+of+cambridge+cambridge+uk,white,High,0.0050494215,0.08581912,0.024906565,0.8842249,0.8842249,0.08581912,0.79840577,the psychometrics centre university of cambridge cambridge uk,"The Psychometrics Centre, University of Cambridge, Cambridge, UK",University of Cambridge,Exact,https://ror.org/013meh722,R,M,0,1,
5252,10.1093/hcr/hqy003+2.0,10.1093/hcr/hqy003,https://academic.oup.com/hcr/article/44/3/322/4956832,2018,Vicariously Experiencing Parasocial Intimacy with Public Figures Through Observations of Interactions on Social Media,Human Communication Research,2,2,Joseph B Walther,Joseph,Walther,"Department of Communication and Center for Information Technology &amp; Society, University of California, Santa Barbara, CA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Walther,https://www.google.com/search?q=Joseph+B+Walther+department+of+communication+and+center+for+information+technology+amp+society+university+of+california+santa+barbara+ca+usa,male,0.99,60259,High,Joseph B Walther,Joseph,Walther,"Department of Communication and Center for Information Technology &amp; Society, University of California, Santa Barbara, CA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Walther,https://www.google.com/search?q=Joseph+B+Walther+department+of+communication+and+center+for+information+technology+amp+society+university+of+california+santa+barbara+ca+usa,white,High,0.007289555,0.13566329,0.023451965,0.8335952,0.8335952,0.13566329,0.69793195,department of communication and center for information technology amp society university of california santa barbara ca usa,"Department of Communication and Center for Information Technology &amp; Society, University of California, Santa Barbara, CA, USA",Center for Information Technology,Exact,https://ror.org/03jh5a977,R,M,0,1,
8921,10.1093/jcmc/zmy004+3.0,10.1093/jcmc/zmy004,https://academic.oup.com/jcmc/article/23/2/107/4952048,2018,News Attention in a Mobile Era,Journal of Computer-Mediated Communication,4,3,Mingxiao Sui,Mingxiao,Sui,"Department of Media and Communication, Britt Hall 115, Ferrum College, Ferrum, VA 24088, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mingxiao+Sui,https://www.google.com/search?q=Mingxiao+Sui+department+of+media+and+communication+britt+hall+ferrum+college+ferrum+va+usa,male,1,3,Low,Mingxiao Sui,Mingxiao,Sui,"Department of Media and Communication, Britt Hall 115, Ferrum College, Ferrum, VA 24088, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mingxiao+Sui,https://www.google.com/search?q=Mingxiao+Sui+department+of+media+and+communication+britt+hall+ferrum+college+ferrum+va+usa,api,High,0.98873746,0.0012269418,0.0021689436,0.007866583,0.98873746,0.007866583,0.9808709,department of media and communication britt hall ferrum college ferrum va usa,"Department of Media and Communication, Britt Hall 115, Ferrum College, Ferrum, VA 24088, USA",Ferrum College,Exact,https://ror.org/0128ckf82,R,F,2,1,
525,10.1093/joc/jqx013+1.0,10.1093/joc/jqx013,https://academic.oup.com/joc/article/68/2/289/4958953,2018,For a Practical Discipline,Journal of Communication,1,1,Robert T Craig,Robert,Craig,"Department of Communication, University of Colorado, Boulder, CO 80309-0270, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Craig,https://www.google.com/search?q=Robert+T+Craig+department+of+communication+university+of+colorado+boulder+co+usa,male,0.99,177418,High,Robert T Craig,Robert,Craig,"Department of Communication, University of Colorado, Boulder, CO 80309-0270, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Craig,https://www.google.com/search?q=Robert+T+Craig+department+of+communication+university+of+colorado+boulder+co+usa,white,High,0.016894031,0.08904508,0.024518454,0.8695424,0.8695424,0.08904508,0.7804973,department of communication university of colorado boulder co usa,"Department of Communication, University of Colorado, Boulder, CO 80309-0270, USA",University of Colorado Boulder,Exact,https://ror.org/02ttsq026,R,M,0,1,
7849,10.1093/ct/qty006+1.0,10.1093/ct/qty006,https://academic.oup.com/ct/article/28/4/403/4995683,2018,The Space of Journalistic Work: A Theoretical Model,Communication Theory,4,1,Henrik Örnebring,Henrik,Örnebring,"Department of Geography, Media and Communication, Karlstad University, Karlstad, Sweden",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Henrik+Örnebring,https://www.google.com/search?q=Henrik+%C3%96rnebring+department+of+geography+media+and+communication+karlstad+university+karlstad+sweden,male,0.99,10710,High,Henrik Örnebring,Henrik,Örnebring,"Department of Geography, Media and Communication, Karlstad University, Karlstad, Sweden",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Henrik+Örnebring,https://www.google.com/search?q=Henrik+%C3%96rnebring+department+of+geography+media+and+communication+karlstad+university+karlstad+sweden,white,High,0.009259653,0.0775397,0.03546901,0.8777317,0.8777317,0.0775397,0.800192,department of geography media and communication karlstad university karlstad sweden,"Department of Geography, Media and Communication, Karlstad University, Karlstad, Sweden",Karlstad University,Exact,https://ror.org/05s754026,R,M,0,1,
515,10.1093/joc/jqx021+1.0,10.1093/joc/jqx021,https://academic.oup.com/joc/article/68/2/233/4958961,2018,"Cultural Voyeurism: A New Framework for Understanding Race, Ethnicity, and Mediated Intergroup Interaction",Journal of Communication,1,1,Osei Appiah,Osei,Appiah,"School of Communication, The Ohio State University, Columbus",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Osei+Appiah,https://www.google.com/search?q=Osei+Appiah+school+of+communication+the+ohio+state+university+columbus,male,0.87,594,Low,Osei Appiah,Osei,Appiah,"School of Communication, The Ohio State University, Columbus",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Osei+Appiah,https://www.google.com/search?q=Osei+Appiah+school+of+communication+the+ohio+state+university+columbus,white,Low,0.0144792395,0.422005,0.01953332,0.54398245,0.54398245,0.422005,0.12197745,school of communication the ohio state university columbus,"School of Communication, The Ohio State University, Columbus",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,M,1,2,
8920,10.1093/jcmc/zmy004+2.0,10.1093/jcmc/zmy004,https://academic.oup.com/jcmc/article/23/2/107/4952048,2018,News Attention in a Mobile Era,Journal of Computer-Mediated Communication,4,2,Kathleen Searles,Kathleen,Searles,"Manship School of Mass Communication and Department of Political Science, LSU, Baton Rouge, LA 70803, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kathleen+Searles,https://www.google.com/search?q=Kathleen+Searles+manship+school+of+mass+communication+and+department+of+political+science+lsu+baton+rouge+la+usa,female,0.98,8685,High,Kathleen Searles,Kathleen,Searles,"Manship School of Mass Communication and Department of Political Science, LSU, Baton Rouge, LA 70803, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kathleen+Searles,https://www.google.com/search?q=Kathleen+Searles+manship+school+of+mass+communication+and+department+of+political+science+lsu+baton+rouge+la+usa,white,High,0.0052398383,0.14887907,0.043383826,0.8024973,0.8024973,0.14887907,0.6536183,manship school of mass communication and department of political science lsu baton rouge la usa,"Manship School of Mass Communication and Department of Political Science, LSU, Baton Rouge, LA 70803, USA",Baton Rouge Clinic,API_QUERY,https://ror.org/05yeqft47,R,F,0,1,
8883,10.1093/jcmc/zmy012+1.0,10.1093/jcmc/zmy012,https://academic.oup.com/jcmc/article/23/5/245/5050684,2018,How Young Users Deal With Multiple Platforms: The Role of Meaning-Making in Social Media Repertoires,Journal of Computer-Mediated Communication,3,1,Pablo J Boczkowski,Pablo,Boczkowski,"Department of Communication Studies, Northwestern University, Evanston, Illinois, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pablo+Boczkowski,https://www.google.com/search?q=Pablo+J+Boczkowski+department+of+communication+studies+northwestern+university+evanston+illinois+usa,male,0.99,76709,High,Pablo J Boczkowski,Pablo,Boczkowski,"Department of Communication Studies, Northwestern University, Evanston, Illinois, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pablo+Boczkowski,https://www.google.com/search?q=Pablo+J+Boczkowski+department+of+communication+studies+northwestern+university+evanston+illinois+usa,white,High,0.0011784394,0.00015781757,0.00788088,0.9907829,0.9907829,0.00788088,0.98290205,department of communication studies northwestern university evanston illinois usa,"Department of Communication Studies, Northwestern University, Evanston, Illinois, USA",Northwestern University,Exact,https://ror.org/00m6w7z96,R,F,0,1,
5217,10.1093/hcr/hqy005+3.0,10.1093/hcr/hqy005,https://academic.oup.com/hcr/article/44/4/343/4992917,2018,"A Priest, a Rabbi, and a Minister Walk into a Bar: A Meta-Analysis of Humor Effects on Persuasion",Human Communication Research,4,3,Larry Zhiming Xu,Larry,Xu,"Annenberg School for Communication and Journalism, University of Southern California, Los Angeles, CA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Larry+Xu,https://www.google.com/search?q=Larry+Zhiming+Xu+annenberg+school+for+communication+and+journalism+university+of+southern+california+los+angeles+ca,male,0.97,11821,High,Larry Zhiming Xu,Larry,Xu,"Annenberg School for Communication and Journalism, University of Southern California, Los Angeles, CA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Larry+Xu,https://www.google.com/search?q=Larry+Zhiming+Xu+annenberg+school+for+communication+and+journalism+university+of+southern+california+los+angeles+ca,api,High,0.99983287,3.69E-05,4.22E-05,8.80E-05,0.99983287,8.80E-05,0.99974483,annenberg school for communication and journalism university of southern california los angeles ca,"Annenberg School for Communication and Journalism, University of Southern California, Los Angeles, CA",University of Southern California,Exact,https://ror.org/03taz7m60,R,M,2,1,
484,10.1093/joc/jqy023+1.0,10.1093/joc/jqy023,https://academic.oup.com/joc/article/68/4/734/5003433,2018,Disaster Media Effects: A Systematic Review and Synthesis Based on the Differential Susceptibility to Media Effects Model,Journal of Communication,3,1,J Brian Houston,Brian,Houston,"University of Missouri, Department of Communication, Columbia, MO, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Houston,https://www.google.com/search?q=J+Brian+Houston+university+of+missouri+department+of+communication+columbia+mo+usa,male,0.99,51483,High,J Brian Houston,Brian,Houston,"University of Missouri, Department of Communication, Columbia, MO, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Houston,https://www.google.com/search?q=J+Brian+Houston+university+of+missouri+department+of+communication+columbia+mo+usa,white,Low,0.0070677763,0.4074429,0.01667315,0.5688162,0.5688162,0.4074429,0.16137329,university of missouri department of communication columbia mo usa,"University of Missouri, Department of Communication, Columbia, MO, USA",University of Missouri,Exact,https://ror.org/02ymw8z06,R,M,0,1,
5282,10.1093/hcr/hqx004+3.0,10.1093/hcr/hqx004,https://academic.oup.com/hcr/article/44/1/80/4756556,2018,"Mediated Wisdom of Experience Revisited: Delay Discounting, Acceptance of Death, and Closeness to Future Self",Human Communication Research,5,3,Markus Appel,Markus,Appel,"Human-Computer-Media Institute, University of Würzburg, 97074 Würzburg, Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Markus+Appel,https://www.google.com/search?q=Markus+Appel+human+computer+media+institute+university+of+w+rzburg+w+rzburg+germany,male,1,47703,High,Markus Appel,Markus,Appel,"Human-Computer-Media Institute, University of Würzburg, 97074 Würzburg, Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Markus+Appel,https://www.google.com/search?q=Markus+Appel+human+computer+media+institute+university+of+w+rzburg+w+rzburg+germany,white,High,0.004200922,0.04100253,0.019462721,0.93533385,0.93533385,0.04100253,0.89433134,human computer media institute university of w rzburg w rzburg germany,"Human-Computer-Media Institute, University of Würzburg, 97074 Würzburg, Germany",Human Media,API_QUERY,https://ror.org/04072nk43,R,M,0,2,
530,10.1093/joc/jqx016+3.0,10.1093/joc/jqx016,https://academic.oup.com/joc/article/68/2/309/4958956,2018,Intergroup Communication: Identities and Effective Interactions,Journal of Communication,3,3,Howard Giles,Howard,Giles,"University of California, Santa Barbara and The University of Queensland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Howard+Giles,https://www.google.com/search?q=Howard+Giles+university+of+california+santa+barbara+and+the+university+of+queensland,male,0.99,3213,High,Howard Giles,Howard,Giles,"University of California, Santa Barbara and The University of Queensland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Howard+Giles,https://www.google.com/search?q=Howard+Giles+university+of+california+santa+barbara+and+the+university+of+queensland,white,Low,0.0055912025,0.17404471,0.047277097,0.773087,0.773087,0.17404471,0.5990423,university of california santa barbara and the university of queensland,"University of California, Santa Barbara and The University of Queensland",University of Queensland,Exact,https://ror.org/00rqy9422,R,M,0,3,
522,10.1093/joc/jqy004+1.0,10.1093/joc/jqy004,https://academic.oup.com/joc/article/68/2/267/4958973,2018,"Media, Communication, and the Environment in Precarious Times",Journal of Communication,2,1,Miyase Christensen,Miyase,Christensen,"Stockholm University, 11593 Stockholm, Sweden  KTH Royal Institute of Technology, 11428 Stockholm, Sweden",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Miyase+Christensen,https://www.google.com/search?q=Miyase+Christensen+stockholm+university+stockholm+sweden+kth+royal+institute+of+technology+stockholm+sweden,female,0.98,238,Low,Miyase Christensen,Miyase,Christensen,"Stockholm University, 11593 Stockholm, Sweden  KTH Royal Institute of Technology, 11428 Stockholm, Sweden",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Miyase+Christensen,https://www.google.com/search?q=Miyase+Christensen+stockholm+university+stockholm+sweden+kth+royal+institute+of+technology+stockholm+sweden,white,High,0.0034426106,0.0034629041,0.015767682,0.9773268,0.9773268,0.015767682,0.9615591,stockholm university stockholm sweden kth royal institute of technology stockholm sweden,"Stockholm University, 11593 Stockholm, Sweden  KTH Royal Institute of Technology, 11428 Stockholm, Sweden",Royal Institute of Technology,Exact,https://ror.org/026vcq606,R,F,0,1,
10851,10.1093/ccc/tcy009+1.0,10.1093/ccc/tcy009,https://academic.oup.com/ccc/article/11/3/436/5036932,2018,"Liminally White: Jews, Mormons, and Whiteness","Communication, Culture and Critique",2,1,Jamie Moshin,Jamie,Moshin,"Department of Communication Studies and Department of Liberal Arts, University of Michigan, Ann Arbor, MI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jamie+Moshin,https://www.google.com/search?q=Jamie+Moshin+department+of+communication+studies+and+department+of+liberal+arts+university+of+michigan+ann+arbor+mi+usa,male,0.81,19333,High,Jamie Moshin,Jamie,Moshin,"Department of Communication Studies and Department of Liberal Arts, University of Michigan, Ann Arbor, MI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jamie+Moshin,https://www.google.com/search?q=Jamie+Moshin+department+of+communication+studies+and+department+of+liberal+arts+university+of+michigan+ann+arbor+mi+usa,white,Low,0.18788505,0.15358971,0.026026024,0.6324992,0.6324992,0.18788505,0.44461417,department of communication studies and department of liberal arts university of michigan ann arbor mi usa,"Department of Communication Studies and Department of Liberal Arts, University of Michigan, Ann Arbor, MI, USA",Liberal Arts University,Exact,https://ror.org/0437a7n31,R,M,0,1,
5231,10.1093/hcr/hqy008+5.0,10.1093/hcr/hqy008,https://academic.oup.com/hcr/article/44/4/427/5047467,2018,The Complementary Importance of Static Structure and Temporal Dynamics in Teamwork Communication,Human Communication Research,5,5,Yining Zhou,Yining,Zhou,"Department of Communication, University of California, Davis, CA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yining+Zhou,https://www.google.com/search?q=Yining+Zhou+department+of+communication+university+of+california+davis+ca+usa,female,0.72,18,Low,Yining Zhou,Yining,Zhou,"Department of Communication, University of California, Davis, CA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yining+Zhou,https://www.google.com/search?q=Yining+Zhou+department+of+communication+university+of+california+davis+ca+usa,api,High,0.99892503,0.000102264006,0.0002519059,0.00072082557,0.99892503,0.00072082557,0.99820423,department of communication university of california davis ca usa,"Department of Communication, University of California, Davis, CA, USA","University of California, Davis",API_QUERY,https://ror.org/05rrcem69,R,F,2,1,
488,10.1093/joc/jqy030+2.0,10.1093/joc/jqy030,https://academic.oup.com/joc/article/68/4/758/5039139,2018,"The Mediatization of the Air: Wireless Telegraphy and the Origins of a Transnational Space of Communication, 1900-1910s",Journal of Communication,3,2,Gabriele Balbi,Gabriele,Balbi,"Institute of Media and Journalism, Università della Svizzera Italiana, Lugano, Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gabriele+Balbi,https://www.google.com/search?q=Gabriele+Balbi+institute+of+media+and+journalism+universit+della+svizzera+italiana+lugano+switzerland,male,0.85,34408,High,Gabriele Balbi,Gabriele,Balbi,"Institute of Media and Journalism, Università della Svizzera Italiana, Lugano, Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gabriele+Balbi,https://www.google.com/search?q=Gabriele+Balbi+institute+of+media+and+journalism+universit+della+svizzera+italiana+lugano+switzerland,white,High,0.032605108,0.029543068,0.038579732,0.8992721,0.8992721,0.038579732,0.8606924,institute of media and journalism universit della svizzera italiana lugano switzerland,"Institute of Media and Journalism, Università della Svizzera Italiana, Lugano, Switzerland",,API_QUERY,,R,M,0,1,
8880,10.1093/jcmc/zmy020+6.0,10.1093/jcmc/zmy020,https://academic.oup.com/jcmc/article/23/6/370/5140170,2018,"Understanding the Effects of Personalization as a Privacy Calculus: Analyzing Self-Disclosure Across Health, News, and Commerce Contexts",Journal of Computer-Mediated Communication,8,6,Joanna Strycharz,Joanna,Strycharz,"Amsterdam School of Communication Research/ASCoR, University of Amsterdam, Amsterdam, Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joanna+Strycharz,https://www.google.com/search?q=Joanna+Strycharz+amsterdam+school+of+communication+research+ascor+university+of+amsterdam+amsterdam+amsterdam+the+netherlands,female,0.98,72381,High,Joanna Strycharz,Joanna,Strycharz,"Amsterdam School of Communication Research/ASCoR, University of Amsterdam, Amsterdam, Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joanna+Strycharz,https://www.google.com/search?q=Joanna+Strycharz+amsterdam+school+of+communication+research+ascor+university+of+amsterdam+amsterdam+amsterdam+the+netherlands,white,High,0.002468071,0.0048899977,0.01579777,0.97684413,0.97684413,0.01579777,0.96104634,amsterdam school of communication research ascor university of amsterdam amsterdam amsterdam the netherlands,"Amsterdam School of Communication Research/ASCoR, University of Amsterdam, Amsterdam, Amsterdam, The Netherlands",University of Amsterdam,Exact,https://ror.org/04dkp9463,R,F,0,1,
5233,10.1093/hcr/hqy009+2.0,10.1093/hcr/hqy009,https://academic.oup.com/hcr/article/44/4/449/5055861,2018,"When the Sun Sings Science, Are Children Left in the Dark? Representations of Science in Children’s Television and Their Effects on Children’s Learning",Human Communication Research,2,2,Marie-Louise Mares,Marie-Louise,Mares,"Department of Communication Arts, University of Wisconsin-Madison, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marie-Louise+Mares,https://www.google.com/search?q=Marie-Louise+Mares+department+of+communication+arts+university+of+wisconsin+madison+madison+wi+usa,female,0.98,1353,Low,Marie-Louise Mares,Marie-Louise,Mares,"Department of Communication Arts, University of Wisconsin-Madison, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marie-Louise+Mares,https://www.google.com/search?q=Marie-Louise+Mares+department+of+communication+arts+university+of+wisconsin+madison+madison+wi+usa,hispanic,Low,0.027064994,0.015371372,0.79608023,0.16148347,0.79608023,0.16148347,0.63459677,department of communication arts university of wisconsin madison madison wi usa,"Department of Communication Arts, University of Wisconsin-Madison, Madison, WI, USA",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,F,0,1,
8900,10.1093/jcmc/zmy006+1.0,10.1093/jcmc/zmy006,https://academic.oup.com/jcmc/article/23/3/127/4962540,2018,"One Size Fits All: Context Collapse, Self-Presentation Strategies and Language Styles on Facebook",Journal of Computer-Mediated Communication,6,1,Teresa Gil-Lopez,Teresa,Gil-Lopez,"Department of Communication, University of California, Davis, CA 95616, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Teresa+Gil-Lopez,https://www.google.com/search?q=Teresa+Gil-Lopez+department+of+communication+university+of+california+davis+ca+usa,female,0.98,51700,High,Teresa Gil-Lopez,Teresa,Gil-Lopez,"Department of Communication, University of California, Davis, CA 95616, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Teresa+Gil-Lopez,https://www.google.com/search?q=Teresa+Gil-Lopez+department+of+communication+university+of+california+davis+ca+usa,hispanic,High,0.01498794,0.0074996357,0.9361252,0.041387144,0.9361252,0.041387144,0.8947381,department of communication university of california davis ca usa,"Department of Communication, University of California, Davis, CA 95616, USA","University of California, Davis",API_QUERY,https://ror.org/05rrcem69,R,F,0,1,
