authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,gImageLink,gender_prediction
10.1111/j.1460-2466.2004.tb02654.x+1.0,10.1111/j.1460-2466.2004.tb02654.x,https://academic.oup.com/joc/article/54/4/788/4102946,2004,"Language and Social Interaction: Its Institutional Identity, Intellectual Landscape, and Discipline-Shifting Agenda",Journal of Communication,2.0,1.0,Karen Tracy,Karen,Tracy,"1 Karen Tracy (PhD, University of Wisconsin-Madison) is a professor of communication at the University of Colorado, Boulder",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Karen+Tracy,https://www.google.com/search?q=Karen+Tracy+karen+tracy+is+a+professor+of+communication+at+the+university+of+colorado+boulder,female,0.95,48557.0,High,Karen Tracy,Karen,Tracy,"1 Karen Tracy (PhD, University of Wisconsin-Madison) is a professor of communication at the University of Colorado, Boulder",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Karen+Tracy,https://www.google.com/search?q=Karen+Tracy+karen+tracy+is+a+professor+of+communication+at+the+university+of+colorado+boulder,white,High,0.004425712,0.09703731,0.034129657,0.8644073,0.8644073,0.09703731,0.76737,karen tracy is a professor of communication at the university of colorado boulder,"1 Karen Tracy (PhD, University of Wisconsin-Madison) is a professor of communication at the University of Colorado, Boulder",University of Colorado Boulder,Exact,https://ror.org/02ttsq026,https://www.google.com/search?q=Karen+Tracy&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1468-2958.1976.tb00496.x+2.0,10.1111/j.1468-2958.1976.tb00496.x,https://academic.oup.com/hcr/article/2/4/356/4637529,1976,Sex Effects in Conversational Interaction: Another Look at Male Dominance,Human Communication Research,3.0,2.0,Joseph F. Long,Joseph,Long,1 University of Florida,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Long,https://www.google.com/search?q=Joseph+F.+Long+university+of+florida,male,0.99,60259.0,High,Joseph F. Long,Joseph,Long,1 University of Florida,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Long,https://www.google.com/search?q=Joseph+F.+Long+university+of+florida,white,High,0.020227086,0.12737153,0.012954124,0.8394473,0.8394473,0.12737153,0.71207577,university of florida,1 University of Florida,University of Florida,Exact,https://ror.org/02y3ad647,https://www.google.com/search?q=Joseph+Long&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/cccr.12177+2.0,10.1111/cccr.12177,https://academic.oup.com/ccc/article/10/4/675/4662973,2017,Mediated Conflict: Shiite Heroes Combating ISIS in Iraq and Syria,"Communication, Culture and Critique",2.0,2.0,Yasmin Jiwani,Yasmin,Jiwani,"1 Department of Communication Studies, Concordia University, Montreal, QC H3G 1M8, Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yasmin+Jiwani,https://www.google.com/search?q=Yasmin+Jiwani+department+of+communication+studies+concordia+university+montreal+qc+h+g+m+canada,female,0.97,10244.0,High,Yasmin Jiwani,Yasmin,Jiwani,"1 Department of Communication Studies, Concordia University, Montreal, QC H3G 1M8, Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yasmin+Jiwani,https://www.google.com/search?q=Yasmin+Jiwani+department+of+communication+studies+concordia+university+montreal+qc+h+g+m+canada,api,High,0.9636034,0.010782509,0.003755934,0.021858152,0.9636034,0.021858152,0.9417452,department of communication studies concordia university montreal qc h g m canada,"1 Department of Communication Studies, Concordia University, Montreal, QC H3G 1M8, Canada",Concordia University,Exact,https://ror.org/01qxhf360,https://www.google.com/search?q=Yasmin+Jiwani&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/comt.12112+2.0,10.1111/comt.12112,https://academic.oup.com/ct/article/27/2/115/4061218,2017,Journalistic Roles and the Struggle Over Institutional Identity: The Discursive Constitution of Journalism,Communication Theory,2.0,2.0,Tim P. Vos,Tim,Vos,"2 School of Journalism, University of Missouri, Columbia, MO, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tim+Vos,https://www.google.com/search?q=Tim+P.+Vos+school+of+journalism+university+of+missouri+columbia+mo+usa,male,0.99,47038.0,High,Tim P. Vos,Tim,Vos,"2 School of Journalism, University of Missouri, Columbia, MO, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tim+Vos,https://www.google.com/search?q=Tim+P.+Vos+school+of+journalism+university+of+missouri+columbia+mo+usa,white,High,0.13083932,0.010909916,0.039902836,0.81834793,0.81834793,0.13083932,0.6875086,school of journalism university of missouri columbia mo usa,"2 School of Journalism, University of Missouri, Columbia, MO, USA",University of Missouri,Exact,https://ror.org/02ymw8z06,https://www.google.com/search?q=Tim+Vos&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1083-6101.2009.01511.x+2.0,10.1111/j.1083-6101.2009.01511.x,https://academic.oup.com/jcmc/article/15/4/552/4067620,2010,Spanish Content on Hospital Websites: an Analysis of U.S. Hospitals' in Concentrated Latino Communities,Journal of Computer-Mediated Communication,4.0,2.0,Cynthia Irizarry,Cynthia,Irizarry,"2 Associate Professor, Department of Communication and Journalism, Suffolk University, Boston, MA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cynthia+Irizarry,https://www.google.com/search?q=Cynthia+Irizarry+associate+professor+department+of+communication+and+journalism+suffolk+university+boston+ma+usa,female,0.99,31660.0,High,Cynthia Irizarry,Cynthia,Irizarry,"2 Associate Professor, Department of Communication and Journalism, Suffolk University, Boston, MA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cynthia+Irizarry,https://www.google.com/search?q=Cynthia+Irizarry+associate+professor+department+of+communication+and+journalism+suffolk+university+boston+ma+usa,hispanic,High,0.0075766617,0.003516818,0.972398,0.016508542,0.972398,0.016508542,0.95588946,associate professor department of communication and journalism suffolk university boston ma usa,"2 Associate Professor, Department of Communication and Journalism, Suffolk University, Boston, MA, USA",Suffolk University,Exact,https://ror.org/05y50nr98,https://www.google.com/search?q=Cynthia+Irizarry&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1460-2466.1995.tb00732.x+3.0,10.1111/j.1460-2466.1995.tb00732.x,https://academic.oup.com/joc/article/45/2/115/4160231,1995,A Guard Dog Perspective on the Role of Media,Journal of Communication,3.0,3.0,Clarice N. Olien,Clarice,Olien,"3 Clarice N. Olien is a professor emeritus of Extension and Rural Sociology, University of Minnesota.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Clarice+Olien,https://www.google.com/search?q=Clarice+N.+Olien+clarice+n+olien+is+a+professor+emeritus+of+extension+and+rural+sociology+university+of+minnesota,female,0.97,917.0,Low,Clarice N. Olien,Clarice,Olien,"3 Clarice N. Olien is a professor emeritus of Extension and Rural Sociology, University of Minnesota.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Clarice+Olien,https://www.google.com/search?q=Clarice+N.+Olien+clarice+n+olien+is+a+professor+emeritus+of+extension+and+rural+sociology+university+of+minnesota,white,High,0.0034931577,0.09789843,0.079902634,0.8187058,0.8187058,0.09789843,0.7208074,clarice n olien is a professor emeritus of extension and rural sociology university of minnesota,"3 Clarice N. Olien is a professor emeritus of Extension and Rural Sociology, University of Minnesota.",University of Minnesota,Exact,https://ror.org/017zqws13,https://www.google.com/search?q=Clarice+Olien&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/jcc4.12017+2.0,10.1111/jcc4.12017,https://academic.oup.com/jcmc/article/19/2/121/4067494,2014,"The New About News: How Print, Online, Free, and Mobile Coconstruct New Audiences in Italy, France, Spain, the Uk, and Germany",Journal of Computer-Mediated Communication,3.0,2.0,Mark Deuze,Mark,Deuze,"2 Department of Telecommunications, Indiana University, 1229 East 7th St, Bloomington, Indiana, 47405, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mark+Deuze,https://www.google.com/search?q=Mark+Deuze+department+of+telecommunications+indiana+university+east+th+st+bloomington+indiana+usa,male,0.99,119313.0,High,Mark Deuze,Mark,Deuze,"2 Department of Telecommunications, Indiana University, 1229 East 7th St, Bloomington, Indiana, 47405, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mark+Deuze,https://www.google.com/search?q=Mark+Deuze+department+of+telecommunications+indiana+university+east+th+st+bloomington+indiana+usa,white,High,0.014845155,0.01712146,0.024678014,0.94335544,0.94335544,0.024678014,0.91867745,department of telecommunications indiana university east th st bloomington indiana usa,"2 Department of Telecommunications, Indiana University, 1229 East 7th St, Bloomington, Indiana, 47405, USA",Indiana University East,Exact,https://ror.org/046z54t28,https://www.google.com/search?q=Mark+Deuze&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/hcre.12068+2.0,10.1111/hcre.12068,https://academic.oup.com/hcr/article/42/1/1/4067692,2016,Group Communication During Resource Dilemmas: 4: The Effect of Group Size,Human Communication Research,2.0,2.0,Laura Broomell,Laura,Broomell,"1 Department of Communication, University of Delaware, Newark, DE 19716, USA,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laura+Broomell,https://www.google.com/search?q=Laura+Broomell+department+of+communication+university+of+delaware+newark+de+usa,female,0.98,288403.0,High,Laura Broomell,Laura,Broomell,"1 Department of Communication, University of Delaware, Newark, DE 19716, USA,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laura+Broomell,https://www.google.com/search?q=Laura+Broomell+department+of+communication+university+of+delaware+newark+de+usa,white,High,0.0058216904,0.12670569,0.022437222,0.8450355,0.8450355,0.12670569,0.7183298,department of communication university of delaware newark de usa,"1 Department of Communication, University of Delaware, Newark, DE 19716, USA,",University of Delaware,Exact,https://ror.org/01sbq1a82,https://www.google.com/search?q=Laura+Broomell&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1468-2958.1986.tb00106.x+1.0,10.1111/j.1468-2958.1986.tb00106.x,https://academic.oup.com/hcr/article/13/2/268/4587699,1986,A Field Study of Social Information Processing: Mean Differences and Variance Differences,Human Communication Research,2.0,1.0,Mary D Zalesny,Mary,Zalesny,"1 Mary D Zalesny (Ph.D., University of Illinois at Urbana-Champaign, 1980) is an assistant professor of management and psychology at the University of Missouri-St. Louis",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Zalesny,https://www.google.com/search?q=Mary+D+Zalesny+mary+d+zalesny+is+an+assistant+professor+of+management+and+psychology+at+the+university+of+missouri+st+louis,female,0.99,142684.0,High,Mary D Zalesny,Mary,Zalesny,"1 Mary D Zalesny (Ph.D., University of Illinois at Urbana-Champaign, 1980) is an assistant professor of management and psychology at the University of Missouri-St. Louis",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Zalesny,https://www.google.com/search?q=Mary+D+Zalesny+mary+d+zalesny+is+an+assistant+professor+of+management+and+psychology+at+the+university+of+missouri+st+louis,white,Low,0.0052143023,0.16363777,0.06510282,0.7660451,0.7660451,0.16363777,0.60240734,mary d zalesny is an assistant professor of management and psychology at the university of missouri st louis,"1 Mary D Zalesny (Ph.D., University of Illinois at Urbana-Champaign, 1980) is an assistant professor of management and psychology at the University of Missouri-St. Louis",University of Missouri,Exact,https://ror.org/02ymw8z06,https://www.google.com/search?q=Mary+Zalesny&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1083-6101.2001.tb00119.x+1.0,10.1111/j.1083-6101.2001.tb00119.x,https://academic.oup.com/jcmc/article/6/2/JCMC623/4584249,2001,A Comprehensive Analysis of Permission Marketing,Journal of Computer-Mediated Communication,1.0,1.0,Sandeep Krishnamurthy,Sandeep,Krishnamurthy,"1 Assistant Professor in the Business Administration Program at University of Washington, Bothell. His research in E-Commerce focuses on permission marketing, viral marketing, personalization, community building, Spam and privacy. His work in this area has appeared in the Quarterly Journal of Electronic Commerce, Journal of Services Marketing, Journal of Marketing Research and Marketing Management. In addition, his short articles have appeared in the Internet press at http://clickz.com, Eastside Business Journal, http://allbusiness.com and http://personalization.com. His current work looks at how connectivity among consumers promises to change marketing in the future.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sandeep+Krishnamurthy,https://www.google.com/search?q=Sandeep+Krishnamurthy+assistant+professor+in+the+business+administration+program+at+university+of+washington+bothell+his+research+in+e+commerce+focuses+on+permission+marketing+viral+marketing+personalization+community+building+spam+and+privacy+his+work+in+this+area+has+appeared+in+the+quarterly+journal+of+electronic+commerce+journal+of+services+marketing+journal+of+marketing+research+and+marketing+management+in+addition+his+short+articles+have+appeared+in+the+internet+press+at+http+clickz+com+eastside+business+journal+http+allbusiness+com+and+http+personalization+com+his+current+work+looks+at+how+connectivity+among+consumers+promises+to+change+marketing+in+the+future,male,0.98,4494.0,High,Sandeep Krishnamurthy,Sandeep,Krishnamurthy,"1 Assistant Professor in the Business Administration Program at University of Washington, Bothell. His research in E-Commerce focuses on permission marketing, viral marketing, personalization, community building, Spam and privacy. His work in this area has appeared in the Quarterly Journal of Electronic Commerce, Journal of Services Marketing, Journal of Marketing Research and Marketing Management. In addition, his short articles have appeared in the Internet press at http://clickz.com, Eastside Business Journal, http://allbusiness.com and http://personalization.com. His current work looks at how connectivity among consumers promises to change marketing in the future.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sandeep+Krishnamurthy,https://www.google.com/search?q=Sandeep+Krishnamurthy+assistant+professor+in+the+business+administration+program+at+university+of+washington+bothell+his+research+in+e+commerce+focuses+on+permission+marketing+viral+marketing+personalization+community+building+spam+and+privacy+his+work+in+this+area+has+appeared+in+the+quarterly+journal+of+electronic+commerce+journal+of+services+marketing+journal+of+marketing+research+and+marketing+management+in+addition+his+short+articles+have+appeared+in+the+internet+press+at+http+clickz+com+eastside+business+journal+http+allbusiness+com+and+http+personalization+com+his+current+work+looks+at+how+connectivity+among+consumers+promises+to+change+marketing+in+the+future,api,High,0.98921543,0.00011247689,0.0011306949,0.0095414715,0.98921543,0.0095414715,0.979674,assistant professor in the business administration program at university of washington bothell his research in e commerce focuses on permission marketing viral marketing personalization community building spam and privacy his work in this area has appeared in the quarterly journal of electronic commerce journal of services marketing journal of marketing research and marketing management in addition his short articles have appeared in the internet press at http clickz com eastside business journal http allbusiness com and http personalization com his current work looks at how connectivity among consumers promises to change marketing in the future,"1 Assistant Professor in the Business Administration Program at University of Washington, Bothell. His research in E-Commerce focuses on permission marketing, viral marketing, personalization, community building, Spam and privacy. His work in this area has appeared in the Quarterly Journal of Electronic Commerce, Journal of Services Marketing, Journal of Marketing Research and Marketing Management. In addition, his short articles have appeared in the Internet press at http://clickz.com, Eastside Business Journal, http://allbusiness.com and http://personalization.com. His current work looks at how connectivity among consumers promises to change marketing in the future.",University of Washington Bothell,Exact,https://ror.org/02ygzhr13,https://www.google.com/search?q=Sandeep+Krishnamurthy&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1460-2466.2007.00343.x+4.0,10.1111/j.1460-2466.2007.00343.x,https://academic.oup.com/joc/article/57/2/272/4102635,2007,"Stylistic Features, Need for Sensation, and Confirmed Recall of National Smoking Prevention Advertisements",Journal of Communication,4.0,4.0,Jared Yarsevich,Jared,Yarsevich,"2 Public Health Economics and Policy Research Program, RTI International, Research Triangle Park, NC 27709-2194",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jared+Yarsevich,https://www.google.com/search?q=Jared+Yarsevich+public+health+economics+and+policy+research+program+rti+international+research+triangle+park+nc,male,0.99,4056.0,High,Jared Yarsevich,Jared,Yarsevich,"2 Public Health Economics and Policy Research Program, RTI International, Research Triangle Park, NC 27709-2194",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jared+Yarsevich,https://www.google.com/search?q=Jared+Yarsevich+public+health+economics+and+policy+research+program+rti+international+research+triangle+park+nc,white,High,0.010105542,0.011706585,0.03039961,0.9477882,0.9477882,0.03039961,0.91738856,public health economics and policy research program rti international research triangle park nc,"2 Public Health Economics and Policy Research Program, RTI International, Research Triangle Park, NC 27709-2194",Research Triangle Park Foundation,API_QUERY,https://ror.org/03eqttr49,https://www.google.com/search?q=Jared+Yarsevich&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1083-6101.2008.00419.x+4.0,10.1111/j.1083-6101.2008.00419.x,https://academic.oup.com/jcmc/article/13/4/769/4583533,2008,Patterns of Information Search and Access on the World Wide Web: Democratizing Expertise or Creating New Hierarchies?*1,Journal of Computer-Mediated Communication,4.0,4.0,William H. Dutton,William,Dutton,4 Oxford Internet Institute,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Dutton,https://www.google.com/search?q=William+H.+Dutton+oxford+internet+institute,male,0.99,64097.0,High,William H. Dutton,William,Dutton,4 Oxford Internet Institute,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Dutton,https://www.google.com/search?q=William+H.+Dutton+oxford+internet+institute,white,High,0.0062693753,0.17252518,0.019846963,0.8013585,0.8013585,0.17252518,0.62883335,oxford internet institute,4 Oxford Internet Institute,Internet Society,API_QUERY,https://ror.org/04dzfqx38,https://www.google.com/search?q=William+Dutton&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/jcc4.12019+2.0,10.1111/jcc4.12019,https://academic.oup.com/jcmc/article/18/4/491/4067514,2013,Evolving Mobile Media: Uses and Conceptualizations of the Mobile Internet,Journal of Computer-Mediated Communication,3.0,2.0,Thilo Von Pape,Thilo,Pape,"2 Institute of Social Sciences and Communication Studies, University of Hohenheim, 70599 Stuttgart, Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thilo+Pape,https://www.google.com/search?q=Thilo+Von+Pape+institute+of+social+sciences+and+communication+studies+university+of+hohenheim+stuttgart+germany,male,0.98,920.0,Low,Thilo Von Pape,Thilo,Pape,"2 Institute of Social Sciences and Communication Studies, University of Hohenheim, 70599 Stuttgart, Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thilo+Pape,https://www.google.com/search?q=Thilo+Von+Pape+institute+of+social+sciences+and+communication+studies+university+of+hohenheim+stuttgart+germany,white,High,0.016591288,0.049388796,0.039136317,0.8948836,0.8948836,0.049388796,0.84549475,institute of social sciences and communication studies university of hohenheim stuttgart germany,"2 Institute of Social Sciences and Communication Studies, University of Hohenheim, 70599 Stuttgart, Germany",Institute of Social Sciences,Exact,https://ror.org/01dx39x96,https://www.google.com/search?q=Thilo+Pape&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/jcc4.12151+2.0,10.1111/jcc4.12151,https://academic.oup.com/jcmc/article/21/3/195/4065364,2016,I Am What I See: How Avatar and Opponent Agent Body Size Affects Physical Activity Among Men Playing Exergames,Journal of Computer-Mediated Communication,3.0,2.0,Subuhi Khan,Subuhi,Khan,"1 Department of Communication, University of California, Kerr Hall, Davis, CA 95616",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Subuhi+Khan,https://www.google.com/search?q=Subuhi+Khan+department+of+communication+university+of+california+kerr+hall+davis+ca,female,0.5,2.0,Low,Subuhi Khan,Subuhi,Khan,"1 Department of Communication, University of California, Kerr Hall, Davis, CA 95616",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Subuhi+Khan,https://www.google.com/search?q=Subuhi+Khan+department+of+communication+university+of+california+kerr+hall+davis+ca,api,High,0.86475915,0.056772694,0.00733893,0.07112929,0.86475915,0.07112929,0.7936299,department of communication university of california kerr hall davis ca,"1 Department of Communication, University of California, Kerr Hall, Davis, CA 95616","University of California, Davis",API_QUERY,https://ror.org/05rrcem69,https://www.google.com/search?q=Subuhi+Khan&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1093/hcr/hqz011+2.0,10.1093/hcr/hqz011,https://academic.oup.com/hcr/article/45/4/474/5602353,2019,Older Adults’ Recalled Memorable Messages about Aging and Their Associations with Successful Aging,Human Communication Research,2.0,2.0,Howard Giles,Howard,Giles,"Department of Communication , University of California, Santa Barbara, CA 93106, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Howard+Giles,https://www.google.com/search?q=Howard+Giles+department+of+communication+university+of+california+santa+barbara+ca+usa,male,0.99,3213.0,High,Howard Giles,Howard,Giles,"Department of Communication , University of California, Santa Barbara, CA 93106, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Howard+Giles,https://www.google.com/search?q=Howard+Giles+department+of+communication+university+of+california+santa+barbara+ca+usa,white,Low,0.0055912025,0.17404471,0.047277097,0.773087,0.773087,0.17404471,0.5990423,department of communication university of california santa barbara ca usa,"Department of Communication , University of California, Santa Barbara, CA 93106, USA","University of California, Santa Barbara",API_QUERY,https://ror.org/02t274463,https://www.google.com/search?q=Howard+Giles&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1460-2466.1978.tb01569.x+3.0,10.1111/j.1460-2466.1978.tb01569.x,https://academic.oup.com/joc/article/28/1/91/4371713,1978,Mother vs. Commercial,Journal of Communication,3.0,3.0,Anees A. Sheikh,Anees,Sheikh,"2 Anees A. Sheikh is Associate Professor and Director of the Child Development Laboratory, Department of Psychology, Marquette University, The names are listed in alphabetical order; all authors made equal contribution to this project",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anees+Sheikh,https://www.google.com/search?q=Anees+A.+Sheikh+anees+a+sheikh+is+associate+professor+and+director+of+the+child+development+laboratory+department+of+psychology+marquette+university+the+names+are+listed+in+alphabetical+order+all+authors+made+equal+contribution+to+this+project,male,0.96,426.0,Low,Anees A. Sheikh,Anees,Sheikh,"2 Anees A. Sheikh is Associate Professor and Director of the Child Development Laboratory, Department of Psychology, Marquette University, The names are listed in alphabetical order; all authors made equal contribution to this project",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anees+Sheikh,https://www.google.com/search?q=Anees+A.+Sheikh+anees+a+sheikh+is+associate+professor+and+director+of+the+child+development+laboratory+department+of+psychology+marquette+university+the+names+are+listed+in+alphabetical+order+all+authors+made+equal+contribution+to+this+project,api,Low,0.75579745,0.011369031,0.02035795,0.21247557,0.75579745,0.21247557,0.54332185,anees a sheikh is associate professor and director of the child development laboratory department of psychology marquette university the names are listed in alphabetical order all authors made equal contribution to this project,"2 Anees A. Sheikh is Associate Professor and Director of the Child Development Laboratory, Department of Psychology, Marquette University, The names are listed in alphabetical order; all authors made equal contribution to this project",Marquette University,Exact,https://ror.org/04gr4te78,https://www.google.com/search?q=Anees+Sheikh&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1111/j.1460-2466.1983.tb02440.x+3.0,10.1111/j.1460-2466.1983.tb02440.x,https://academic.oup.com/joc/article/33/4/107/4282703,1983,Pornography and social science research,Journal of Communication,3.0,3.0,Jennings Bryant,Jennings,Bryant,3 University of Evunsville,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jennings+Bryant,https://www.google.com/search?q=Jennings+Bryant+university+of+evunsville,male,0.81,27.0,Low,Jennings Bryant,Jennings,Bryant,3 University of Evunsville,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jennings+Bryant,https://www.google.com/search?q=Jennings+Bryant+university+of+evunsville,white,Low,0.0031697007,0.3248216,0.02669358,0.6453151,0.6453151,0.3248216,0.32049352,university of evunsville,3 University of Evunsville,University of Vic,API_QUERY,https://ror.org/006zjws59,https://www.google.com/search?q=Jennings+Bryant&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
10.1093/joc/jqz046+2.0,10.1093/joc/jqz046,https://academic.oup.com/joc/article/70/1/114/5761879,2020,Gender Differences in Political Media Coverage: A Meta-Analysis,Journal of Communication,2.0,2.0,Loes Aaldering,Loes,Aaldering,"Department of Communication Science, Universitat Wien , Wien 1010,  Austria",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Loes+Aaldering,https://www.google.com/search?q=Loes+Aaldering+department+of+communication+science+universitat+wien+wien+austria,female,0.96,1396.0,Low,Loes Aaldering,Loes,Aaldering,"Department of Communication Science, Universitat Wien , Wien 1010,  Austria",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Loes+Aaldering,https://www.google.com/search?q=Loes+Aaldering+department+of+communication+science+universitat+wien+wien+austria,white,High,0.0041542533,0.08358342,0.04050591,0.87175643,0.87175643,0.08358342,0.788173,department of communication science universitat wien wien austria,"Department of Communication Science, Universitat Wien , Wien 1010,  Austria",University of Vienna,API_QUERY,https://ror.org/03prydq77,https://www.google.com/search?q=Loes+Aaldering&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjZu9jr1d35AhXdHzQIHcsIBbQQ_AUoAXoECAIQAw&biw=1237&bih=712&dpr=1,
