authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction
10.1093/jcmc/zmy020+2.0,10.1093/jcmc/zmy020,https://academic.oup.com/jcmc/article/23/6/370/5140170,2018,"Understanding the Effects of Personalization as a Privacy Calculus: Analyzing Self-Disclosure Across Health, News, and Commerce Contexts",Journal of Computer-Mediated Communication,8.0,2.0,Tobias Dienlin,Tobias,Dienlin,"Department of Media Psychology, University of Hohenheim, Stuttgart, Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tobias+Dienlin,https://www.google.com/search?q=Tobias+Dienlin+department+of+media+psychology+university+of+hohenheim+stuttgart+germany,male,1.0,31474.0,High,Tobias Dienlin,Tobias,Dienlin,"Department of Media Psychology, University of Hohenheim, Stuttgart, Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tobias+Dienlin,https://www.google.com/search?q=Tobias+Dienlin+department+of+media+psychology+university+of+hohenheim+stuttgart+germany,white,High,0.012229212,0.0048815017,0.034395628,0.94849354,0.94849354,0.034395628,0.9140979,department of media psychology university of hohenheim stuttgart germany,"Department of Media Psychology, University of Hohenheim, Stuttgart, Germany",University of Hohenheim,Exact,https://ror.org/00b1c9541,R,,
10.1111/j.1468-2958.2009.01343.x+1.0,10.1111/j.1468-2958.2009.01343.x,https://academic.oup.com/hcr/article/35/2/171/4107460,2009,Adolescents’ Exposure to Sexually Explicit Internet Material and Sexual Satisfaction: A Longitudinal Study,Human Communication Research,2.0,1.0,Jochen Peter,Jochen,Peter,"1 The Amsterdam School of Communications Research ASCoR, University of Amsterdam, 1012 CX Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jochen+Peter,https://www.google.com/search?q=Jochen+Peter+the+amsterdam+school+of+communications+research+ascor+university+of+amsterdam+cx+amsterdam+the+netherlands,male,1.0,4220.0,High,Jochen Peter,Jochen,Peter,"1 The Amsterdam School of Communications Research ASCoR, University of Amsterdam, 1012 CX Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jochen+Peter,https://www.google.com/search?q=Jochen+Peter+the+amsterdam+school+of+communications+research+ascor+university+of+amsterdam+cx+amsterdam+the+netherlands,white,High,0.01555139,0.07173756,0.03667045,0.8760406,0.8760406,0.07173756,0.80430305,the amsterdam school of communications research ascor university of amsterdam cx amsterdam the netherlands,"1 The Amsterdam School of Communications Research ASCoR, University of Amsterdam, 1012 CX Amsterdam, The Netherlands",University of Amsterdam,Exact,https://ror.org/04dkp9463,R,,
10.1111/j.1460-2466.2002.tb02565.x+2.0,10.1111/j.1460-2466.2002.tb02565.x,https://academic.oup.com/joc/article/52/3/617/4110173,2002,Body Disclosures: Attending to Personal Problems and Reported Sexual Abuse during a Medical Encounter,Journal of Communication,2.0,2.0,Curtis D. LeBaron,Curtis,Lebaron,"2 Curtis D. LeBaron is an assistant professor at the Marriott School of Management, Brigham Young University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Curtis+Lebaron,https://www.google.com/search?q=Curtis+D.+LeBaron+curtis+d+lebaron+is+an+assistant+professor+at+the+marriott+school+of+management+brigham+young+university,male,0.99,4112.0,High,Curtis D. LeBaron,Curtis,Lebaron,"2 Curtis D. LeBaron is an assistant professor at the Marriott School of Management, Brigham Young University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Curtis+Lebaron,https://www.google.com/search?q=Curtis+D.+LeBaron+curtis+d+lebaron+is+an+assistant+professor+at+the+marriott+school+of+management+brigham+young+university,hispanic,Low,0.030140022,0.025559437,0.654668,0.2896325,0.654668,0.2896325,0.36503547,curtis d lebaron is an assistant professor at the marriott school of management brigham young university,"2 Curtis D. LeBaron is an assistant professor at the Marriott School of Management, Brigham Young University",Brigham Young University,Exact,https://ror.org/047rhhm47,R,,
10.1111/j.1083-6101.1996.tb00183.x+1.0,10.1111/j.1083-6101.1996.tb00183.x,https://academic.oup.com/jcmc/article/2/1/JCMC211/4584332,1996,Addressing Anonymous Messages in Cyberspace,Journal of Computer-Mediated Communication,1.0,1.0,Gia B. Lee,Gia,Lee,1 Harvard Law School,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gia+Lee,https://www.google.com/search?q=Gia+B.+Lee+harvard+law+school,male,0.57,2271.0,Low,Gia B. Lee,Gia,Lee,1 Harvard Law School,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gia+Lee,https://www.google.com/search?q=Gia+B.+Lee+harvard+law+school,api,Low,0.42889667,0.19091979,0.019336395,0.36084712,0.42889667,0.36084712,0.06804955,harvard law school,1 Harvard Law School,Albany Law School,API_QUERY,https://ror.org/048w9r832,R,,
10.1111/j.1460-2466.2009.01412.x+2.0,10.1111/j.1460-2466.2009.01412.x,https://academic.oup.com/joc/article/59/2/205/4098354,2009,"Political Discussion Frequency, Network Size, and “Heterogeneity” of Discussion as Predictors of Political Knowledge and Participation",Journal of Communication,2.0,2.0,Myiah Hutchens Hively,Myiah,Hively,"1 School of Communication, The Ohio State University, Columbus, OH 43210",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Myiah+Hively,https://www.google.com/search?q=Myiah+Hutchens+Hively+school+of+communication+the+ohio+state+university+columbus+oh,female,1.0,1.0,Low,Myiah Hutchens Hively,Myiah,Hively,"1 School of Communication, The Ohio State University, Columbus, OH 43210",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Myiah+Hively,https://www.google.com/search?q=Myiah+Hutchens+Hively+school+of+communication+the+ohio+state+university+columbus+oh,white,Low,0.0057076192,0.23302561,0.029594343,0.7316724,0.7316724,0.23302561,0.4986468,school of communication the ohio state university columbus oh,"1 School of Communication, The Ohio State University, Columbus, OH 43210",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,,
10.1111/j.1460-2466.1983.tb02421.x+2.0,10.1111/j.1460-2466.1983.tb02421.x,https://academic.oup.com/joc/article/33/3/208/4282936,1983,The Political and Epistemological Constituents of Critical Communication Research,Journal of Communication,2.0,2.0,Martin Allor,Martin,Allor,1 Jennifer Daryl Slack is Assistant Professor of Communication at Purdue University. Martin Allor is Lecturer in Communication at the University of New Hampshire,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Martin+Allor,https://www.google.com/search?q=Martin+Allor+jennifer+daryl+slack+is+assistant+professor+of+communication+at+purdue+university+martin+allor+is+lecturer+in+communication+at+the+university+of+new+hampshire,male,0.98,180687.0,High,Martin Allor,Martin,Allor,1 Jennifer Daryl Slack is Assistant Professor of Communication at Purdue University. Martin Allor is Lecturer in Communication at the University of New Hampshire,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Martin+Allor,https://www.google.com/search?q=Martin+Allor+jennifer+daryl+slack+is+assistant+professor+of+communication+at+purdue+university+martin+allor+is+lecturer+in+communication+at+the+university+of+new+hampshire,white,Low,0.011172084,0.27942407,0.032711357,0.67669255,0.67669255,0.27942407,0.39726847,jennifer daryl slack is assistant professor of communication at purdue university martin allor is lecturer in communication at the university of new hampshire,1 Jennifer Daryl Slack is Assistant Professor of Communication at Purdue University. Martin Allor is Lecturer in Communication at the University of New Hampshire,University of New Hampshire,Exact,https://ror.org/01rmh9n78,R,,
10.1111/j.1460-2466.1962.tb01523.x+1.0,10.1111/j.1460-2466.1962.tb01523.x,https://academic.oup.com/joc/article/12/1/51/4587378,1962,The Effects of Perceived Tallness in Persuasive Speaking: An Experiment,Journal of Communication,2.0,1.0,Eldon E. Baker,Eldon,Baker,"1 Eldon E. Baker is Instructor of Speech, The University of Arizona",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Eldon+Baker,https://www.google.com/search?q=Eldon+E.+Baker+eldon+e+baker+is+instructor+of+speech+the+university+of+arizona,male,0.99,206.0,Low,Eldon E. Baker,Eldon,Baker,"1 Eldon E. Baker is Instructor of Speech, The University of Arizona",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Eldon+Baker,https://www.google.com/search?q=Eldon+E.+Baker+eldon+e+baker+is+instructor+of+speech+the+university+of+arizona,white,High,0.008684741,0.12963434,0.019774297,0.84190655,0.84190655,0.12963434,0.7122722,eldon e baker is instructor of speech the university of arizona,"1 Eldon E. Baker is Instructor of Speech, The University of Arizona",University of Arizona,Exact,https://ror.org/03m2x1q45,R,,
10.1111/j.1460-2466.2010.01530.x+1.0,10.1111/j.1460-2466.2010.01530.x,https://academic.oup.com/joc/article/61/1/150/4098463,2011,"Influence of Internal Communication on Technological Proactivity, Organizational Learning, and Organizational Innovation in the Pharmaceutical Sector",Journal of Communication,3.0,1.0,Víctor J. García-Morales,Víctor,García-Morales,"1 School of Economics and Business, University of Granada, Campus Cartuja, Granada 18071, Spain",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Víctor+García-Morales,https://www.google.com/search?q=V%C3%ADctor+J.+Garc%C3%ADa-Morales+school+of+economics+and+business+university+of+granada+campus+cartuja+granada+spain,,0.0,0.0,Low,Víctor J. García-Morales,Víctor,García-Morales,"1 School of Economics and Business, University of Granada, Campus Cartuja, Granada 18071, Spain",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Víctor+García-Morales,https://www.google.com/search?q=V%C3%ADctor+J.+Garc%C3%ADa-Morales+school+of+economics+and+business+university+of+granada+campus+cartuja+granada+spain,hispanic,High,0.0072067967,0.0025369837,0.9633157,0.026940558,0.9633157,0.026940558,0.93637514,school of economics and business university of granada campus cartuja granada spain,"1 School of Economics and Business, University of Granada, Campus Cartuja, Granada 18071, Spain",University of Granada,Exact,https://ror.org/04njjy449,R,,
10.1093/joc/jqz039+3.0,10.1093/joc/jqz039,https://academic.oup.com/joc/article/69/6/696/5681995,2019,As Seen on TV? How Gatekeeping Makes the U.S. House Seem More Extreme,Journal of Communication,3.0,3.0,Joshua P Darr,Joshua,Darr,"Louisiana State University , Manship School of Mass Communication, Baton Rouge, LA 70803",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joshua+Darr,https://www.google.com/search?q=Joshua+P+Darr+louisiana+state+university+manship+school+of+mass+communication+baton+rouge+la,male,0.99,20919.0,High,Joshua P Darr,Joshua,Darr,"Louisiana State University , Manship School of Mass Communication, Baton Rouge, LA 70803",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joshua+Darr,https://www.google.com/search?q=Joshua+P+Darr+louisiana+state+university+manship+school+of+mass+communication+baton+rouge+la,white,High,0.004296473,0.079574265,0.013979349,0.90215,0.90215,0.079574265,0.8225757,louisiana state university manship school of mass communication baton rouge la,"Louisiana State University , Manship School of Mass Communication, Baton Rouge, LA 70803",Louisiana State University,Exact,https://ror.org/05ect4e57,R,,
10.1111/j.1460-2466.1981.tb01232.x+2.0,10.1111/j.1460-2466.1981.tb01232.x,https://academic.oup.com/joc/article/31/2/84/4371930,1981,Scientific Information: A Review of Research,Journal of Communication,2.0,2.0,Rolf Sandell,Rolf,Sandell,"2 Rolf Sandell is in the Department of Psychology, University of Stockholm",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rolf+Sandell,https://www.google.com/search?q=Rolf+Sandell+rolf+sandell+is+in+the+department+of+psychology+university+of+stockholm,male,0.99,7534.0,High,Rolf Sandell,Rolf,Sandell,"2 Rolf Sandell is in the Department of Psychology, University of Stockholm",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rolf+Sandell,https://www.google.com/search?q=Rolf+Sandell+rolf+sandell+is+in+the+department+of+psychology+university+of+stockholm,white,Low,0.0027954183,0.17782848,0.029167956,0.7902082,0.7902082,0.17782848,0.6123797,rolf sandell is in the department of psychology university of stockholm,"2 Rolf Sandell is in the Department of Psychology, University of Stockholm",Stockholm University of the Arts,API_QUERY,https://ror.org/04tf6q291,R,,
10.1111/j.1083-6101.2006.00318.x+3.0,10.1111/j.1083-6101.2006.00318.x,https://academic.oup.com/jcmc/article/12/1/136/4583001,2006,Managing Impressions in a Virtual Environment: Is Ethnic Diversity a Self-Presentation Strategy for Colleges and Universities?,Journal of Computer-Mediated Communication,4.0,3.0,Tiffany Charles,Tiffany,Charles,,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tiffany+Charles,https://www.google.com/search?q=Tiffany+Charles+nan,female,0.98,10281.0,High,Tiffany Charles,Tiffany,Charles,,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tiffany+Charles,https://www.google.com/search?q=Tiffany+Charles+nan,black,Low,0.005096837,0.60396475,0.049237855,0.34170055,0.60396475,0.34170055,0.2622642,,,,,,R,,
10.1111/j.1083-6101.2010.01522.x+1.0,10.1111/j.1083-6101.2010.01522.x,https://academic.oup.com/jcmc/article/15/2/314/4064817,2010,"Show me your friends and I will tell you what type of person you are: How one's profile, number of friends, and type of friends influence impression formation on social network sites",Journal of Computer-Mediated Communication,1.0,1.0,Sonja Utz,Sonja,Utz,"1 VU University Amsterdam, Department of Communication Science, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sonja+Utz,https://www.google.com/search?q=Sonja+Utz+vu+university+amsterdam+department+of+communication+science+de+boelelaan+hv+amsterdam+the+netherlands,female,0.98,21258.0,High,Sonja Utz,Sonja,Utz,"1 VU University Amsterdam, Department of Communication Science, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sonja+Utz,https://www.google.com/search?q=Sonja+Utz+vu+university+amsterdam+department+of+communication+science+de+boelelaan+hv+amsterdam+the+netherlands,white,High,0.011009031,0.0029161167,0.039016634,0.9470582,0.9470582,0.039016634,0.9080416,vu university amsterdam department of communication science de boelelaan hv amsterdam the netherlands,"1 VU University Amsterdam, Department of Communication Science, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands",Vrije Universiteit Amsterdam,API_QUERY,https://ror.org/008xxew50,R,,
10.1111/j.1460-2466.2002.tb02574.x+1.0,10.1111/j.1460-2466.2002.tb02574.x,https://academic.oup.com/joc/article/52/4/794/4110176,2002,"U.S. Adolescent Religious Identity, the Media, and the “Funky” Side of Religion",Journal of Communication,1.0,1.0,Lynn Schofield Clark,Lynn,Clark,"1 Lynn Schofield Clark (PhD, University of Colorado, 1998) is assistant research professor at the Center for Mass Media Research, School of Journalism and Mass Communication, University of Colorado",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lynn+Clark,https://www.google.com/search?q=Lynn+Schofield+Clark+lynn+schofield+clark+is+assistant+research+professor+at+the+center+for+mass+media+research+school+of+journalism+and+mass+communication+university+of+colorado,female,0.93,7857.0,High,Lynn Schofield Clark,Lynn,Clark,"1 Lynn Schofield Clark (PhD, University of Colorado, 1998) is assistant research professor at the Center for Mass Media Research, School of Journalism and Mass Communication, University of Colorado",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lynn+Clark,https://www.google.com/search?q=Lynn+Schofield+Clark+lynn+schofield+clark+is+assistant+research+professor+at+the+center+for+mass+media+research+school+of+journalism+and+mass+communication+university+of+colorado,white,Low,0.0046624797,0.18819875,0.024370613,0.7827682,0.7827682,0.18819875,0.59456944,lynn schofield clark is assistant research professor at the center for mass media research school of journalism and mass communication university of colorado,"1 Lynn Schofield Clark (PhD, University of Colorado, 1998) is assistant research professor at the Center for Mass Media Research, School of Journalism and Mass Communication, University of Colorado",Indian Institute of Mass Communication,API_QUERY,https://ror.org/046xn0c82,R,,
10.1111/jcom.12098+1.0,10.1111/jcom.12098,https://academic.oup.com/joc/article/64/3/501/4086044,2014,Repeated Exposure to Narrative Entertainment and the Salience of Moral Intuitions,Journal of Communication,6.0,1.0,Allison Eden,Allison,Eden,"1 Department of Communication Science, VU University Amsterdam, Amsterdam, 1081HV, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Allison+Eden,https://www.google.com/search?q=Allison+Eden+department+of+communication+science+vu+university+amsterdam+amsterdam+hv+the+netherlands,female,0.93,4385.0,High,Allison Eden,Allison,Eden,"1 Department of Communication Science, VU University Amsterdam, Amsterdam, 1081HV, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Allison+Eden,https://www.google.com/search?q=Allison+Eden+department+of+communication+science+vu+university+amsterdam+amsterdam+hv+the+netherlands,white,Low,0.011071356,0.21750274,0.019376377,0.75204957,0.75204957,0.21750274,0.53454685,department of communication science vu university amsterdam amsterdam hv the netherlands,"1 Department of Communication Science, VU University Amsterdam, Amsterdam, 1081HV, The Netherlands",Vrije Universiteit Amsterdam,API_QUERY,https://ror.org/008xxew50,R,,
10.1111/j.1468-2958.1997.tb00587.x+2.0,10.1111/j.1468-2958.1997.tb00587.x,https://academic.oup.com/hcr/article/24/1/64/4554716,1997,A Guilt-Based Explanation of the Door-in-the-Face Influence Strategy,Human Communication Research,2.0,2.0,Marianne Figgé,Marianne,Figgé,1 Daniel J. O'Keefe is an associate professor of speech communication and Marianne Figgé is a doctoral student in advertising at the University of Illinois at Urbana-Champaign,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marianne+Figgé,https://www.google.com/search?q=Marianne+Figg%C3%A9+daniel+j+o+keefe+is+an+associate+professor+of+speech+communication+and+marianne+figg+is+a+doctoral+student+in+advertising+at+the+university+of+illinois+at+urbana+champaign,female,0.99,37801.0,High,Marianne Figgé,Marianne,Figgé,1 Daniel J. O'Keefe is an associate professor of speech communication and Marianne Figgé is a doctoral student in advertising at the University of Illinois at Urbana-Champaign,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marianne+Figgé,https://www.google.com/search?q=Marianne+Figg%C3%A9+daniel+j+o+keefe+is+an+associate+professor+of+speech+communication+and+marianne+figg+is+a+doctoral+student+in+advertising+at+the+university+of+illinois+at+urbana+champaign,white,High,0.011662846,0.09909097,0.03126985,0.85797626,0.85797626,0.09909097,0.75888526,daniel j o keefe is an associate professor of speech communication and marianne figg is a doctoral student in advertising at the university of illinois at urbana champaign,1 Daniel J. O'Keefe is an associate professor of speech communication and Marianne Figgé is a doctoral student in advertising at the University of Illinois at Urbana-Champaign,University of Illinois Urbana-Champaign,API_QUERY,https://ror.org/047426m28,R,,
10.1111/j.1460-2466.1978.tb01559.x+3.0,10.1111/j.1460-2466.1978.tb01559.x,https://academic.oup.com/joc/article/28/1/30/4371633,1978,Communication and Pain,Journal of Communication,3.0,3.0,Paul Page,Paul,Page,"1 Lillian Dangott is Assistant Professor at the School of Medicine, B. C. Thornton is Assistant Professor at the School of Medical Sciences, and Paul Page is Assistant Professor in Speech Communication, all at the University of Nevada at Reno",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Page,https://www.google.com/search?q=Paul+Page+lillian+dangott+is+assistant+professor+at+the+school+of+medicine+b+c+thornton+is+assistant+professor+at+the+school+of+medical+sciences+and+paul+page+is+assistant+professor+in+speech+communication+all+at+the+university+of+nevada+at+reno,male,0.99,148099.0,High,Paul Page,Paul,Page,"1 Lillian Dangott is Assistant Professor at the School of Medicine, B. C. Thornton is Assistant Professor at the School of Medical Sciences, and Paul Page is Assistant Professor in Speech Communication, all at the University of Nevada at Reno",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Page,https://www.google.com/search?q=Paul+Page+lillian+dangott+is+assistant+professor+at+the+school+of+medicine+b+c+thornton+is+assistant+professor+at+the+school+of+medical+sciences+and+paul+page+is+assistant+professor+in+speech+communication+all+at+the+university+of+nevada+at+reno,white,Low,0.009453924,0.307829,0.010545514,0.67217165,0.67217165,0.307829,0.36434266,lillian dangott is assistant professor at the school of medicine b c thornton is assistant professor at the school of medical sciences and paul page is assistant professor in speech communication all at the university of nevada at reno,"1 Lillian Dangott is Assistant Professor at the School of Medicine, B. C. Thornton is Assistant Professor at the School of Medical Sciences, and Paul Page is Assistant Professor in Speech Communication, all at the University of Nevada at Reno",Łukasiewicz Research Network - Institute of Welding,API_QUERY,https://ror.org/05xx8bb48,R,,
10.1111/j.1083-6101.2011.01564.x+1.0,10.1111/j.1083-6101.2011.01564.x,https://academic.oup.com/jcmc/article/17/2/152/4067664,2012,A Hyperlink and Semantic Network Analysis of the Triple Helix (University-Government-Industry): The Interorganizational Communication Structure of Nanotechnology,Journal of Computer-Mediated Communication,1.0,1.0,Jang Hyun Kim,Jang,Kim,"1 Department of Communicology, University of Hawaii",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jang+Kim,https://www.google.com/search?q=Jang+Hyun+Kim+department+of+communicology+university+of+hawaii,male,0.71,1312.0,Low,Jang Hyun Kim,Jang,Kim,"1 Department of Communicology, University of Hawaii",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jang+Kim,https://www.google.com/search?q=Jang+Hyun+Kim+department+of+communicology+university+of+hawaii,api,High,0.9652774,0.0037862211,0.0057680253,0.025168424,0.9652774,0.025168424,0.94010895,department of communicology university of hawaii,"1 Department of Communicology, University of Hawaii",Hawaii Department of Health,API_QUERY,https://ror.org/00kgerq53,R,,
10.1111/j.1460-2466.1974.tb00385.x+1.0,10.1111/j.1460-2466.1974.tb00385.x,https://academic.oup.com/joc/article/24/3/17/4553583,1974,Communications as Cultural Science,Journal of Communication,1.0,1.0,Raymond Williams,Raymond,Williams,"1 Raymond Williams is a Fellow of Jesus College, Cambridge, and the author of The Country and the City, The Long Revolution, Culture and Society, and Communications. This article is adapted from a keynote address delivered at a London conference on communication studies organized by the British Council for National Academic Awards in November 1973",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Raymond+Williams,https://www.google.com/search?q=Raymond+Williams+raymond+williams+is+a+fellow+of+jesus+college+cambridge+and+the+author+of+the+country+and+the+city+the+long+revolution+culture+and+society+and+communications+this+article+is+adapted+from+a+keynote+address+delivered+at+a+london+conference+on+communication+studies+organized+by+the+british+council+for+national+academic+awards+in+november,male,0.99,21679.0,High,Raymond Williams,Raymond,Williams,"1 Raymond Williams is a Fellow of Jesus College, Cambridge, and the author of The Country and the City, The Long Revolution, Culture and Society, and Communications. This article is adapted from a keynote address delivered at a London conference on communication studies organized by the British Council for National Academic Awards in November 1973",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Raymond+Williams,https://www.google.com/search?q=Raymond+Williams+raymond+williams+is+a+fellow+of+jesus+college+cambridge+and+the+author+of+the+country+and+the+city+the+long+revolution+culture+and+society+and+communications+this+article+is+adapted+from+a+keynote+address+delivered+at+a+london+conference+on+communication+studies+organized+by+the+british+council+for+national+academic+awards+in+november,black,Low,0.0067084697,0.4976334,0.02966933,0.46598884,0.4976334,0.46598884,0.031644553,raymond williams is a fellow of jesus college cambridge and the author of the country and the city the long revolution culture and society and communications this article is adapted from a keynote address delivered at a london conference on communication studies organized by the british council for national academic awards in november,"1 Raymond Williams is a Fellow of Jesus College, Cambridge, and the author of The Country and the City, The Long Revolution, Culture and Society, and Communications. This article is adapted from a keynote address delivered at a London conference on communication studies organized by the British Council for National Academic Awards in November 1973",The Foundation for a Civil Society,API_QUERY,https://ror.org/006y2wa23,R,,
10.1111/j.1083-6101.2009.01483.x+2.0,10.1111/j.1083-6101.2009.01483.x,https://academic.oup.com/jcmc/article/14/4/1108/4583569,2009,Exploring Relationships between Traditional and New Media Literacies: British Preteen Texters at School,Journal of Computer-Mediated Communication,2.0,2.0,Clare Wood,Clare,Wood,"1 Coventry University, England",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Clare+Wood,https://www.google.com/search?q=Clare+Wood+coventry+university+england,female,0.97,4271.0,High,Clare Wood,Clare,Wood,"1 Coventry University, England",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Clare+Wood,https://www.google.com/search?q=Clare+Wood+coventry+university+england,white,High,0.0054794583,0.071505725,0.022239974,0.90077484,0.90077484,0.071505725,0.8292691,coventry university england,"1 Coventry University, England",Coventry University,Exact,https://ror.org/01tgmhj36,R,,
10.1111/j.1468-2958.1974.tb00253.x+1.0,10.1111/j.1468-2958.1974.tb00253.x,https://academic.oup.com/hcr/article/1/1/53/4637514,1974,Cognitive Tuning and Differentiation of Arguments in Communication,Human Communication Research,1.0,1.0,Fredric A. Powell,Fredric,Powell,"1 State University of New York, Brockport",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fredric+Powell,https://www.google.com/search?q=Fredric+A.+Powell+state+university+of+new+york+brockport,male,0.99,585.0,Low,Fredric A. Powell,Fredric,Powell,"1 State University of New York, Brockport",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fredric+Powell,https://www.google.com/search?q=Fredric+A.+Powell+state+university+of+new+york+brockport,white,Low,0.0036437022,0.30950412,0.023990186,0.662862,0.662862,0.30950412,0.35335788,state university of new york brockport,"1 State University of New York, Brockport",State University of New York,Exact,https://ror.org/01q1z8k08,R,,
10.1111/j.1468-2885.2012.01412.x+1.0,10.1111/j.1468-2885.2012.01412.x,https://academic.oup.com/ct/article/22/4/383/4085726,2012,"Habermas and Bateson in a World Gone M.A.D.: Metacommunication, Paradox, and the Inverted Speech Situation",Communication Theory,2.0,1.0,Marc Howard Rich,Marc,Rich,"1 Department of Communication, University of Colorado at Boulder, Boulder, CO,, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marc+Rich,https://www.google.com/search?q=Marc+Howard+Rich+department+of+communication+university+of+colorado+at+boulder+boulder+co+usa,male,0.99,116213.0,High,Marc Howard Rich,Marc,Rich,"1 Department of Communication, University of Colorado at Boulder, Boulder, CO,, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Marc+Rich,https://www.google.com/search?q=Marc+Howard+Rich+department+of+communication+university+of+colorado+at+boulder+boulder+co+usa,white,High,0.004940918,0.049806513,0.036071118,0.9091814,0.9091814,0.049806513,0.8593749,department of communication university of colorado at boulder boulder co usa,"1 Department of Communication, University of Colorado at Boulder, Boulder, CO,, USA",University of Colorado Boulder,API_QUERY,https://ror.org/02ttsq026,R,,
10.1111/j.1468-2958.2010.01401.x+1.0,10.1111/j.1468-2958.2010.01401.x,https://academic.oup.com/hcr/article/37/2/255/4107522,2011,Troubling Consequences of Online Political Rumoring,Human Communication Research,1.0,1.0,R. Kelly Garrett,Kelly,Garrett,"1 School of Communication, The Ohio State University, Columbus, OH 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kelly+Garrett,https://www.google.com/search?q=R.+Kelly+Garrett+school+of+communication+the+ohio+state+university+columbus+oh+usa,female,0.87,40778.0,High,R. Kelly Garrett,Kelly,Garrett,"1 School of Communication, The Ohio State University, Columbus, OH 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kelly+Garrett,https://www.google.com/search?q=R.+Kelly+Garrett+school+of+communication+the+ohio+state+university+columbus+oh+usa,white,Low,0.0076681413,0.18748328,0.0226605,0.78218806,0.78218806,0.18748328,0.59470475,school of communication the ohio state university columbus oh usa,"1 School of Communication, The Ohio State University, Columbus, OH 43210, USA",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,,
