authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction
10.1111/j.1468-2885.2009.01353.x+3.0,10.1111/j.1468-2885.2009.01353.x,https://academic.oup.com/ct/article/20/1/1/4085733,2010,Theorizing the Transcendent Persona: Amelia Earhart's Vision in The Fun of It,Communication Theory,4.0,3.0,Claudia I. Janssen,Claudia,Janssen,"1 Department of Communication, Purdue University, West Lafayette, IN 47907, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Claudia+Janssen,https://www.google.com/search?q=Claudia+I.+Janssen+department+of+communication+purdue+university+west+lafayette+in+usa,female,0.98,118604.0,High,Claudia I. Janssen,Claudia,Janssen,"1 Department of Communication, Purdue University, West Lafayette, IN 47907, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Claudia+Janssen,https://www.google.com/search?q=Claudia+I.+Janssen+department+of+communication+purdue+university+west+lafayette+in+usa,white,High,0.0037818153,0.003045216,0.013691709,0.9794813,0.9794813,0.013691709,0.96578956,department of communication purdue university west lafayette in usa,"1 Department of Communication, Purdue University, West Lafayette, IN 47907, USA",Purdue University West Lafayette,Exact,https://ror.org/02dqehb95,R,,
10.1093/joc/jqz003+1.0,10.1093/joc/jqz003,https://academic.oup.com/joc/article/69/2/124/5365444,2019,Child’s Play? Assessing the Bidirectional Longitudinal Relationship between Gaming and Intelligence in Early Childhood,Journal of Communication,3.0,1.0,Karin M Fikkers,Karin,Fikkers,"Amsterdam School of Communication Research, University of Amsterdam, NG Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Karin+Fikkers,https://www.google.com/search?q=Karin+M+Fikkers+amsterdam+school+of+communication+research+university+of+amsterdam+ng+amsterdam+the+netherlands,female,0.97,25914.0,High,Karin M Fikkers,Karin,Fikkers,"Amsterdam School of Communication Research, University of Amsterdam, NG Amsterdam, The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Karin+Fikkers,https://www.google.com/search?q=Karin+M+Fikkers+amsterdam+school+of+communication+research+university+of+amsterdam+ng+amsterdam+the+netherlands,white,High,0.0072978027,0.012588842,0.023875883,0.95623744,0.95623744,0.023875883,0.93236154,amsterdam school of communication research university of amsterdam ng amsterdam the netherlands,"Amsterdam School of Communication Research, University of Amsterdam, NG Amsterdam, The Netherlands",University of Amsterdam,Exact,https://ror.org/04dkp9463,R,,
10.1111/j.1083-6101.2007.00367.x+2.0,10.1111/j.1083-6101.2007.00367.x,https://academic.oup.com/jcmc/article/12/4/1143/4582961,2007,The Benefits of Facebook “Friends:” Social Capital and College Students’ Use of Online Social Network Sites,Journal of Computer-Mediated Communication,3.0,2.0,Charles Steinfield,Charles,Steinfield,"1 Department of Telecommunication, Information Studies, and Media Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Steinfield,https://www.google.com/search?q=Charles+Steinfield+department+of+telecommunication+information+studies+and+media+michigan+state+university,male,0.99,49331.0,High,Charles Steinfield,Charles,Steinfield,"1 Department of Telecommunication, Information Studies, and Media Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charles+Steinfield,https://www.google.com/search?q=Charles+Steinfield+department+of+telecommunication+information+studies+and+media+michigan+state+university,white,Low,0.0050054654,0.17611855,0.024159689,0.7947163,0.7947163,0.17611855,0.61859775,department of telecommunication information studies and media michigan state university,"1 Department of Telecommunication, Information Studies, and Media Michigan State University",Michigan State University,Exact,https://ror.org/05hs6h993,R,,
10.1111/j.1468-2958.2011.01417.x+2.0,10.1111/j.1468-2958.2011.01417.x,https://academic.oup.com/hcr/article/38/1/48/4093685,2012,Social Aggression on Television and Its Relationship to Children's Aggression in the Classroom,Human Communication Research,2.0,2.0,Barbara J. Wilson,Barbara,Wilson,"2 Department of Communication, University of Illinois, Urbana-Champaign, IL, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Barbara+Wilson,https://www.google.com/search?q=Barbara+J.+Wilson+department+of+communication+university+of+illinois+urbana+champaign+il+usa,female,0.98,94709.0,High,Barbara J. Wilson,Barbara,Wilson,"2 Department of Communication, University of Illinois, Urbana-Champaign, IL, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Barbara+Wilson,https://www.google.com/search?q=Barbara+J.+Wilson+department+of+communication+university+of+illinois+urbana+champaign+il+usa,white,Low,0.008207358,0.27320912,0.018134128,0.7004494,0.7004494,0.27320912,0.42724028,department of communication university of illinois urbana champaign il usa,"2 Department of Communication, University of Illinois, Urbana-Champaign, IL, USA",University of Illinois Urbana-Champaign,API_QUERY,https://ror.org/047426m28,R,,
10.1111/j.1083-6101.1995.tb00171.x+1.0,10.1111/j.1083-6101.1995.tb00171.x,https://academic.oup.com/jcmc/article/1/3/JCMC135/4584361,1995,Electronic Commerce and the Banking Industry: the Requirement and Opportunities for New Payment Systems Using the Internet,Journal of Computer-Mediated Communication,1.0,1.0,Andreas Crede,Andreas,Crede,"1 Science Policy Research Unit, University of Sussex  a.crede@sussex.ac.uk",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andreas+Crede,https://www.google.com/search?q=Andreas+Crede+science+policy+research+unit+university+of+sussex+a+crede+sussex+ac+uk,male,0.99,71365.0,High,Andreas Crede,Andreas,Crede,"1 Science Policy Research Unit, University of Sussex  a.crede@sussex.ac.uk",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andreas+Crede,https://www.google.com/search?q=Andreas+Crede+science+policy+research+unit+university+of+sussex+a+crede+sussex+ac+uk,white,Low,0.02154479,0.07937686,0.1990688,0.7000095,0.7000095,0.1990688,0.50094074,science policy research unit university of sussex a crede sussex ac uk,"1 Science Policy Research Unit, University of Sussex  a.crede@sussex.ac.uk",University of Sussex,Exact,https://ror.org/00ayhx656,R,,
10.1111/j.1460-2466.1985.tb02454.x+1.0,10.1111/j.1460-2466.1985.tb02454.x,https://academic.oup.com/joc/article/35/3/135/4282918,1985,Diversity of News: “Marginalizing” the Opposition,Journal of Communication,1.0,1.0,Edward S. Herman,Edward,Herman,"1 Edward S. Herman is Professsor of Finance in the Wharton School, University of Pennsylvania",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Edward+Herman,https://www.google.com/search?q=Edward+S.+Herman+edward+s+herman+is+professsor+of+finance+in+the+wharton+school+university+of+pennsylvania,male,0.99,22248.0,High,Edward S. Herman,Edward,Herman,"1 Edward S. Herman is Professsor of Finance in the Wharton School, University of Pennsylvania",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Edward+Herman,https://www.google.com/search?q=Edward+S.+Herman+edward+s+herman+is+professsor+of+finance+in+the+wharton+school+university+of+pennsylvania,white,High,0.0111158015,0.058806654,0.03307816,0.89699936,0.89699936,0.058806654,0.8381927,edward s herman is professsor of finance in the wharton school university of pennsylvania,"1 Edward S. Herman is Professsor of Finance in the Wharton School, University of Pennsylvania",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,,
10.1111/j.1083-6101.2009.01511.x+2.0,10.1111/j.1083-6101.2009.01511.x,https://academic.oup.com/jcmc/article/15/4/552/4067620,2010,Spanish Content on Hospital Websites: an Analysis of U.S. Hospitals' in Concentrated Latino Communities,Journal of Computer-Mediated Communication,4.0,2.0,Cynthia Irizarry,Cynthia,Irizarry,"2 Associate Professor, Department of Communication and Journalism, Suffolk University, Boston, MA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cynthia+Irizarry,https://www.google.com/search?q=Cynthia+Irizarry+associate+professor+department+of+communication+and+journalism+suffolk+university+boston+ma+usa,female,0.99,31660.0,High,Cynthia Irizarry,Cynthia,Irizarry,"2 Associate Professor, Department of Communication and Journalism, Suffolk University, Boston, MA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cynthia+Irizarry,https://www.google.com/search?q=Cynthia+Irizarry+associate+professor+department+of+communication+and+journalism+suffolk+university+boston+ma+usa,hispanic,High,0.0075766617,0.003516818,0.972398,0.016508542,0.972398,0.016508542,0.95588946,associate professor department of communication and journalism suffolk university boston ma usa,"2 Associate Professor, Department of Communication and Journalism, Suffolk University, Boston, MA, USA",Suffolk University,Exact,https://ror.org/05y50nr98,R,,
10.1111/j.1468-2958.1982.tb00666.x+2.0,10.1111/j.1468-2958.1982.tb00666.x,https://academic.oup.com/hcr/article/8/3/228/4587872,1982,Contextual Age and Television Use,Human Communication Research,2.0,2.0,Rebecca B. Rubin,Rebecca,Rubin,"1 Alan M. Rubin (Ph.D., University of Illinois, 1976) and Rebecca B. Rubin (Ph.D., University of Illinois, 1975) are assistant professors of communication at Cleveland State University, Cleveland, Ohio 44115",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rebecca+Rubin,https://www.google.com/search?q=Rebecca+B.+Rubin+alan+m+rubin+and+rebecca+b+rubin+are+assistant+professors+of+communication+at+cleveland+state+university+cleveland+ohio,female,0.98,36835.0,High,Rebecca B. Rubin,Rebecca,Rubin,"1 Alan M. Rubin (Ph.D., University of Illinois, 1976) and Rebecca B. Rubin (Ph.D., University of Illinois, 1975) are assistant professors of communication at Cleveland State University, Cleveland, Ohio 44115",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rebecca+Rubin,https://www.google.com/search?q=Rebecca+B.+Rubin+alan+m+rubin+and+rebecca+b+rubin+are+assistant+professors+of+communication+at+cleveland+state+university+cleveland+ohio,white,High,0.010943462,0.04385556,0.07560907,0.8695919,0.8695919,0.07560907,0.7939828,alan m rubin and rebecca b rubin are assistant professors of communication at cleveland state university cleveland ohio,"1 Alan M. Rubin (Ph.D., University of Illinois, 1976) and Rebecca B. Rubin (Ph.D., University of Illinois, 1975) are assistant professors of communication at Cleveland State University, Cleveland, Ohio 44115",Cleveland State University,Exact,https://ror.org/002tx1f22,R,,
10.1111/j.1468-2958.1998.tb00431.x+1.0,10.1111/j.1468-2958.1998.tb00431.x,https://academic.oup.com/hcr/article/24/4/564/4554826,1998,Managing Face Concerns in Criticism: Integrating Nonverbal Behaviors as a Dimension of Politeness in Female Friendship Dyads,Human Communication Research,2.0,1.0,April R. Trees,April,Trees,"1 April R. Trees is a doctoral student in the Department of Speech Communication, University of Washington",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=April+Trees,https://www.google.com/search?q=April+R.+Trees+april+r+trees+is+a+doctoral+student+in+the+department+of+speech+communication+university+of+washington,female,0.96,6878.0,High,April R. Trees,April,Trees,"1 April R. Trees is a doctoral student in the Department of Speech Communication, University of Washington",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=April+Trees,https://www.google.com/search?q=April+R.+Trees+april+r+trees+is+a+doctoral+student+in+the+department+of+speech+communication+university+of+washington,white,High,0.0023015586,0.08894817,0.016260765,0.8924895,0.8924895,0.08894817,0.8035413,april r trees is a doctoral student in the department of speech communication university of washington,"1 April R. Trees is a doctoral student in the Department of Speech Communication, University of Washington",University of Washington,Exact,https://ror.org/00cvxb145,R,,
10.1111/jcc4.12068+4.0,10.1111/jcc4.12068,https://academic.oup.com/jcmc/article/19/3/388/4067527,2014,Individual Differences as Predictors of Social Networking,Journal of Computer-Mediated Communication,4.0,4.0,Neil Morris,Neil,Morris,"2 University of Wolverhampton, City Campus - North, Nursery Street, Wolverhampton, WV1 1AD, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Neil+Morris,https://www.google.com/search?q=Neil+Morris+university+of+wolverhampton+city+campus+north+nursery+street+wolverhampton+wv+ad+uk,male,0.99,15028.0,High,Neil Morris,Neil,Morris,"2 University of Wolverhampton, City Campus - North, Nursery Street, Wolverhampton, WV1 1AD, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Neil+Morris,https://www.google.com/search?q=Neil+Morris+university+of+wolverhampton+city+campus+north+nursery+street+wolverhampton+wv+ad+uk,white,Low,0.0029655674,0.23521273,0.022477025,0.7393447,0.7393447,0.23521273,0.504132,university of wolverhampton city campus north nursery street wolverhampton wv ad uk,"2 University of Wolverhampton, City Campus - North, Nursery Street, Wolverhampton, WV1 1AD, UK",University of Wolverhampton,Exact,https://ror.org/01k2y1055,R,,
