index,haley,michelle,jeff,jaemin,jongmin,matthew,Same,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,race_prediction
2,0,0,0,0,0,0,TRUE,10.1111/j.1460-2466.1957.tb00276.x+1.0,10.1111/j.1460-2466.1957.tb00276.x,https://academic.oup.com/joc/article/7/4/161/4609676,1957,"Change, Meaning, and Information",Journal of Communication,1,1,Dale D. Drum,Dale,Drum,"1 Associate Editor, Journal Of Communication; Department of Speech, Long Beach State College, Long Beach, California",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dale+Drum,https://www.google.com/search?q=Dale+D.+Drum+associate+editor+journal+of+communication+department+of+speech+long+beach+state+college+long+beach+california,male,0.93,5104,High,Dale D. Drum,Dale,Drum,"1 Associate Editor, Journal Of Communication; Department of Speech, Long Beach State College, Long Beach, California",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dale+Drum,https://www.google.com/search?q=Dale+D.+Drum+associate+editor+journal+of+communication+department+of+speech+long+beach+state+college+long+beach+california,white,High,0.003691761,0.026417015,0.019771308,0.9501199,0.9501199,0.026417015,0.9237029,
3,0,0,0,0,0,0,TRUE,10.1111/jcc4.12000+3.0,10.1111/jcc4.12000,https://academic.oup.com/jcmc/article/18/2/113/4067481,2013,The Emerging Governance of E-Infrastructure,Journal of Computer-Mediated Communication,5,3,Eric T. Meyer,Eric,Meyer,"2 Oxford Internet Institute, University of Oxford, United Kingdom",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Eric+Meyer,https://www.google.com/search?q=Eric+T.+Meyer+oxford+internet+institute+university+of+oxford+united+kingdom,male,0.99,135071,High,Eric T. Meyer,Eric,Meyer,"2 Oxford Internet Institute, University of Oxford, United Kingdom",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Eric+Meyer,https://www.google.com/search?q=Eric+T.+Meyer+oxford+internet+institute+university+of+oxford+united+kingdom,white,High,0.0038197779,0.0021082126,0.016862389,0.9772096,0.9772096,0.016862389,0.96034724,
5,2,2,2,2,2,2,TRUE,10.1111/j.1460-2466.2010.01508.x+1.0,10.1111/j.1460-2466.2010.01508.x,https://academic.oup.com/joc/article/60/4/660/4098555,2010,Measuring Participation as Communicative Action: A Case Study of Citizen Involvement in and Assessment of a City's Smoking Cessation Policy-Making Process,Journal of Communication,2,1,Leanne Chang,Leanne,Chang,"1 Communications and New Media Programme, National University of Singapore, Singapore 117416, Singapore",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leanne+Chang,https://www.google.com/search?q=Leanne+Chang+communications+and+new+media+programme+national+university+of+singapore+singapore+singapore,female,0.98,4390,High,Leanne Chang,Leanne,Chang,"1 Communications and New Media Programme, National University of Singapore, Singapore 117416, Singapore",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leanne+Chang,https://www.google.com/search?q=Leanne+Chang+communications+and+new+media+programme+national+university+of+singapore+singapore+singapore,api,High,0.95575684,0.0076240683,0.018371122,0.018247928,0.95575684,0.018371122,0.93738574,
6,0,0,0,0,0,0,TRUE,10.1111/j.1460-2466.1992.tb00804.x+2.0,10.1111/j.1460-2466.1992.tb00804.x,https://academic.oup.com/joc/article/42/3/153/4210116,1992,"TV Entertainment, News, and Racial Perceptions of College Students",Journal of Communication,2,2,Kimberly A. Neuendorf,Kimberly,Neuendorf,2 Kiinlwrly A. Neuendorf is associate professor in the department of Communication at Cleveland State University. James E. Brentar is a doctoral student in the Department of Communication Arts:at the University of Wisconsin-Madison.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kimberly+Neuendorf,https://www.google.com/search?q=Kimberly+A.+Neuendorf+kiinlwrly+a+neuendorf+is+associate+professor+in+the+department+of+communication+at+cleveland+state+university+james+e+brentar+is+a+doctoral+student+in+the+department+of+communication+arts+at+the+university+of+wisconsin+madison,female,0.99,17328,High,Kimberly A. Neuendorf,Kimberly,Neuendorf,2 Kiinlwrly A. Neuendorf is associate professor in the department of Communication at Cleveland State University. James E. Brentar is a doctoral student in the Department of Communication Arts:at the University of Wisconsin-Madison.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kimberly+Neuendorf,https://www.google.com/search?q=Kimberly+A.+Neuendorf+kiinlwrly+a+neuendorf+is+associate+professor+in+the+department+of+communication+at+cleveland+state+university+james+e+brentar+is+a+doctoral+student+in+the+department+of+communication+arts+at+the+university+of+wisconsin+madison,white,High,0.00040777388,0.000346144,0.016524972,0.98272103,0.98272103,0.016524972,0.96619606,
7,0,0,0,0,0,0,TRUE,10.1111/j.1468-2958.1996.tb00378.x+1.0,10.1111/j.1468-2958.1996.tb00378.x,https://academic.oup.com/hcr/article/22/4/544/4564904,1996,Insight Into Behavior Displayed During Deception,Human Communication Research,3,1,Aldert Vrij,Aldert,Vrij,"1 Aldert Vrij is a senior lecturer of social and legal psychology at the University of Portsmouth, United Kingdom",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Aldert+Vrij,https://www.google.com/search?q=Aldert+Vrij+aldert+vrij+is+a+senior+lecturer+of+social+and+legal+psychology+at+the+university+of+portsmouth+united+kingdom,male,1,42,Low,Aldert Vrij,Aldert,Vrij,"1 Aldert Vrij is a senior lecturer of social and legal psychology at the University of Portsmouth, United Kingdom",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Aldert+Vrij,https://www.google.com/search?q=Aldert+Vrij+aldert+vrij+is+a+senior+lecturer+of+social+and+legal+psychology+at+the+university+of+portsmouth+united+kingdom,white,High,0.011942501,0.0058088647,0.012296381,0.9699523,0.9699523,0.012296381,0.9576559,
9,0,0,0,0,0,0,TRUE,10.1111/jcom.12062+1.0,10.1111/jcom.12062,https://academic.oup.com/joc/article/63/6/1088/4086012,2013,The Relation Between Television Exposure and Theory of Mind Among Preschoolers,Journal of Communication,5,1,Amy I. Nathanson,Amy,Nathanson,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amy+Nathanson,https://www.google.com/search?q=Amy+I.+Nathanson+school+of+communication+the+ohio+state+university+columbus+oh+usa,female,0.97,31233,High,Amy I. Nathanson,Amy,Nathanson,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amy+Nathanson,https://www.google.com/search?q=Amy+I.+Nathanson+school+of+communication+the+ohio+state+university+columbus+oh+usa,white,High,0.009396615,0.049721412,0.016073482,0.9248085,0.9248085,0.049721412,0.8750871,
10,0,0,0,0,0,0,TRUE,10.1111/j.1460-2466.1982.tb00497.x+1.0,10.1111/j.1460-2466.1982.tb00497.x,https://academic.oup.com/joc/article/32/2/75/4372074,1982,“Small” Technologies: The Case of Mozambique,Journal of Communication,2,1,Michèle Mattelart,Michèle,Mattelart,1 Michèle Mattelart and Armand Mattelart are Professors of Communication at the University of Paris VIII,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michèle+Mattelart,https://www.google.com/search?q=Mich%C3%A8le+Mattelart+mich+le+mattelart+and+armand+mattelart+are+professors+of+communication+at+the+university+of+paris+viii,,0,0,Low,Michèle Mattelart,Michèle,Mattelart,1 Michèle Mattelart and Armand Mattelart are Professors of Communication at the University of Paris VIII,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michèle+Mattelart,https://www.google.com/search?q=Mich%C3%A8le+Mattelart+mich+le+mattelart+and+armand+mattelart+are+professors+of+communication+at+the+university+of+paris+viii,white,High,0.0061567477,0.13719234,0.04132887,0.815322,0.815322,0.13719234,0.6781297,
11,0,0,0,0,0,0,TRUE,10.1093/ct/qtaa012+1.0,10.1093/ct/qtaa012,https://academic.oup.com/ct/article/31/4/798/5898399,2021,Advancing a Dual-Process Model to Explain Interpersonal Versus Intergroup Communication in Social Media,Communication Theory,2,1,Alexandra S Hinck,Alexandra,Hinck,"Department of Communication, Cornell University , Ithaca, NY 14850,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alexandra+Hinck,https://www.google.com/search?q=Alexandra+S+Hinck+department+of+communication+cornell+university+ithaca+ny+usa,female,0.98,122985,High,Alexandra S Hinck,Alexandra,Hinck,"Department of Communication, Cornell University , Ithaca, NY 14850,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alexandra+Hinck,https://www.google.com/search?q=Alexandra+S+Hinck+department+of+communication+cornell+university+ithaca+ny+usa,white,High,0.0077078384,0.13654186,0.016166957,0.83958346,0.83958346,0.13654186,0.7030416,
12,0,0,0,0,0,0,TRUE,10.1111/hcre.12108+1.0,10.1111/hcre.12108,https://academic.oup.com/hcr/article/43/3/315/4670699,2017,Pornography Consumption and Satisfaction: a Meta-Analysis,Human Communication Research,4,1,Paul J. Wright,Paul,Wright,"The Media School, Indiana University, Bloomington, IN, 47405, USA,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Wright,https://www.google.com/search?q=Paul+J.+Wright+the+media+school+indiana+university+bloomington+in+usa,male,0.99,148099,High,Paul J. Wright,Paul,Wright,"The Media School, Indiana University, Bloomington, IN, 47405, USA,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Wright,https://www.google.com/search?q=Paul+J.+Wright+the+media+school+indiana+university+bloomington+in+usa,white,Low,0.006659257,0.3193379,0.025832873,0.64816993,0.64816993,0.3193379,0.32883203,
13,0,0,0,0,0,0,TRUE,10.1111/j.1468-2958.1990.tb00223.x+1.0,10.1111/j.1468-2958.1990.tb00223.x,https://academic.oup.com/hcr/article/16/4/582/4575798,1990,A Model of Perceived Communication in Collective Networks,Human Communication Research,1,1,Steven R. Gorman,Steven,Gorman,"1 Steven R. Carman is an Assistant Professor in the Department of Communication, Arizona State University, Tempe",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Gorman,https://www.google.com/search?q=Steven+R.+Gorman+steven+r+carman+is+an+assistant+professor+in+the+department+of+communication+arizona+state+university+tempe,male,0.99,61542,High,Steven R. Gorman,Steven,Gorman,"1 Steven R. Carman is an Assistant Professor in the Department of Communication, Arizona State University, Tempe",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Gorman,https://www.google.com/search?q=Steven+R.+Gorman+steven+r+carman+is+an+assistant+professor+in+the+department+of+communication+arizona+state+university+tempe,white,High,0.0077594067,0.11167993,0.02274867,0.857812,0.857812,0.11167993,0.7461321,
14,0,0,0,0,0,0,TRUE,10.1111/j.1460-2466.1977.tb01796.x+1.0,10.1111/j.1460-2466.1977.tb01796.x,https://academic.oup.com/joc/article/27/1/46/4553833,1977,Foreign News in American Media,Journal of Communication,1,1,John A. Lent,John,Lent,1 John A. Lent is Professor of Communications at Temple University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Lent,https://www.google.com/search?q=John+A.+Lent+john+a+lent+is+professor+of+communications+at+temple+university,male,0.99,218952,High,John A. Lent,John,Lent,1 John A. Lent is Professor of Communications at Temple University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Lent,https://www.google.com/search?q=John+A.+Lent+john+a+lent+is+professor+of+communications+at+temple+university,white,High,0.005077611,0.06730805,0.039088037,0.8885263,0.8885263,0.06730805,0.82121825,
15,0,0,0,0,0,0,TRUE,10.1111/j.1083-6101.1998.tb00081.x+1.0,10.1111/j.1083-6101.1998.tb00081.x,https://academic.oup.com/jcmc/article/3/4/JCMC344/4584390,1998,Communication Patterns as Determinants of Organizational Identification in a Virtual Organization,Journal of Computer-Mediated Communication,3,1,Batia M. Wiesenfeld,Batia,Wiesenfeld,"1 Assistant Professor of Management and Organizational Behavior at the Leonard Stern School of Business, New York University. Her research explores dynamic self-processes (e.g., identity and esteem) in the context of organizational change.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Batia+Wiesenfeld,https://www.google.com/search?q=Batia+M.+Wiesenfeld+assistant+professor+of+management+and+organizational+behavior+at+the+leonard+stern+school+of+business+new+york+university+her+research+explores+dynamic+self+processes+in+the+context+of+organizational+change,female,0.72,32,Low,Batia M. Wiesenfeld,Batia,Wiesenfeld,"1 Assistant Professor of Management and Organizational Behavior at the Leonard Stern School of Business, New York University. Her research explores dynamic self-processes (e.g., identity and esteem) in the context of organizational change.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Batia+Wiesenfeld,https://www.google.com/search?q=Batia+M.+Wiesenfeld+assistant+professor+of+management+and+organizational+behavior+at+the+leonard+stern+school+of+business+new+york+university+her+research+explores+dynamic+self+processes+in+the+context+of+organizational+change,white,High,0.004156878,0.023493925,0.030968184,0.94138104,0.94138104,0.030968184,0.91041285,
16,0,0,0,0,0,0,TRUE,10.1111/j.1460-2466.1997.tb02716.x+1.0,10.1111/j.1460-2466.1997.tb02716.x,https://academic.oup.com/joc/article/47/3/49/4160317,1997,Patterns of Deviance in Crime News,Journal of Communication,2,1,David Pritchard,David,Pritchard,"1 Department of Mass Communication, University of Wisconsin-Milwaukee, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Pritchard,https://www.google.com/search?q=David+Pritchard+department+of+mass+communication+university+of+wisconsin+milwaukee+usa,male,0.99,501011,High,David Pritchard,David,Pritchard,"1 Department of Mass Communication, University of Wisconsin-Milwaukee, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Pritchard,https://www.google.com/search?q=David+Pritchard+department+of+mass+communication+university+of+wisconsin+milwaukee+usa,white,High,0.0040413653,0.14306933,0.021429703,0.8314596,0.8314596,0.14306933,0.68839025,
17,0,0,0,0,0,0,TRUE,10.1111/j.1460-2466.2001.tb02874.x+1.0,10.1111/j.1460-2466.2001.tb02874.x,https://academic.oup.com/joc/article/51/1/100/4110152,2001,Psychological Escapism: Predicting the Amount of Television Viewing by Need for Cognition,Journal of Communication,2,1,Bernd Henning,Bernd,Henning,1 University of Music and Theater,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bernd+Henning,https://www.google.com/search?q=Bernd+Henning+university+of+music+and+theater,male,0.99,12170,High,Bernd Henning,Bernd,Henning,1 University of Music and Theater,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bernd+Henning,https://www.google.com/search?q=Bernd+Henning+university+of+music+and+theater,white,High,0.010826326,0.077385075,0.022239074,0.88954943,0.88954943,0.077385075,0.81216437,
