authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,race_prediction
10.1111/j.1460-2466.1982.tb00497.x+1.0,10.1111/j.1460-2466.1982.tb00497.x,https://academic.oup.com/joc/article/32/2/75/4372074,1982,“Small” Technologies: The Case of Mozambique,Journal of Communication,2.0,1.0,Michèle Mattelart,Michèle,Mattelart,1 Michèle Mattelart and Armand Mattelart are Professors of Communication at the University of Paris VIII,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michèle+Mattelart,https://www.google.com/search?q=Mich%C3%A8le+Mattelart+mich+le+mattelart+and+armand+mattelart+are+professors+of+communication+at+the+university+of+paris+viii,,0.0,0.0,Low,Michèle Mattelart,Michèle,Mattelart,1 Michèle Mattelart and Armand Mattelart are Professors of Communication at the University of Paris VIII,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michèle+Mattelart,https://www.google.com/search?q=Mich%C3%A8le+Mattelart+mich+le+mattelart+and+armand+mattelart+are+professors+of+communication+at+the+university+of+paris+viii,white,High,0.0061567477,0.13719234,0.04132887,0.815322,0.815322,0.13719234,0.6781297,mich le mattelart and armand mattelart are professors of communication at the university of paris viii,1 Michèle Mattelart and Armand Mattelart are Professors of Communication at the University of Paris VIII,University of Paris,Exact,https://ror.org/05f82e368,R,
10.1093/ct/qtaa012+1.0,10.1093/ct/qtaa012,https://academic.oup.com/ct/article/31/4/798/5898399,2021,Advancing a Dual-Process Model to Explain Interpersonal Versus Intergroup Communication in Social Media,Communication Theory,2.0,1.0,Alexandra S Hinck,Alexandra,Hinck,"Department of Communication, Cornell University , Ithaca, NY 14850,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alexandra+Hinck,https://www.google.com/search?q=Alexandra+S+Hinck+department+of+communication+cornell+university+ithaca+ny+usa,female,0.98,122985.0,High,Alexandra S Hinck,Alexandra,Hinck,"Department of Communication, Cornell University , Ithaca, NY 14850,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alexandra+Hinck,https://www.google.com/search?q=Alexandra+S+Hinck+department+of+communication+cornell+university+ithaca+ny+usa,white,High,0.0077078384,0.13654186,0.016166957,0.83958346,0.83958346,0.13654186,0.7030416,department of communication cornell university ithaca ny usa,"Department of Communication, Cornell University , Ithaca, NY 14850,  USA",Cornell University,Exact,https://ror.org/05bnh6r87,R,
10.1111/hcre.12108+1.0,10.1111/hcre.12108,https://academic.oup.com/hcr/article/43/3/315/4670699,2017,Pornography Consumption and Satisfaction: a Meta-Analysis,Human Communication Research,4.0,1.0,Paul J. Wright,Paul,Wright,"The Media School, Indiana University, Bloomington, IN, 47405, USA,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Wright,https://www.google.com/search?q=Paul+J.+Wright+the+media+school+indiana+university+bloomington+in+usa,male,0.99,148099.0,High,Paul J. Wright,Paul,Wright,"The Media School, Indiana University, Bloomington, IN, 47405, USA,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Wright,https://www.google.com/search?q=Paul+J.+Wright+the+media+school+indiana+university+bloomington+in+usa,white,Low,0.006659257,0.3193379,0.025832873,0.64816993,0.64816993,0.3193379,0.32883203,the media school indiana university bloomington in usa,"The Media School, Indiana University, Bloomington, IN, 47405, USA,",Indiana University Bloomington,Exact,https://ror.org/02k40bc56,R,
10.1111/j.1468-2958.1990.tb00223.x+1.0,10.1111/j.1468-2958.1990.tb00223.x,https://academic.oup.com/hcr/article/16/4/582/4575798,1990,A Model of Perceived Communication in Collective Networks,Human Communication Research,1.0,1.0,Steven R. Gorman,Steven,Gorman,"1 Steven R. Carman is an Assistant Professor in the Department of Communication, Arizona State University, Tempe",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Gorman,https://www.google.com/search?q=Steven+R.+Gorman+steven+r+carman+is+an+assistant+professor+in+the+department+of+communication+arizona+state+university+tempe,male,0.99,61542.0,High,Steven R. Gorman,Steven,Gorman,"1 Steven R. Carman is an Assistant Professor in the Department of Communication, Arizona State University, Tempe",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Gorman,https://www.google.com/search?q=Steven+R.+Gorman+steven+r+carman+is+an+assistant+professor+in+the+department+of+communication+arizona+state+university+tempe,white,High,0.0077594067,0.11167993,0.02274867,0.857812,0.857812,0.11167993,0.7461321,steven r carman is an assistant professor in the department of communication arizona state university tempe,"1 Steven R. Carman is an Assistant Professor in the Department of Communication, Arizona State University, Tempe",Arizona State University,Exact,https://ror.org/03efmqc40,R,
10.1111/j.1460-2466.1977.tb01796.x+1.0,10.1111/j.1460-2466.1977.tb01796.x,https://academic.oup.com/joc/article/27/1/46/4553833,1977,Foreign News in American Media,Journal of Communication,1.0,1.0,John A. Lent,John,Lent,1 John A. Lent is Professor of Communications at Temple University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Lent,https://www.google.com/search?q=John+A.+Lent+john+a+lent+is+professor+of+communications+at+temple+university,male,0.99,218952.0,High,John A. Lent,John,Lent,1 John A. Lent is Professor of Communications at Temple University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Lent,https://www.google.com/search?q=John+A.+Lent+john+a+lent+is+professor+of+communications+at+temple+university,white,High,0.005077611,0.06730805,0.039088037,0.8885263,0.8885263,0.06730805,0.82121825,john a lent is professor of communications at temple university,1 John A. Lent is Professor of Communications at Temple University,Temple University,Exact,https://ror.org/00kx1jb78,R,
10.1111/j.1083-6101.1998.tb00081.x+1.0,10.1111/j.1083-6101.1998.tb00081.x,https://academic.oup.com/jcmc/article/3/4/JCMC344/4584390,1998,Communication Patterns as Determinants of Organizational Identification in a Virtual Organization,Journal of Computer-Mediated Communication,3.0,1.0,Batia M. Wiesenfeld,Batia,Wiesenfeld,"1 Assistant Professor of Management and Organizational Behavior at the Leonard Stern School of Business, New York University. Her research explores dynamic self-processes (e.g., identity and esteem) in the context of organizational change.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Batia+Wiesenfeld,https://www.google.com/search?q=Batia+M.+Wiesenfeld+assistant+professor+of+management+and+organizational+behavior+at+the+leonard+stern+school+of+business+new+york+university+her+research+explores+dynamic+self+processes+in+the+context+of+organizational+change,female,0.72,32.0,Low,Batia M. Wiesenfeld,Batia,Wiesenfeld,"1 Assistant Professor of Management and Organizational Behavior at the Leonard Stern School of Business, New York University. Her research explores dynamic self-processes (e.g., identity and esteem) in the context of organizational change.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Batia+Wiesenfeld,https://www.google.com/search?q=Batia+M.+Wiesenfeld+assistant+professor+of+management+and+organizational+behavior+at+the+leonard+stern+school+of+business+new+york+university+her+research+explores+dynamic+self+processes+in+the+context+of+organizational+change,white,High,0.004156878,0.023493925,0.030968184,0.94138104,0.94138104,0.030968184,0.91041285,assistant professor of management and organizational behavior at the leonard stern school of business new york university her research explores dynamic self processes in the context of organizational change,"1 Assistant Professor of Management and Organizational Behavior at the Leonard Stern School of Business, New York University. Her research explores dynamic self-processes (e.g., identity and esteem) in the context of organizational change.",New York University,Exact,https://ror.org/0190ak572,R,
10.1111/j.1460-2466.1997.tb02716.x+1.0,10.1111/j.1460-2466.1997.tb02716.x,https://academic.oup.com/joc/article/47/3/49/4160317,1997,Patterns of Deviance in Crime News,Journal of Communication,2.0,1.0,David Pritchard,David,Pritchard,"1 Department of Mass Communication, University of Wisconsin-Milwaukee, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Pritchard,https://www.google.com/search?q=David+Pritchard+department+of+mass+communication+university+of+wisconsin+milwaukee+usa,male,0.99,501011.0,High,David Pritchard,David,Pritchard,"1 Department of Mass Communication, University of Wisconsin-Milwaukee, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Pritchard,https://www.google.com/search?q=David+Pritchard+department+of+mass+communication+university+of+wisconsin+milwaukee+usa,white,High,0.0040413653,0.14306933,0.021429703,0.8314596,0.8314596,0.14306933,0.68839025,department of mass communication university of wisconsin milwaukee usa,"1 Department of Mass Communication, University of Wisconsin-Milwaukee, USA",University of Wisconsin–Milwaukee,API_QUERY,https://ror.org/031q21x57,R,
10.1111/j.1460-2466.2001.tb02874.x+1.0,10.1111/j.1460-2466.2001.tb02874.x,https://academic.oup.com/joc/article/51/1/100/4110152,2001,Psychological Escapism: Predicting the Amount of Television Viewing by Need for Cognition,Journal of Communication,2.0,1.0,Bernd Henning,Bernd,Henning,1 University of Music and Theater,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bernd+Henning,https://www.google.com/search?q=Bernd+Henning+university+of+music+and+theater,male,0.99,12170.0,High,Bernd Henning,Bernd,Henning,1 University of Music and Theater,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bernd+Henning,https://www.google.com/search?q=Bernd+Henning+university+of+music+and+theater,white,High,0.010826326,0.077385075,0.022239074,0.88954943,0.88954943,0.077385075,0.81216437,university of music and theater,1 University of Music and Theater,University of Music and Theatre Hamburg,API_QUERY,https://ror.org/00dfbms98,R,
10.1111/j.1468-2958.1977.tb00536.x+1.0,10.1111/j.1468-2958.1977.tb00536.x,https://academic.oup.com/hcr/article/3/4/335/4637570,1977,Anxiety Arousing Messages and Ego-Involvement as Determinants of Communicative Predispositions,Human Communication Research,3.0,1.0,Timothy G. Plax,Timothy,Plax,1 University of New Mexico,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Timothy+Plax,https://www.google.com/search?q=Timothy+G.+Plax+university+of+new+mexico,male,0.99,13105.0,High,Timothy G. Plax,Timothy,Plax,1 University of New Mexico,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Timothy+Plax,https://www.google.com/search?q=Timothy+G.+Plax+university+of+new+mexico,white,High,0.006208448,0.10269245,0.0204543,0.8706448,0.8706448,0.10269245,0.7679524,university of new mexico,1 University of New Mexico,University of New Mexico,Exact,https://ror.org/05fs6jp91,R,
10.1111/j.1460-2466.1986.tb03038.x+1.0,10.1111/j.1460-2466.1986.tb03038.x,https://academic.oup.com/joc/article/36/1/41/4282875,1986,Democracy and Communication: Mass Observation 1937–1943,Journal of Communication,2.0,1.0,Michael Pickering,Michael,Pickering,1 Michael Pickering is Senior Lecturer in Communication Studies in the Department of Languages and Culture at Sunderland Polytechnic. David Chaney is Senior Lecturer in Sociology in the Department of Sociology and Social Policy at the University of Durham,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Pickering,https://www.google.com/search?q=Michael+Pickering+michael+pickering+is+senior+lecturer+in+communication+studies+in+the+department+of+languages+and+culture+at+sunderland+polytechnic+david+chaney+is+senior+lecturer+in+sociology+in+the+department+of+sociology+and+social+policy+at+the+university+of+durham,male,0.99,245870.0,High,Michael Pickering,Michael,Pickering,1 Michael Pickering is Senior Lecturer in Communication Studies in the Department of Languages and Culture at Sunderland Polytechnic. David Chaney is Senior Lecturer in Sociology in the Department of Sociology and Social Policy at the University of Durham,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Pickering,https://www.google.com/search?q=Michael+Pickering+michael+pickering+is+senior+lecturer+in+communication+studies+in+the+department+of+languages+and+culture+at+sunderland+polytechnic+david+chaney+is+senior+lecturer+in+sociology+in+the+department+of+sociology+and+social+policy+at+the+university+of+durham,white,High,0.005670642,0.09800691,0.03545,0.86087245,0.86087245,0.09800691,0.76286554,michael pickering is senior lecturer in communication studies in the department of languages and culture at sunderland polytechnic david chaney is senior lecturer in sociology in the department of sociology and social policy at the university of durham,1 Michael Pickering is Senior Lecturer in Communication Studies in the Department of Languages and Culture at Sunderland Polytechnic. David Chaney is Senior Lecturer in Sociology in the Department of Sociology and Social Policy at the University of Durham,In The Meantime Men’s Group,API_QUERY,https://ror.org/02etp1027,R,
10.1111/jcom.12040+4.0,10.1111/jcom.12040,https://academic.oup.com/joc/article/63/4/766/4086101,2013,"Attitude Change in Competitive Framing Environments? Open-/Closed-Mindedness, Framing Effects, and Climate Change",Journal of Communication,4.0,4.0,Morgan Ellithorpe,Morgan,Ellithorpe,"1 School of Communication, The Ohio State University, Columbus, OH, 43201, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Morgan+Ellithorpe,https://www.google.com/search?q=Morgan+Ellithorpe+school+of+communication+the+ohio+state+university+columbus+oh+usa,male,0.89,15354.0,High,Morgan Ellithorpe,Morgan,Ellithorpe,"1 School of Communication, The Ohio State University, Columbus, OH, 43201, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Morgan+Ellithorpe,https://www.google.com/search?q=Morgan+Ellithorpe+school+of+communication+the+ohio+state+university+columbus+oh+usa,white,Low,0.016152557,0.21815458,0.13293673,0.63275605,0.63275605,0.21815458,0.41460148,school of communication the ohio state university columbus oh usa,"1 School of Communication, The Ohio State University, Columbus, OH, 43201, USA",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,
10.1093/joc/jqab029+17.0,10.1093/joc/jqab029,https://academic.oup.com/joc/article/71/5/764/6333553,2021,"Open Science, Closed Doors? Countering Marginalization through an Agenda for Ethical, Inclusive Research in Communication",Journal of Communication,17.0,17.0,Amy L. Gonzales,Amy,Gonzales,"University of California, Santa Barbara, Santa Barbara, CA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amy+Gonzales,https://www.google.com/search?q=Amy+L.+Gonzales+university+of+california+santa+barbara+santa+barbara+ca+usa,female,0.97,31233.0,High,Amy L. Gonzales,Amy,Gonzales,"University of California, Santa Barbara, Santa Barbara, CA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Amy+Gonzales,https://www.google.com/search?q=Amy+L.+Gonzales+university+of+california+santa+barbara+santa+barbara+ca+usa,hispanic,High,0.029107515,0.008558887,0.88248765,0.079845876,0.88248765,0.079845876,0.80264175,university of california santa barbara santa barbara ca usa,"University of California, Santa Barbara, Santa Barbara, CA, USA","University of California, Santa Barbara",API_QUERY,https://ror.org/02t274463,R,
