,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,authorFullName.1,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,race,racePredAccuracy,gender_prediction,race_prediction
2181,10.1111/j.1460-2466.2003.tb02914.x+1.0,10.1111/j.1460-2466.2003.tb02914.x,https://academic.oup.com/joc/article/53/4/624/4102897,2003,Reading Realism: Audiences' Evaluations of the Reality of Media Texts,Journal of Communication,1,1,Alice Hall,Alice,Hall,"1 Alice Hall (PhD, University of Pennsylvania) is an assistant professor at the University of Missouri-St. Louis",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alice+Hall,https://www.google.com/search?q=Alice+Hall+alice+hall+is+an+assistant+professor+at+the+university+of+missouri+st+louis,female,0.98,68971,High,Alice Hall,Alice,Hall,"1 Alice Hall (PhD, University of Pennsylvania) is an assistant professor at the University of Missouri-St. Louis",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alice+Hall,https://www.google.com/search?q=Alice+Hall+alice+hall+is+an+assistant+professor+at+the+university+of+missouri+st+louis,white,Low,0.0037445757,0.2499493,0.021463066,0.7248431,0.7248431,0.2499493,0.47489378,alice hall is an assistant professor at the university of missouri st louis,"1 Alice Hall (PhD, University of Pennsylvania) is an assistant professor at the University of Missouri-St. Louis",University of Missouri,Exact,https://ror.org/02ymw8z06,R,Alice Hall,Alice,Hall,"1 Alice Hall (PhD, University of Pennsylvania) is an assistant professor at the University of Missouri-St. Louis",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alice+Hall,https://www.google.com/search?q=Alice+Hall+alice+hall+is+an+assistant+professor+at+the+university+of+missouri+st+louis,female,white,Low,F,0
10296,10.1111/j.1083-6101.2003.tb00213.x+1.0,10.1111/j.1083-6101.2003.tb00213.x,https://academic.oup.com/jcmc/article/8/3/JCMC833/4584281,2003,Why Create? a Critical Review of a Community Informatics Project,Journal of Computer-Mediated Communication,1,1,Leigh Keeble,Leigh,Keeble,"1 Research Fellow at the Community Informatics Research and Applications Unit (CIRA), University of Teesside, UK. Leigh is involved in a range of activities including the evaluation of community informatics projects and their role in combating information exclusion. She has also conducted research into the impact of technology upon the voluntary sector. Her particular interest is in exploring how young people may be empowered through informatics and the gendered use of technology.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leigh+Keeble,https://www.google.com/search?q=Leigh+Keeble+research+fellow+at+the+community+informatics+research+and+applications+unit+university+of+teesside+uk+leigh+is+involved+in+a+range+of+activities+including+the+evaluation+of+community+informatics+projects+and+their+role+in+combating+information+exclusion+she+has+also+conducted+research+into+the+impact+of+technology+upon+the+voluntary+sector+her+particular+interest+is+in+exploring+how+young+people+may+be+empowered+through+informatics+and+the+gendered+use+of+technology,male,0.5,2515,Low,Leigh Keeble,Leigh,Keeble,"1 Research Fellow at the Community Informatics Research and Applications Unit (CIRA), University of Teesside, UK. Leigh is involved in a range of activities including the evaluation of community informatics projects and their role in combating information exclusion. She has also conducted research into the impact of technology upon the voluntary sector. Her particular interest is in exploring how young people may be empowered through informatics and the gendered use of technology.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leigh+Keeble,https://www.google.com/search?q=Leigh+Keeble+research+fellow+at+the+community+informatics+research+and+applications+unit+university+of+teesside+uk+leigh+is+involved+in+a+range+of+activities+including+the+evaluation+of+community+informatics+projects+and+their+role+in+combating+information+exclusion+she+has+also+conducted+research+into+the+impact+of+technology+upon+the+voluntary+sector+her+particular+interest+is+in+exploring+how+young+people+may+be+empowered+through+informatics+and+the+gendered+use+of+technology,white,High,0.008324919,0.07413293,0.029889802,0.8876523,0.8876523,0.07413293,0.81351936,research fellow at the community informatics research and applications unit university of teesside uk leigh is involved in a range of activities including the evaluation of community informatics projects and their role in combating information exclusion she has also conducted research into the impact of technology upon the voluntary sector her particular interest is in exploring how young people may be empowered through informatics and the gendered use of technology,"1 Research Fellow at the Community Informatics Research and Applications Unit (CIRA), University of Teesside, UK. Leigh is involved in a range of activities including the evaluation of community informatics projects and their role in combating information exclusion. She has also conducted research into the impact of technology upon the voluntary sector. Her particular interest is in exploring how young people may be empowered through informatics and the gendered use of technology.",Center for Information Technology Research in the Interest of Society,API_QUERY,https://ror.org/00zv0wd17,R,Leigh Keeble,Leigh,Keeble,"1 Research Fellow at the Community Informatics Research and Applications Unit (CIRA), University of Teesside, UK. Leigh is involved in a range of activities including the evaluation of community informatics projects and their role in combating information exclusion. She has also conducted research into the impact of technology upon the voluntary sector. Her particular interest is in exploring how young people may be empowered through informatics and the gendered use of technology.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leigh+Keeble,https://www.google.com/search?q=Leigh+Keeble+research+fellow+at+the+community+informatics+research+and+applications+unit+university+of+teesside+uk+leigh+is+involved+in+a+range+of+activities+including+the+evaluation+of+community+informatics+projects+and+their+role+in+combating+information+exclusion+she+has+also+conducted+research+into+the+impact+of+technology+upon+the+voluntary+sector+her+particular+interest+is+in+exploring+how+young+people+may+be+empowered+through+informatics+and+the+gendered+use+of+technology,male,white,High,M,0
10279,10.1111/j.1083-6101.2003.tb00219.x+3.0,10.1111/j.1083-6101.2003.tb00219.x,https://academic.oup.com/jcmc/article/8/4/JCMC847/4584274,2003,Procedures for Analyses of Online Communities,Journal of Computer-Mediated Communication,4,3,Dean Krikorian,Dean,Krikorian,"3 Dean H. Krikorian (Ph.D., University of California, Santa Barbara) is an Assistant Professor in the Department of Communication at Cornell University. His research examines organizational communication, small group decision-making processes, and the Internet. He is director of the Cornell Communication Network Laboratory, which examines network communication patterns, particularly in online environments. He is currently developing network analytic software for Internet groups.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dean+Krikorian,https://www.google.com/search?q=Dean+Krikorian+dean+h+krikorian+is+an+assistant+professor+in+the+department+of+communication+at+cornell+university+his+research+examines+organizational+communication+small+group+decision+making+processes+and+the+internet+he+is+director+of+the+cornell+communication+network+laboratory+which+examines+network+communication+patterns+particularly+in+online+environments+he+is+currently+developing+network+analytic+software+for+internet+groups,male,0.98,13192,High,Dean Krikorian,Dean,Krikorian,"3 Dean H. Krikorian (Ph.D., University of California, Santa Barbara) is an Assistant Professor in the Department of Communication at Cornell University. His research examines organizational communication, small group decision-making processes, and the Internet. He is director of the Cornell Communication Network Laboratory, which examines network communication patterns, particularly in online environments. He is currently developing network analytic software for Internet groups.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dean+Krikorian,https://www.google.com/search?q=Dean+Krikorian+dean+h+krikorian+is+an+assistant+professor+in+the+department+of+communication+at+cornell+university+his+research+examines+organizational+communication+small+group+decision+making+processes+and+the+internet+he+is+director+of+the+cornell+communication+network+laboratory+which+examines+network+communication+patterns+particularly+in+online+environments+he+is+currently+developing+network+analytic+software+for+internet+groups,white,High,0.009864693,0.0023416658,0.019471202,0.9683224,0.9683224,0.019471202,0.94885117,dean h krikorian is an assistant professor in the department of communication at cornell university his research examines organizational communication small group decision making processes and the internet he is director of the cornell communication network laboratory which examines network communication patterns particularly in online environments he is currently developing network analytic software for internet groups,"3 Dean H. Krikorian (Ph.D., University of California, Santa Barbara) is an Assistant Professor in the Department of Communication at Cornell University. His research examines organizational communication, small group decision-making processes, and the Internet. He is director of the Cornell Communication Network Laboratory, which examines network communication patterns, particularly in online environments. He is currently developing network analytic software for Internet groups.",Cornell University,Exact,https://ror.org/05bnh6r87,R,Dean Krikorian,Dean,Krikorian,"3 Dean H. Krikorian (Ph.D., University of California, Santa Barbara) is an Assistant Professor in the Department of Communication at Cornell University. His research examines organizational communication, small group decision-making processes, and the Internet. He is director of the Cornell Communication Network Laboratory, which examines network communication patterns, particularly in online environments. He is currently developing network analytic software for Internet groups.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dean+Krikorian,https://www.google.com/search?q=Dean+Krikorian+dean+h+krikorian+is+an+assistant+professor+in+the+department+of+communication+at+cornell+university+his+research+examines+organizational+communication+small+group+decision+making+processes+and+the+internet+he+is+director+of+the+cornell+communication+network+laboratory+which+examines+network+communication+patterns+particularly+in+online+environments+he+is+currently+developing+network+analytic+software+for+internet+groups,male,white,High,M,0
2252,10.1111/j.1460-2466.2003.tb03011.x+1.0,10.1111/j.1460-2466.2003.tb03011.x,https://academic.oup.com/joc/article/53/1/155/4102951,2003,In Defense of Autonomy: A Critique of the Public Journalism Critique,Journal of Communication,1,1,Michael McDevitt,Michael,Mcdevitt,"1 Michael McDevitt (PhD, Stanford University) is an assistant professor at the University of Colorado at Boulder, where he teaches print journalism",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Mcdevitt,https://www.google.com/search?q=Michael+McDevitt+michael+mcdevitt+is+an+assistant+professor+at+the+university+of+colorado+at+boulder+where+he+teaches+print+journalism,male,0.99,245870,High,Michael McDevitt,Michael,Mcdevitt,"1 Michael McDevitt (PhD, Stanford University) is an assistant professor at the University of Colorado at Boulder, where he teaches print journalism",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Mcdevitt,https://www.google.com/search?q=Michael+McDevitt+michael+mcdevitt+is+an+assistant+professor+at+the+university+of+colorado+at+boulder+where+he+teaches+print+journalism,white,High,0.0052675637,0.05564457,0.030852037,0.90823585,0.90823585,0.05564457,0.8525913,michael mcdevitt is an assistant professor at the university of colorado at boulder where he teaches print journalism,"1 Michael McDevitt (PhD, Stanford University) is an assistant professor at the University of Colorado at Boulder, where he teaches print journalism",University of Colorado Boulder,API_QUERY,https://ror.org/02ttsq026,R,Michael McDevitt,Michael,Mcdevitt,"1 Michael McDevitt (PhD, Stanford University) is an assistant professor at the University of Colorado at Boulder, where he teaches print journalism",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Mcdevitt,https://www.google.com/search?q=Michael+McDevitt+michael+mcdevitt+is+an+assistant+professor+at+the+university+of+colorado+at+boulder+where+he+teaches+print+journalism,male,white,High,M,0
6179,10.1111/j.1468-2958.2003.tb00837.x+2.0,10.1111/j.1468-2958.2003.tb00837.x,https://academic.oup.com/hcr/article/29/2/210/4331414,2003,Self-Construal Scales Lack Validity,Human Communication Research,9,2,Mary Jiang Bresnahan,Mary,Bresnahan,"1 Timothy R. Levine, Mary Jiang Bresnahan, Hee Sun Park, Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Bresnahan,https://www.google.com/search?q=Mary+Jiang+Bresnahan+timothy+r+levine+mary+jiang+bresnahan+hee+sun+park+michigan+state+university,female,0.99,142684,High,Mary Jiang Bresnahan,Mary,Bresnahan,"1 Timothy R. Levine, Mary Jiang Bresnahan, Hee Sun Park, Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Bresnahan,https://www.google.com/search?q=Mary+Jiang+Bresnahan+timothy+r+levine+mary+jiang+bresnahan+hee+sun+park+michigan+state+university,white,High,0.002439268,0.012111449,0.017782819,0.9676665,0.9676665,0.017782819,0.9498837,timothy r levine mary jiang bresnahan hee sun park michigan state university,"1 Timothy R. Levine, Mary Jiang Bresnahan, Hee Sun Park, Michigan State University",Michigan State University,Exact,https://ror.org/05hs6h993,R,Mary Jiang Bresnahan,Mary,Bresnahan,"1 Timothy R. Levine, Mary Jiang Bresnahan, Hee Sun Park, Michigan State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Bresnahan,https://www.google.com/search?q=Mary+Jiang+Bresnahan+timothy+r+levine+mary+jiang+bresnahan+hee+sun+park+michigan+state+university,female,white,High,F,0
8359,10.1111/j.1468-2885.2003.tb00293.x+1.0,10.1111/j.1468-2885.2003.tb00293.x,https://academic.oup.com/ct/article/13/3/275/4110432,2003,An Appropriating Aesthetic: Reproducing Power in the Discourse of Critical Scholarship,Communication Theory,1,1,Helene A. Shugart,Helene,Shugart,1 Helene A. Shugart is an assistant professor in the Department of Communication at the University of Utah.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Helene+Shugart,https://www.google.com/search?q=Helene+A.+Shugart+helene+a+shugart+is+an+assistant+professor+in+the+department+of+communication+at+the+university+of+utah,female,0.98,5586,High,Helene A. Shugart,Helene,Shugart,1 Helene A. Shugart is an assistant professor in the Department of Communication at the University of Utah.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Helene+Shugart,https://www.google.com/search?q=Helene+A.+Shugart+helene+a+shugart+is+an+assistant+professor+in+the+department+of+communication+at+the+university+of+utah,white,High,0.0040850593,0.16648151,0.028941127,0.8004922,0.8004922,0.16648151,0.63401073,helene a shugart is an assistant professor in the department of communication at the university of utah,1 Helene A. Shugart is an assistant professor in the Department of Communication at the University of Utah.,University of Utah,Exact,https://ror.org/03r0ha626,R,Helene A. Shugart,Helene,Shugart,1 Helene A. Shugart is an assistant professor in the Department of Communication at the University of Utah.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Helene+Shugart,https://www.google.com/search?q=Helene+A.+Shugart+helene+a+shugart+is+an+assistant+professor+in+the+department+of+communication+at+the+university+of+utah,female,white,High,F,0
2253,10.1111/j.1460-2466.2003.tb03012.x+1.0,10.1111/j.1460-2466.2003.tb03012.x,https://academic.oup.com/joc/article/53/1/165/4102919,2003,"Cultural Functions of Reruns: Time, Memory, and Television",Journal of Communication,1,1,John Weispfenning,John,Weispfenning,"1 John Weispfenning (PhD, Purdue University) is an associate professor in the Department of Communication, Otterbein College",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Weispfenning,https://www.google.com/search?q=John+Weispfenning+john+weispfenning+is+an+associate+professor+in+the+department+of+communication+otterbein+college,male,0.99,218952,High,John Weispfenning,John,Weispfenning,"1 John Weispfenning (PhD, Purdue University) is an associate professor in the Department of Communication, Otterbein College",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Weispfenning,https://www.google.com/search?q=John+Weispfenning+john+weispfenning+is+an+associate+professor+in+the+department+of+communication+otterbein+college,white,High,0.0037072336,0.0055044466,0.026618237,0.96417004,0.96417004,0.026618237,0.9375518,john weispfenning is an associate professor in the department of communication otterbein college,"1 John Weispfenning (PhD, Purdue University) is an associate professor in the Department of Communication, Otterbein College",Otterbein University,API_QUERY,https://ror.org/0384yev14,R,John Weispfenning,John,Weispfenning,"1 John Weispfenning (PhD, Purdue University) is an associate professor in the Department of Communication, Otterbein College",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Weispfenning,https://www.google.com/search?q=John+Weispfenning+john+weispfenning+is+an+associate+professor+in+the+department+of+communication+otterbein+college,male,white,High,M,0
10287,10.1111/j.1083-6101.2003.tb00221.x+2.0,10.1111/j.1083-6101.2003.tb00221.x,https://academic.oup.com/jcmc/article/8/4/JCMC848/4584285,2003,Interactive Internet? Studying Mediated Interaction with Publicly Available Search Engines,Journal of Computer-Mediated Communication,2,2,Diana Gerbec,Diana,Gerbec,"2 Works in the information industry in Sydney, Australia. She has a Masters Degree in Communication Science, University of Amsterdam. In writing this article, the authors have relied mainly on mediated interaction.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Diana+Gerbec,https://www.google.com/search?q=Diana+Gerbec+works+in+the+information+industry+in+sydney+australia+she+has+a+masters+degree+in+communication+science+university+of+amsterdam+in+writing+this+article+the+authors+have+relied+mainly+on+mediated+interaction,female,0.98,89820,High,Diana Gerbec,Diana,Gerbec,"2 Works in the information industry in Sydney, Australia. She has a Masters Degree in Communication Science, University of Amsterdam. In writing this article, the authors have relied mainly on mediated interaction.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Diana+Gerbec,https://www.google.com/search?q=Diana+Gerbec+works+in+the+information+industry+in+sydney+australia+she+has+a+masters+degree+in+communication+science+university+of+amsterdam+in+writing+this+article+the+authors+have+relied+mainly+on+mediated+interaction,white,High,0.007867993,0.0037022862,0.05279573,0.93563396,0.93563396,0.05279573,0.88283825,works in the information industry in sydney australia she has a masters degree in communication science university of amsterdam in writing this article the authors have relied mainly on mediated interaction,"2 Works in the information industry in Sydney, Australia. She has a Masters Degree in Communication Science, University of Amsterdam. In writing this article, the authors have relied mainly on mediated interaction.",University of Amsterdam,Exact,https://ror.org/04dkp9463,R,Diana Gerbec,Diana,Gerbec,"2 Works in the information industry in Sydney, Australia. She has a Masters Degree in Communication Science, University of Amsterdam. In writing this article, the authors have relied mainly on mediated interaction.",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Diana+Gerbec,https://www.google.com/search?q=Diana+Gerbec+works+in+the+information+industry+in+sydney+australia+she+has+a+masters+degree+in+communication+science+university+of+amsterdam+in+writing+this+article+the+authors+have+relied+mainly+on+mediated+interaction,female,white,High,F,0
2368,10.1111/j.1460-2466.2002.tb02540.x+2.0,10.1111/j.1460-2466.2002.tb02540.x,https://academic.oup.com/joc/article/52/1/211/4110178,2002,The Framing of Feminists and Feminism in News and Public Affairs Programs in U.S. Electronic Media,Journal of Communication,2,2,Colleen Salo,Colleen,Salo,"2 Colleen Salo (BA, University of Illinois at Chicago) was an undergraduate student in the Department of communication while working on this article and is currently president and co-owner of Your Mom's Dog Marketing Inc., an Orlando, Florida-based marketing firm focused on the college and youth markets",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Colleen+Salo,https://www.google.com/search?q=Colleen+Salo+colleen+salo+was+an+undergraduate+student+in+the+department+of+communication+while+working+on+this+article+and+is+currently+president+and+co+owner+of+your+mom+s+dog+marketing+inc+an+orlando+florida+based+marketing+firm+focused+on+the+college+and+youth+markets,female,0.97,1577,Low,Colleen Salo,Colleen,Salo,"2 Colleen Salo (BA, University of Illinois at Chicago) was an undergraduate student in the Department of communication while working on this article and is currently president and co-owner of Your Mom's Dog Marketing Inc., an Orlando, Florida-based marketing firm focused on the college and youth markets",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Colleen+Salo,https://www.google.com/search?q=Colleen+Salo+colleen+salo+was+an+undergraduate+student+in+the+department+of+communication+while+working+on+this+article+and+is+currently+president+and+co+owner+of+your+mom+s+dog+marketing+inc+an+orlando+florida+based+marketing+firm+focused+on+the+college+and+youth+markets,white,Low,0.029403102,0.017280763,0.1578237,0.7954924,0.7954924,0.1578237,0.6376687,colleen salo was an undergraduate student in the department of communication while working on this article and is currently president and co owner of your mom s dog marketing inc an orlando florida based marketing firm focused on the college and youth markets,"2 Colleen Salo (BA, University of Illinois at Chicago) was an undergraduate student in the Department of communication while working on this article and is currently president and co-owner of Your Mom's Dog Marketing Inc., an Orlando, Florida-based marketing firm focused on the college and youth markets",Minerva Consulting and Communication,API_QUERY,https://ror.org/02dzq0z59,R,Colleen Salo,Colleen,Salo,"2 Colleen Salo (BA, University of Illinois at Chicago) was an undergraduate student in the Department of communication while working on this article and is currently president and co-owner of Your Mom's Dog Marketing Inc., an Orlando, Florida-based marketing firm focused on the college and youth markets",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Colleen+Salo,https://www.google.com/search?q=Colleen+Salo+colleen+salo+was+an+undergraduate+student+in+the+department+of+communication+while+working+on+this+article+and+is+currently+president+and+co+owner+of+your+mom+s+dog+marketing+inc+an+orlando+florida+based+marketing+firm+focused+on+the+college+and+youth+markets,female,white,Low,F,0
6221,10.1111/j.1468-2958.2002.tb00825.x+1.0,10.1111/j.1468-2958.2002.tb00825.x,https://academic.oup.com/hcr/article/28/4/578/4331268,2002,Comment on Halo Effects in Rating and Evaluation Research,Human Communication Research,1,1,Thomas Hugh Feeley,Thomas,Feeley,1 State University of New York at Buffalo,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Feeley,https://www.google.com/search?q=Thomas+Hugh+Feeley+state+university+of+new+york+at+buffalo,male,0.99,176440,High,Thomas Hugh Feeley,Thomas,Feeley,1 State University of New York at Buffalo,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Feeley,https://www.google.com/search?q=Thomas+Hugh+Feeley+state+university+of+new+york+at+buffalo,white,High,0.0025198618,0.0722759,0.021095822,0.9041084,0.9041084,0.0722759,0.8318325,state university of new york at buffalo,1 State University of New York at Buffalo,State University of New York,Exact,https://ror.org/01q1z8k08,R,Thomas Hugh Feeley,Thomas,Feeley,1 State University of New York at Buffalo,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Feeley,https://www.google.com/search?q=Thomas+Hugh+Feeley+state+university+of+new+york+at+buffalo,male,white,High,M,0
6246,10.1111/j.1468-2958.2002.tb00805.x+1.0,10.1111/j.1468-2958.2002.tb00805.x,https://academic.oup.com/hcr/article/28/2/229/4331046,2002,Information Seeking Within Organizations,Human Communication Research,1,1,Elizabeth Wolfe Morrison,Elizabeth,Morrison,1 New York University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Morrison,https://www.google.com/search?q=Elizabeth+Wolfe+Morrison+new+york+university,female,0.99,31288,High,Elizabeth Wolfe Morrison,Elizabeth,Morrison,1 New York University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Morrison,https://www.google.com/search?q=Elizabeth+Wolfe+Morrison+new+york+university,white,High,0.0035321347,0.16426294,0.031756762,0.8004481,0.8004481,0.16426294,0.63618517,new york university,1 New York University,New York University,Exact,https://ror.org/0190ak572,R,Elizabeth Wolfe Morrison,Elizabeth,Morrison,1 New York University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Morrison,https://www.google.com/search?q=Elizabeth+Wolfe+Morrison+new+york+university,female,white,High,F,0
6207,10.1111/j.1468-2958.2002.tb00820.x+1.0,10.1111/j.1468-2958.2002.tb00820.x,https://academic.oup.com/hcr/article/28/4/501/4331109,2002,"Differences in Univariate Values versus Multivariate Relationships: Findings From a Study of Diana, Princess of Wales",Human Communication Research,3,1,Michael D. Basil,Michael,Basil,1 University of Lethbridge,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Basil,https://www.google.com/search?q=Michael+D.+Basil+university+of+lethbridge,male,0.99,245870,High,Michael D. Basil,Michael,Basil,1 University of Lethbridge,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Basil,https://www.google.com/search?q=Michael+D.+Basil+university+of+lethbridge,white,Low,0.07976523,0.07991091,0.113575004,0.7267488,0.7267488,0.113575004,0.61317384,university of lethbridge,1 University of Lethbridge,University of Lethbridge,Exact,https://ror.org/044j76961,R,Michael D. Basil,Michael,Basil,1 University of Lethbridge,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Basil,https://www.google.com/search?q=Michael+D.+Basil+university+of+lethbridge,male,white,Low,M,0
6247,10.1111/j.1468-2958.2002.tb00806.x+1.0,10.1111/j.1468-2958.2002.tb00806.x,https://academic.oup.com/hcr/article/28/2/243/4331078,2002,Information Seeking Beyond Initial Interaction: Negotiating Relational Uncertainty Within Close Relationships,Human Communication Research,2,1,Leanne K. Knobloch,Leanne,Knobloch,1 University of Wisconsin–Madison,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leanne+Knobloch,https://www.google.com/search?q=Leanne+K.+Knobloch+university+of+wisconsin+madison,female,0.98,4390,High,Leanne K. Knobloch,Leanne,Knobloch,1 University of Wisconsin–Madison,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leanne+Knobloch,https://www.google.com/search?q=Leanne+K.+Knobloch+university+of+wisconsin+madison,white,High,0.00569934,0.022300344,0.043916717,0.9280836,0.9280836,0.043916717,0.8841669,university of wisconsin madison,1 University of Wisconsin–Madison,University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,Leanne K. Knobloch,Leanne,Knobloch,1 University of Wisconsin–Madison,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Leanne+Knobloch,https://www.google.com/search?q=Leanne+K.+Knobloch+university+of+wisconsin+madison,female,white,High,F,0
2335,10.1111/j.1460-2466.2002.tb02552.x+1.0,10.1111/j.1460-2466.2002.tb02552.x,https://academic.oup.com/joc/article/52/2/402/4110175,2002,Moral Judgment and Crime Drama: An Integrated Theory of Enjoyment,Journal of Communication,2,1,Arthur A. Raney,Arthur,Raney,"1 Arthur A. Raney (PhD, University of Alabama) is an assistant professor in the Department of Communication at Florida State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Arthur+Raney,https://www.google.com/search?q=Arthur+A.+Raney+arthur+a+raney+is+an+assistant+professor+in+the+department+of+communication+at+florida+state+university,male,0.99,20587,High,Arthur A. Raney,Arthur,Raney,"1 Arthur A. Raney (PhD, University of Alabama) is an assistant professor in the Department of Communication at Florida State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Arthur+Raney,https://www.google.com/search?q=Arthur+A.+Raney+arthur+a+raney+is+an+assistant+professor+in+the+department+of+communication+at+florida+state+university,white,High,0.001573399,0.1680997,0.012096784,0.81823003,0.81823003,0.1680997,0.65013033,arthur a raney is an assistant professor in the department of communication at florida state university,"1 Arthur A. Raney (PhD, University of Alabama) is an assistant professor in the Department of Communication at Florida State University",Florida State University,Exact,https://ror.org/05g3dte14,R,Arthur A. Raney,Arthur,Raney,"1 Arthur A. Raney (PhD, University of Alabama) is an assistant professor in the Department of Communication at Florida State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Arthur+Raney,https://www.google.com/search?q=Arthur+A.+Raney+arthur+a+raney+is+an+assistant+professor+in+the+department+of+communication+at+florida+state+university,male,white,High,M,0
