issueURL_outdated,category_outdated,category,issueURL,TO_EXCLUDE,TO_EXCLUDE_outdated,Kristen_Ccomment,Yijie_Comment,Haley_Comment,Hongtao_Comment
https://academic.oup.com/ct/issue/7/2?browseBy=volume,BOOK REVIEW,BOOK REVIEW,https://academic.oup.com/ct/issue/7/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ct/issue/8/2?browseBy=volume,Book Review Essay,Book Review Essay,https://academic.oup.com/ct/issue/8/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/35/3?browseBy=volume,Book review ethics,Book review ethics,https://academic.oup.com/joc/issue/35/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/18/2?browseBy=volume,Book Review Section,Book Review Section,https://academic.oup.com/joc/issue/18/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/71/3?browseBy=volume,Book Review: Online only,Book Review: Online only,https://academic.oup.com/joc/issue/71/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/70/5?browseBy=volume,Book Review: Online Only,Book Review: Online Only,https://academic.oup.com/joc/issue/70/5?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ccc/issue/1/3?browseBy=volume,Book Reviews,Book Reviews,https://academic.oup.com/ccc/issue/1/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ct/issue/11/3?browseBy=volume,Book reviews,Book reviews,https://academic.oup.com/ct/issue/11/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ct/issue/28/2?browseBy=volume,BOOK REVIEWS,BOOK REVIEWS,https://academic.oup.com/ct/issue/28/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/9/2?browseBy=volume,Book Reviews and Notes,Book Reviews and Notes,https://academic.oup.com/joc/issue/9/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/72/2?browseBy=volume,Book Reviews: Online only,Book Reviews: Online only,https://academic.oup.com/joc/issue/72/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/68/3?browseBy=volume,Book Reviews: Online Only,Book Reviews: Online Only,https://academic.oup.com/joc/issue/68/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/63/2?browseBy=volume,Book-Reviews,Book-Reviews,https://academic.oup.com/joc/issue/63/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/26/2?browseBy=volume,Books,Books,https://academic.oup.com/joc/issue/26/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/42/2?browseBy=volume,Books in Brief,Books in Brief,https://academic.oup.com/joc/issue/42/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/19/1?browseBy=volume,Books Received,Books Received,https://academic.oup.com/joc/issue/19/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ct/issue/1/4?browseBy=volume,Brief Essay,Brief Essay,https://academic.oup.com/ct/issue/1/4?browseBy=volume,FALSE,FALSE,FALSE,TRUE,TRUE,
https://academic.oup.com/joc/issue/31/1?browseBy=volume,Briefly noted,Briefly noted,https://academic.oup.com/joc/issue/31/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ct/issue/16/1?browseBy=volume,Call For Papers,Call for Papers,https://academic.oup.com/ct/issue/13/4?browseBy=volume,FALSE,TRUE,,,,
https://academic.oup.com/ct/issue/13/4?browseBy=volume,Call for Papers,Call For Papers,https://academic.oup.com/ct/issue/16/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/28/1?browseBy=volume,Can People Affect Television?,Can People Affect Television?,https://academic.oup.com/joc/issue/28/1?browseBy=volume,FALSE,FALSE,FALSE,FALSE,FALSE,
https://academic.oup.com/joc/issue/27/3?browseBy=volume,CB in Perspective,CB in Perspective,https://academic.oup.com/joc/issue/27/3?browseBy=volume,TRUE,FALSE,TRUE,TRUE,TRUE,
https://academic.oup.com/joc/issue/27/1?browseBy=volume,Citizen Action,Citizen Action,https://academic.oup.com/joc/issue/27/1?browseBy=volume,TRUE,FALSE,TRUE,TRUE,TRUE,
https://academic.oup.com/joc/issue/26/3?browseBy=volume,Colloque,Colloque,https://academic.oup.com/joc/issue/26/3?browseBy=volume,TRUE,FALSE,TRUE,TRUE,TRUE,
https://academic.oup.com/hcr/issue/18/4?browseBy=volume,Colloquium: Assessing Conversational Cognitions,Colloquium: Assessing Conversational Cognitions,https://academic.oup.com/hcr/issue/18/4?browseBy=volume,FALSE,FALSE,FALSE,TRUE,FALSE,
https://academic.oup.com/joc/issue/25/1?browseBy=volume,colloquy,Colloquy,https://academic.oup.com/hcr/issue/25/3?browseBy=volume,FALSE,TRUE,TRUE,,,
https://academic.oup.com/hcr/issue/25/3?browseBy=volume,Colloquy,colloquy,https://academic.oup.com/joc/issue/25/1?browseBy=volume,TRUE,FALSE,FALSE,TRUE,TRUE,
https://academic.oup.com/hcr/issue/15/1?browseBy=volume,Colloquy on Item Desirability,Colloquy on Item Desirability,https://academic.oup.com/hcr/issue/15/1?browseBy=volume,FALSE,FALSE,FALSE,TRUE,TRUE,
https://academic.oup.com/ccc/issue/4/1?browseBy=volume,Comment/Critique,Comment/Critique,https://academic.oup.com/ccc/issue/4/1?browseBy=volume,FALSE,FALSE,FALSE,TRUE,TRUE,
https://academic.oup.com/joc/issue/68/3?browseBy=volume,Commentaries: Online Only,Commentaries: Online Only,https://academic.oup.com/joc/issue/68/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ct/issue/25/3?browseBy=volume,Commentary,Commentary,https://academic.oup.com/ct/issue/25/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/37/3?browseBy=volume,Communicating Risk: The Media and the Public,Communicating Risk: The Media and the Public,https://academic.oup.com/joc/issue/37/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/29/3?browseBy=volume,Communication and Tradition in Revolutions,Communication and Tradition in Revolutions,https://academic.oup.com/joc/issue/29/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/27/2?browseBy=volume,Communication in Infancy and Early Childhood,Communication in Infancy and Early Childhood,https://academic.oup.com/joc/issue/27/2?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/28/1?browseBy=volume,Communication in Organizations,Communication in Organizations,https://academic.oup.com/joc/issue/28/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/1/1?browseBy=volume,Communication Problems at Mid-Century,Communication Problems at Mid-Century,https://academic.oup.com/joc/issue/1/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ct/issue/1/1?browseBy=volume,Comparative Theory,Comparative Theory,https://academic.oup.com/ct/issue/1/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ct/issue/4/1?browseBy=volume,Compliance Gaining,Compliance Gaining,https://academic.oup.com/ct/issue/4/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/33/1?browseBy=volume,"Computers, Education, and Public Policy","Computers, Education, and Public Policy",https://academic.oup.com/joc/issue/33/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/43/3?browseBy=volume,Connecting Communication Scholarship to Public Policy,Connecting Communication Scholarship to Public Policy,https://academic.oup.com/joc/issue/43/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ccc/issue/1/1?browseBy=volume,Contributors’ Biographies,Contributors’ Biographies,https://academic.oup.com/ccc/issue/1/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ccc/issue/15/2?browseBy=volume,Correction,Correction,https://academic.oup.com/ccc/issue/15/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/72/1?browseBy=volume,Corrigenda,Corrigenda,https://academic.oup.com/joc/issue/72/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/jcmc/issue/27/3?browseBy=volume,Corrigendum,Corrigendum,https://academic.oup.com/jcmc/issue/27/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ct/issue/28/3?browseBy=volume,CORRIGENDUM,CORRIGENDUM,https://academic.oup.com/ct/issue/28/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/28/4?browseBy=volume,Covering the Political Campaign,Covering the Political Campaign,https://academic.oup.com/joc/issue/28/4?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ct/issue/2/3?browseBy=volume,Critical Essay,Critical Essay,https://academic.oup.com/ct/issue/2/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/30/3?browseBy=volume,Critical TV Viewing,Critical TV Viewing,https://academic.oup.com/joc/issue/30/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/29/4?browseBy=volume,Daytime Serial Drama,Daytime Serial Drama,https://academic.oup.com/joc/issue/29/4?browseBy=volume,FALSE,FALSE,FALSE,FALSE,FALSE,
https://academic.oup.com/joc/issue/31/3?browseBy=volume,Daytime Serial Drama: The Continuing Story,Daytime Serial Drama: The Continuing Story,https://academic.oup.com/joc/issue/31/3?browseBy=volume,FALSE,FALSE,FALSE,FALSE,FALSE,
https://academic.oup.com/jcmc/issue/25/6?browseBy=volume,Digital Asymmetries in Transnational Communication,Digital Asymmetries in Transnational Communication,https://academic.oup.com/jcmc/issue/25/6?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/28/2?browseBy=volume,Diversity in Broadcasting,Diversity in Broadcasting,https://academic.oup.com/joc/issue/28/2?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/32/2?browseBy=volume,Dramatic Functions of Press Coverage,Dramatic Functions of Press Coverage,https://academic.oup.com/joc/issue/32/2?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/30/2?browseBy=volume,Economic Trends in the Print Industry,Economic Trends in the Print Industry,https://academic.oup.com/joc/issue/30/2?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/47/1?browseBy=volume,Editor' Note,Editor' Note,https://academic.oup.com/joc/issue/47/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/hcr/issue/27/1?browseBy=volume,Editor's comment,Editor's comment,https://academic.oup.com/hcr/issue/27/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/hcr/issue/10/1?browseBy=volume,Editor's Comment,Editor's Comment,https://academic.oup.com/hcr/issue/10/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/hcr/issue/24/4?browseBy=volume,Editor's Foreword,Editor's Foreword,https://academic.oup.com/hcr/issue/24/4?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/jcmc/issue/23/2?browseBy=volume,Editor's Note,Editor's Note,https://academic.oup.com/jcmc/issue/23/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/47/1?browseBy=volume,Editor's note,Editor's note,https://academic.oup.com/joc/issue/47/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/hcr/issue/30/1?browseBy=volume,Editor’s Comment,Editor’s Comment,https://academic.oup.com/hcr/issue/30/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/hcr/issue/1/1?browseBy=volume,Editor’s Foreword,Editor’s Foreword,https://academic.oup.com/hcr/issue/1/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ccc/issue/1/1?browseBy=volume,Editor’s Introduction,Editor’s Introduction,https://academic.oup.com/ccc/issue/1/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/hcr/issue/12/4?browseBy=volume,Editor’s Note,Editor’s Note,https://academic.oup.com/hcr/issue/12/4?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ccc/issue/3/4?browseBy=volume,Editorial,Editorial,https://academic.oup.com/ccc/issue/3/4?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/46/3?browseBy=volume,Editorial Announcement,Editorial Announcement,https://academic.oup.com/joc/issue/46/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/46/2?browseBy=volume,Editorial Announcements,Editorial Announcements,https://academic.oup.com/joc/issue/46/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/47/1?browseBy=volume,Editorial Consultants Acknowledged,Editorial Consultants Acknowledged,https://academic.oup.com/joc/issue/47/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ct/issue/14/1?browseBy=volume,Editorial Guidelines,Editorial Guidelines,https://academic.oup.com/ct/issue/14/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ct/issue/3/2?browseBy=volume,Editorial Note,Editorial Note,https://academic.oup.com/ct/issue/3/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/hcr/issue/24/3?browseBy=volume,Editors' Foreword,Editors' Foreword,https://academic.oup.com/hcr/issue/24/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/27/3?browseBy=volume,Effects of Television,Effects of Television,https://academic.oup.com/joc/issue/27/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/hcr/issue/47/4?browseBy=volume,Empirical Note,Empirical Note,https://academic.oup.com/hcr/issue/47/4?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/26/4?browseBy=volume,Equality in Advertising,Equality in Advertising,https://academic.oup.com/joc/issue/26/4?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/jcmc/issue/24/4?browseBy=volume,Errata,Errata,https://academic.oup.com/jcmc/issue/24/4?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ccc/issue/4/4?browseBy=volume,Erratum,Erratum,https://academic.oup.com/ccc/issue/4/4?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ct/issue/28/1?browseBy=volume,ERRATUM,ERRATUM,https://academic.oup.com/ct/issue/28/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/29/2?browseBy=volume,Essay Review,Essay Review,https://academic.oup.com/joc/issue/29/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/29/1?browseBy=volume,Ethnic Studies in Black and White,Ethnic Studies in Black and White,https://academic.oup.com/joc/issue/29/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/28/2?browseBy=volume,Experiments in Interactive Cable TV,Experiments in Interactive Cable TV,https://academic.oup.com/joc/issue/28/2?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/jcmc/issue/22/1?browseBy=volume,Explicating Affordances: a Conceptual Framework for Understanding Affordances in Communication Research,Explicating Affordances: a Conceptual Framework for Understanding Affordances in Communication Research,https://academic.oup.com/jcmc/issue/22/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/26/1?browseBy=volume,Explicit Sex—Liberation or Exploitation?,Explicit Sex—Liberation or Exploitation?,https://academic.oup.com/joc/issue/26/1?browseBy=volume,FALSE,FALSE,,FALSE,,
https://academic.oup.com/jcmc/issue/27/1?browseBy=volume,Expression of Concern,Expression of Concern,https://academic.oup.com/jcmc/issue/27/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/57/2?browseBy=volume,FOREIGN ABSTRACTS,FOREIGN ABSTRACTS,https://academic.oup.com/joc/issue/57/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ct/issue/17/2?browseBy=volume,Foreign Abstracts,Foreign Abstracts,https://academic.oup.com/ct/issue/17/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/25/2?browseBy=volume,Forms of Cultural Dependency,Forms of Cultural Dependency,https://academic.oup.com/joc/issue/25/2?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ccc/issue/15/2?browseBy=volume,Forum,Forum,https://academic.oup.com/ccc/issue/15/2?browseBy=volume,FALSE,FALSE,FALSE,TRUE,FALSE,
https://academic.oup.com/ct/issue/3/2?browseBy=volume,FORUM,FORUM,https://academic.oup.com/ct/issue/3/2?browseBy=volume,FALSE,FALSE,FALSE,TRUE,FALSE,
https://academic.oup.com/ccc/issue/13/2?browseBy=volume,"Forum: #CommunicationSoWhite: Practice, Pedagogy, Politics","Forum: #CommunicationSoWhite: Practice, Pedagogy, Politics",https://academic.oup.com/ccc/issue/13/2?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ccc/issue/11/3?browseBy=volume,Forum: #MeToo: Sexual Harassment in Academe,Forum: #MeToo: Sexual Harassment in Academe,https://academic.oup.com/ccc/issue/11/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ccc/issue/14/2?browseBy=volume,Forum: Academic Life in the Pandemic,Forum: Academic Life in the Pandemic,https://academic.oup.com/ccc/issue/14/2?browseBy=volume,TRUE,FALSE,TRUE,TRUE,TRUE,
https://academic.oup.com/ccc/issue/14/3?browseBy=volume,"Forum: Digital Cultures of South Asia: Inequalities, Informatization, Infrastructures","Forum: Digital Cultures of South Asia: Inequalities, Informatization, Infrastructures",https://academic.oup.com/ccc/issue/14/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ccc/issue/13/1?browseBy=volume,Forum: Media and Populism,Forum: Media and Populism,https://academic.oup.com/ccc/issue/13/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ccc/issue/14/4?browseBy=volume,Forum: Prying the Doors Open: Women of Color Mentoring in the Field of Communication,Forum: Prying the Doors Open: Women of Color Mentoring in the Field of Communication,https://academic.oup.com/ccc/issue/14/4?browseBy=volume,TRUE,FALSE,FALSE,TRUE,TRUE,
https://academic.oup.com/ccc/issue/11/1?browseBy=volume,Forum: The Handmaid's Tale,Forum: The Handmaid's Tale,https://academic.oup.com/ccc/issue/11/1?browseBy=volume,TRUE,FALSE,half is research paper. but not all,TRUE,TRUE,
https://academic.oup.com/ccc/issue/13/4?browseBy=volume,Forum: Tiger King,Forum: Tiger King,https://academic.oup.com/ccc/issue/13/4?browseBy=volume,TRUE,FALSE,FALSE,TRUE,TRUE,
https://academic.oup.com/joc/issue/26/3?browseBy=volume,Fostering Creativity in Children,Fostering Creativity in Children,https://academic.oup.com/joc/issue/26/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ct/issue/3/2?browseBy=volume,Friendship Matters,Friendship Matters,https://academic.oup.com/ct/issue/3/2?browseBy=volume,TRUE,FALSE,TRUE,TRUE,TRUE,
https://academic.oup.com/joc/issue/18/1?browseBy=volume,From the Editor,From the Editor,https://academic.oup.com/joc/issue/18/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/jcmc/issue/27/1?browseBy=volume,Full-length Research Articles,Full-length Research Articles,https://academic.oup.com/jcmc/issue/27/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/jcmc/issue/25/3?browseBy=volume,General Articles,General Articles,https://academic.oup.com/jcmc/issue/25/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/hcr/issue/6/3?browseBy=volume,Goals and Guidelines from the New Editor,Goals and Guidelines from the New Editor,https://academic.oup.com/hcr/issue/6/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/38/3?browseBy=volume,Government—Media—Audiences,Government—Media—Audiences,https://academic.oup.com/joc/issue/38/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/30/1?browseBy=volume,Growing Older: Perceptions and Representations,Growing Older: Perceptions and Representations,https://academic.oup.com/joc/issue/30/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/29/3?browseBy=volume,Growing Up With Television,Growing Up With Television,https://academic.oup.com/joc/issue/29/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ct/issue/9/4?browseBy=volume,Guest Editor's Introduction,Guest Editor's Introduction,https://academic.oup.com/ct/issue/9/4?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/10/3?browseBy=volume,Guest Editorial,Guest Editorial,https://academic.oup.com/joc/issue/10/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/34/1?browseBy=volume,Homo Narrans,Homo Narrans,https://academic.oup.com/joc/issue/34/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/27/1?browseBy=volume,How TV Sells Children,How TV Sells Children,https://academic.oup.com/joc/issue/27/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/38/4?browseBy=volume,In Appreciation,In Appreciation,https://academic.oup.com/joc/issue/38/4?browseBy=volume,TRUE,TRUE,TRUE,FALSE,TRUE,
https://academic.oup.com/hcr/issue/17/2?browseBy=volume,In Memoriam,In Memoriam,https://academic.oup.com/hcr/issue/17/2?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/ct/issue/16/4?browseBy=volume,Index,Index,https://academic.oup.com/ct/issue/16/4?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/31/4?browseBy=volume,Inside China: Communications after the Cultural Revolution,Inside China: Communications after the Cultural Revolution,https://academic.oup.com/joc/issue/31/4?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/25/1?browseBy=volume,Intercom,Intercom,https://academic.oup.com/joc/issue/25/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/29/1?browseBy=volume,intercom,intercom,https://academic.oup.com/joc/issue/29/1?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/27/1?browseBy=volume,International News,International News,https://academic.oup.com/joc/issue/27/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/38/1?browseBy=volume,International Telecommunications: What Price Policy?,International Telecommunications: What Price Policy?,https://academic.oup.com/joc/issue/38/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ccc/issue/13/2?browseBy=volume,Interview Essay,Interview Essay,https://academic.oup.com/ccc/issue/13/2?browseBy=volume,TRUE,TRUE,TRUE,,TRUE,
https://academic.oup.com/ccc/issue/13/2?browseBy=volume,Introduction,Introduction,https://academic.oup.com/ccc/issue/13/2?browseBy=volume,TRUE,TRUE,TRUE,,,
https://academic.oup.com/ccc/issue/2/3?browseBy=volume,Invited Review,Invited Review,https://academic.oup.com/ccc/issue/2/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/32/3?browseBy=volume,IPDC in Mexico: U.S.-UNESCO Turning Point?,IPDC in Mexico: U.S.-UNESCO Turning Point?,https://academic.oup.com/joc/issue/32/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/ct/issue/5/3?browseBy=volume,Is Media Research Prescientific?,Is Media Research Prescientific?,https://academic.oup.com/ct/issue/5/3?browseBy=volume,TRUE,FALSE,TRUE,TRUE,TRUE,
https://academic.oup.com/joc/issue/18/3?browseBy=volume,Issue Bibliography,Issue Bibliography,https://academic.oup.com/joc/issue/18/3?browseBy=volume,TRUE,TRUE,,,,
https://academic.oup.com/joc/issue/26/3?browseBy=volume,Laughing Matter,Laughing Matter,https://academic.oup.com/joc/issue/26/3?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/30/1?browseBy=volume,Literacy and the Future of Print,Literacy and the Future of Print,https://academic.oup.com/joc/issue/30/1?browseBy=volume,FALSE,FALSE,,,,
https://academic.oup.com/joc/issue/40/1?browseBy=volume,Local Radio,Local Radio,https://academic.oup.com/joc/issue/40/1?browseBy=volume,FALSE,FALSE,,,,
