doi,url,title,paperType,journal,datePublished,keywords
10.1111/j.1460-2466.2006.00286.x,https://academic.oup.com/joc/article/56/suppl_1/S123/4102603,The Persuasive Influence of Emotion in Cancer Prevention and Detection Messages,ScholarlyArticle,Journal of Communication,2006-08-04,"arousal, cancer, emotions, persuasive communication, cancer prevention"
10.1111/j.1460-2466.2006.00287.x,https://academic.oup.com/joc/article/56/suppl_1/S140/4102604,The Functions of Affect in Health Communications and in the Construction of Health Preferences,ScholarlyArticle,Journal of Communication,2006-08-04,"cancer, decision making, judgment, personal satisfaction, social control, informal, cancer screening, self control, feelings, health communication"
10.1111/j.1460-2466.2006.00288.x,https://academic.oup.com/joc/article/56/suppl_1/S163/4102611,Narratives and Cancer Communication,ScholarlyArticle,Journal of Communication,2006-08-04,"cancer, emotions, persuasive communication, transportation, narrative discourse"
10.1111/j.1460-2466.2006.00289.x,https://academic.oup.com/joc/article/56/suppl_1/S184/4102612,Advancing Tailored Health Communication: A Persuasion and Message Effects Perspective,ScholarlyArticle,Journal of Communication,2006-08-04,"smoking, cancer, persuasive communication, tetrahydrocannabinol, health behavior, behavioral change, cancer screening, health communication"
10.1111/j.1460-2466.2006.00290.x,https://academic.oup.com/joc/article/56/suppl_1/S202/4102613,The Strategic Use of Gain- and Loss-Framed Messages to Promote Healthy Behavior: How Theory Can Inform Practice,ScholarlyArticle,Journal of Communication,2006-08-04,"cancer, continuity of patient care, health behavior, prevention, healthy habits"
10.1111/j.1460-2466.2006.00291.x,https://academic.oup.com/joc/article/56/suppl_1/S221/4102614,Exemplification Effects in the Promotion of Safety and Health,ScholarlyArticle,Journal of Communication,2006-08-04,"safety, social welfare"
10.1111/j.1460-2466.2006.00292.x,https://academic.oup.com/joc/article/56/suppl_1/S238/4102617,Message Effects and Social Determinants of Health: Its Application to Cancer Disparities,ScholarlyArticle,Journal of Communication,2006-08-04,"cancer, social class, public health medicine, contextual factors, health outcomes, health disparity, neighborhood, social determinants of health, cancer control, social epidemiology"
10.1111/j.1460-2466.2006.00293.x,https://academic.oup.com/joc/article/56/suppl_1/S265/4102627,Integrating Message Effects and Behavior Change Theories: Organizing Comments and Unanswered Questions,ScholarlyArticle,Journal of Communication,2006-08-04,"persuasive communication, behavioral change, cancer control"
10.1111/j.1460-2466.2006.00017.x,https://academic.oup.com/joc/article/56/2/235/4070458,Television Dramas and Support for Controversial Public Policies: Effects and Mechanisms,ScholarlyArticle,Journal of Communication,2006-04-26,"capital punishment, crime, drama, homosexuality, marriage, life event, persuasive communication, public policy, television, narrative discourse"
10.1111/j.1460-2466.2006.00018.x,https://academic.oup.com/joc/article/56/2/253/4070474,Are News Reports of Suicide Contagious? A Stringent Test in Six U.S. Cities,ScholarlyArticle,Journal of Communication,2006-04-26,"television, suicide"
10.1111/j.1460-2466.2006.00019.x,https://academic.oup.com/joc/article/56/2/271/4070479,Expressive Responses to News Stories About Extremist Groups: A Framing Experiment,ScholarlyArticle,Journal of Communication,2006-04-26,"attitude, climate, government, judgment, perception, feelings"
10.1111/j.1460-2466.2006.00020.x,https://academic.oup.com/joc/article/56/2/289/4070480,News Media’s Relationship with Stereotyping: The Linguistic Intergroup Bias in Response to Crime News,ScholarlyArticle,Journal of Communication,2006-04-26,"adult, crime, languages, linguistics, stereotyping, television, african american"
10.1111/j.1460-2466.2006.00021.x,https://academic.oup.com/joc/article/56/2/309/4070482,"Petitioners or Prophets? Presidential Discourse, God, and the Ascendancy of Religious Conservatives",ScholarlyArticle,Journal of Communication,2006-04-26,"languages, politics, christianity, discourse"
10.1111/j.1460-2466.2006.00022.x,https://academic.oup.com/joc/article/56/2/331/4070485,Retrospective Versus Prospective Statements and Outcome of Presidential Elections,ScholarlyArticle,Journal of Communication,2006-04-26,"advertising, television"
10.1111/j.1460-2466.2006.00023.x,https://academic.oup.com/joc/article/56/2/346/4070487,Implications of Mobility: The Uses of Personal Communication Media in Everyday Life,ScholarlyArticle,Journal of Communication,2006-04-26,"adolescent, communications media, interpersonal relations, telephone, voice, social support, cell phones, social networks, mobility, text messaging, social skills, japanese"
10.1111/j.1460-2466.2006.00024.x,https://academic.oup.com/joc/article/56/2/366/4070488,Effects of Sexually Objectifying Media on Self-Objectification and Body Surveillance in Undergraduates: Results of a 2-Year Panel Study,ScholarlyArticle,Journal of Communication,2006-04-26,"television, surveillance, medical, college students"
10.1111/j.1460-2466.2006.00025.x,https://academic.oup.com/joc/article/56/2/387/4070489,"Contextual Features of Violent Video Games, Mental Models, and Aggression",ScholarlyArticle,Journal of Communication,2006-04-26,"aggressive behavior, hostility, perception, video games, violence"
10.1111/j.1460-2466.2006.00026.x,https://academic.oup.com/joc/article/56/2/406/4070490,Exploring Influential Factors on Music Piracy Across Countries,ScholarlyArticle,Journal of Communication,2006-04-26,"educational status, income, intellectual property, music, economics, individualism"
10.1111/j.1460-2466.2006.00027.x,https://academic.oup.com/joc/article/56/2/427/4070492,"Comparing political communication: Theories, cases, and challenges",ScholarlyArticle,Journal of Communication,2006-04-26,"austria, democracy, denmark, germany, infant, norway, perception, sociology, spain, television, eye, persistence, communication and information technology, consensus"
10.1111/j.1460-2466.2006.00028.x,https://academic.oup.com/joc/article/56/2/429/4070493,Demystifying Asian values in journalism,ScholarlyArticle,Journal of Communication,2006-04-26,"journalism, asian"
10.1111/j.1460-2466.2006.00029.x,https://academic.oup.com/joc/article/56/2/432/4070494,Advertising and Hong Kong society,ScholarlyArticle,Journal of Communication,2006-04-26,"advertising, hong kong"
10.1111/j.1460-2466.2006.00030.x,https://academic.oup.com/joc/article/56/2/433/4070495,The Legacy of McLuhan,ScholarlyArticle,Journal of Communication,2006-04-26,"lysergic acid diethylamide, canada, cartoons, roman catholicism, child, climate, maine, new hampshire, genetic pedigree, perception, shorthand, veterans, arts, statutes and laws, carl jung, nexus rules, breslow thickness, maps, listening, wireless technology, accents, professors, offspring, classroom"
10.1111/j.1460-2466.2006.00001.x,https://academic.oup.com/joc/article/56/1/1/4102676,Effects of the SMART Classroom Curriculum to Reduce Child and Family Screen Time,ScholarlyArticle,Journal of Communication,2006-03-10,"child, television, video games, screen time, classroom"
10.1111/j.1460-2466.2006.00003.x,https://academic.oup.com/joc/article/56/1/27/4102560,The Effects of Negativity and Motivated Information Processing During a Political Campaign,ScholarlyArticle,Journal of Communication,2006-03-10,"attitude, computers, mental recall, valence (atomic)"
10.1111/j.1460-2466.2006.00002.x,https://academic.oup.com/joc/article/56/1/52/4102566,Presumed Influence on Peer Norms: How Mass Media Indirectly Affect Adolescent Smoking,ScholarlyArticle,Journal of Communication,2006-03-10,"smoking, adolescent, attitude, mass media, models, theoretical, peer group, perception, cigarettes, teenage smoking, middle schools"
10.1111/j.1460-2466.2006.00004.x,https://academic.oup.com/joc/article/56/1/69/4102567,"Virtual Cultivation: Online Worlds, Offline Perceptions",ScholarlyArticle,Journal of Communication,2006-03-10,"crime, perception, video games"
10.1111/j.1460-2466.2006.00005.x,https://academic.oup.com/joc/article/56/1/88/4102573,The Contingency of the Mass Media's Political Agenda Setting Power: Toward a Preliminary Theory,ScholarlyArticle,Journal of Communication,2006-03-10,agenda
10.1111/j.1460-2466.2006.00006.x,https://academic.oup.com/joc/article/56/1/110/4102581,The Psychological Appeal of Personalized Content in Web Portals: Does Customization Affect Attitudes and Behavior?,ScholarlyArticle,Journal of Communication,2006-03-10,"attitude, internet, perception"
10.1111/j.1460-2466.2006.00007.x,https://academic.oup.com/joc/article/56/1/133/4102583,"Television-World Estimates, Real-World Estimates, and Television Viewing: A New Scheme for Cultivation",ScholarlyArticle,Journal of Communication,2006-03-10,"television, criminal behavior, violent crime"
10.1111/j.1460-2466.2006.00008.x,https://academic.oup.com/joc/article/56/1/157/4102589,"Naturalizing Racial Differences Through Comedy: Asian, Black, and White Views on Racial Stereotypes in Rush Hour 2",ScholarlyArticle,Journal of Communication,2006-03-10,"personality character, racial differences, asian"
10.1111/j.1460-2466.2006.00009.x,https://academic.oup.com/joc/article/56/1/178/4102594,Managing Voter Impressions: The Use of Images on Presidential Candidate Web Sites During the 2000 Campaign,ScholarlyArticle,Journal of Communication,2006-03-10,"imagery (psychotherapy), internet, television"
10.1111/j.1460-2466.2006.00010.x,https://academic.oup.com/joc/article/56/1/198/4102602,Beating the News Blues: Mood Repair Through Exposure to Advertising,ScholarlyArticle,Journal of Communication,2006-03-10,"advertising, happiness, mood"
10.1111/j.1460-2466.2006.00011.x,https://academic.oup.com/joc/article/56/1/218/4102605,Book Reviews,ScholarlyArticle,Journal of Communication,2006-03-10,
10.1111/j.1460-2466.2006.00012.x,https://academic.oup.com/joc/article/56/1/219/4102606,Book Reviews,ScholarlyArticle,Journal of Communication,2006-03-10,
10.1111/j.1460-2466.2006.00013.x,https://academic.oup.com/joc/article/56/1/222/4102607,Book Reviews,ScholarlyArticle,Journal of Communication,2006-03-10,
10.1111/j.1460-2466.2006.00014.x,https://academic.oup.com/joc/article/56/1/226/4102608,Book Reviews,ScholarlyArticle,Journal of Communication,2006-03-10,
10.1111/j.1460-2466.2006.00015.x,https://academic.oup.com/joc/article/56/1/228/4102609,Book Reviews,ScholarlyArticle,Journal of Communication,2006-03-10,
10.1111/j.1460-2466.2006.00016.x,https://academic.oup.com/joc/article/56/1/230/4102610,Book Reviews,ScholarlyArticle,Journal of Communication,2006-03-10,
10.1111/j.1460-2466.2005.tb03015.x,https://academic.oup.com/joc/article/55/4/659/4103032,How We Talk about How We Talk: Communication Theory in the Public Interest,ScholarlyArticle,Journal of Communication,2006-02-06,"louisiana, vocabulary, discourse"
10.1111/j.1460-2466.2005.tb03016.x,https://academic.oup.com/joc/article/55/4/668/4103009,A (Re)Conceived Feminist Paradigm for Public Relations: A Case for Substantial Improvement,ScholarlyArticle,Journal of Communication,2006-02-06,"public relations, gender"
10.1111/j.1460-2466.2005.tb03017.x,https://academic.oup.com/joc/article/55/4/685/4103011,The Role of Trust in Channels of Strategic Communication for Building Civil Society,ScholarlyArticle,Journal of Communication,2006-02-06,"bosnia-herzegovina, ethnic group, government, local government, wars, study report"
10.1111/j.1460-2466.2005.tb03018.x,https://academic.oup.com/joc/article/55/4/703/4103033,Publish or Perish: A Limited Author Analysis of ICA and NCA Journals,ScholarlyArticle,Journal of Communication,2006-02-06,"peer group, personnel selection, gender, gender differences, professors"
10.1111/j.1460-2466.2005.tb03019.x,https://academic.oup.com/joc/article/55/4/721/4103034,A Social Skill Account of Problematic Internet Use,ScholarlyArticle,Journal of Communication,2006-02-06,"internet, internet addiction disorder, social skills, social interaction"
10.1111/j.1460-2466.2005.tb03020.x,https://academic.oup.com/joc/article/55/4/737/4103012,Use and Disuse of Contextual Primes in Dynamic News Environments,ScholarlyArticle,Journal of Communication,2006-02-06,"attitude, judgment, military personnel, wars, gulf war, 1991, discourse, performance at work"
10.1111/j.1460-2466.2005.tb03021.x,https://academic.oup.com/joc/article/55/4/756/4103014,The Genesis of Civic Awareness: Agenda Setting in Political Socialization,ScholarlyArticle,Journal of Communication,2006-02-06,"adolescent, child, colorado, florida, socialization, arizona, school-based intervention, agenda"
10.1111/j.1460-2466.2005.tb03022.x,https://academic.oup.com/joc/article/55/4/775/4103016,Unifying or Polarizing? Short-Term Effects and Postdebate Consequences of Different Rhetorical Strategies in Televised Debates,ScholarlyArticle,Journal of Communication,2006-02-06,
10.1111/j.1460-2466.2005.tb03023.x,https://academic.oup.com/joc/article/55/4/795/4103035,"Economic Individualism, Humanitarianism, and Welfare Reform: A Value-Based Account of Framing Effects",ScholarlyArticle,Journal of Communication,2006-02-06,"attitude, cognition, public assistance, social welfare, economics, individualism"
10.1111/j.1460-2466.2005.tb03024.x,https://academic.oup.com/joc/article/55/4/810/4103036,Media Exposure and Attention as Mediating Variables Influencing Social Risk Judgments,ScholarlyArticle,Journal of Communication,2006-02-06,"ethanol, traffic accidents, demography, drowning, judgment, fire - disasters, fire - physical phenomenon, sensory perception, gender, assault, alcohol or other drug related injury, outcome measures, screen time, personal experience"
10.1111/j.1460-2466.2005.tb03025.x,https://academic.oup.com/joc/article/55/4/828/4103020,"The Rules of Virtual Groups: Trust, Liking, and Performance in Computer-Mediated Communication",ScholarlyArticle,Journal of Communication,2006-02-06,"computers, work teams, self-report"
10.1111/j.1460-2466.2005.tb03026.x,https://academic.oup.com/joc/article/55/4/847/4103023,Parental Mediation of Children's Television Viewing in Low-Income Families,ScholarlyArticle,Journal of Communication,2006-02-06,"child, child development, mothers, parent-child relationship, parent, television, european continental ancestry group, african american, low income, work schedules"
10.1111/j.1460-2466.2005.tb03027.x,https://academic.oup.com/joc/article/55/4/865/4103024,The State of Media Literacy Education,ScholarlyArticle,Journal of Communication,2006-02-06,literacy
10.1111/j.1460-2466.2005.tb03028.x,https://academic.oup.com/joc/article/55/4/872/4103037,Fairness and Effectiveness in Policing: The Evidence,ScholarlyArticle,Journal of Communication,2006-02-06,
10.1111/j.1460-2466.2005.tb03029.x,https://academic.oup.com/joc/article/55/4/874/4103038,Oprah Winfrey and the Glamour of Misery: An Essay on Popular Culture,ScholarlyArticle,Journal of Communication,2006-02-06,
10.1111/j.1460-2466.2005.tb03030.x,https://academic.oup.com/joc/article/55/4/875/4103025,"Classical Film Violence: Designing and Regulating Brutality in Hollywood Cinema, 1930–1968",ScholarlyArticle,Journal of Communication,2006-02-06,violence
10.1111/j.1460-2466.2005.tb03031.x,https://academic.oup.com/joc/article/55/4/876/4103026,"Big Media, Big Money: Cultural Texts and Political Economics",ScholarlyArticle,Journal of Communication,2006-02-06,"economics, money"
10.1111/j.1460-2466.2005.tb03032.x,https://academic.oup.com/joc/article/55/4/878/4103027,"The Press Effect: Politicians, Journalists, and the Stories That Shape the Political World",ScholarlyArticle,Journal of Communication,2006-02-06,politician
10.1111/j.1460-2466.2005.tb03033.x,https://academic.oup.com/joc/article/55/4/880/4103028,The Psychology of Entertainment Media: Blurring the Lines between Entertainment and persuasion,ScholarlyArticle,Journal of Communication,2006-02-06,"blurry vision, persuasive communication"
10.1111/j.1460-2466.2005.tb03034.x,https://academic.oup.com/joc/article/55/4/882/4103029,Survivor Lessons: Essays on Communication and Reality Television,ScholarlyArticle,Journal of Communication,2006-02-06,"survivors, television"
10.1111/j.1460-2466.2005.tb02680.x,https://academic.oup.com/joc/article/55/3/415/4103006,"Interpersonal Communication: Theoretical Perspectives, Future Prospects",ScholarlyArticle,Journal of Communication,2006-01-10,
10.1111/j.1460-2466.2005.tb02681.x,https://academic.oup.com/joc/article/55/3/448/4102998,The State of the Art in Feminist Scholarship in Communication,ScholarlyArticle,Journal of Communication,2006-01-10,
10.1111/j.1460-2466.2005.tb02682.x,https://academic.oup.com/joc/article/55/3/479/4103019,Political Communication Faces the 21st Century,ScholarlyArticle,Journal of Communication,2006-01-10,
10.1111/j.1460-2466.2005.tb02683.x,https://academic.oup.com/joc/article/55/3/508/4102999,"The Past and the Future of Gay, Lesbian, Bisexual, and Transgender Studies",ScholarlyArticle,Journal of Communication,2006-01-10,"bisexuality, homosexuality, female homosexuality, transgender persons"
10.1111/j.1460-2466.2005.tb02684.x,https://academic.oup.com/joc/article/55/3/529/4103000,"Information Systems Concepts across Two Decades: An Empirical Analysis of Trends in Theory, Methods, Process, and Research Domains",ScholarlyArticle,Journal of Communication,2006-01-10,"information systems, technology"
10.1111/j.1460-2466.2005.tb02685.x,https://academic.oup.com/joc/article/55/3/554/4103001,Inquiry in Intercultural and Development Communication,ScholarlyArticle,Journal of Communication,2006-01-10,
10.1111/j.1460-2466.2005.tb02686.x,https://academic.oup.com/joc/article/55/3/578/4103030,"Instructional/Developmental Communication: Current Theory, Research, and Future Trends",ScholarlyArticle,Journal of Communication,2006-01-10,"life span, agenda"
10.1111/j.1460-2466.2005.tb02687.x,https://academic.oup.com/joc/article/55/3/594/4103002,Communication Law and Policy: The State of Research and Theory,ScholarlyArticle,Journal of Communication,2006-01-10,"internet, ownership, statutes and laws"
10.1111/j.1460-2466.2005.tb02688.x,https://academic.oup.com/joc/article/55/3/632/4103031,How Do Communication and Technology Researchers Study the Internet?,ScholarlyArticle,Journal of Communication,2006-01-10,"internet, multimedia, teaching"
10.1111/j.1460-2466.2005.tb02668.x,https://academic.oup.com/joc/article/55/2/209/4102984,Judge Nonverbal Communication on Trial: Do Mock Trial Jurors Notice?,ScholarlyArticle,Journal of Communication,2006-01-10,"cues, nonverbal communication"
10.1111/j.1460-2466.2005.tb02669.x,https://academic.oup.com/joc/article/55/2/225/4102985,"Jayson Blair, The New York Times, and Paradigm Repair",ScholarlyArticle,Journal of Communication,2006-01-10,"journalism, plagiarism"
10.1111/j.1460-2466.2005.tb02670.x,https://academic.oup.com/joc/article/55/2/242/4102988,"Third-Person Effects and the Environment: Social Distance, Social Desirability, and Presumed Behavior",ScholarlyArticle,Journal of Communication,2006-01-10,"perception, social desirability, social distance"
10.1111/j.1460-2466.2005.tb02671.x,https://academic.oup.com/joc/article/55/2/257/4102990,Communication in a Fund-Raising Marathon Group,ScholarlyArticle,Journal of Communication,2006-01-10,"diabetes mellitus, diabetes mellitus, type 2, fund raising, money"
10.1111/j.1460-2466.2005.tb02672.x,https://academic.oup.com/joc/article/55/2/277/4102993,Understanding Third-Person Perception Processes: Predicting Perceived Impact on Self and Others for Multiple Expressive Contexts,ScholarlyArticle,Journal of Communication,2006-01-10,"judgment, perception, health disparity"
10.1111/j.1460-2466.2005.tb02673.x,https://academic.oup.com/joc/article/55/2/292/4102994,Third-Person Effect and Internet Pornography: The Influence of Collectivism and Internet Self-Efficacy,ScholarlyArticle,Journal of Communication,2006-01-10,"internet, perception, self efficacy, individualism, college students"
10.1111/j.1460-2466.2005.tb02674.x,https://academic.oup.com/joc/article/55/2/311/4102995,War or Peace Journalism? Asian Newspaper Coverage of Conflicts,ScholarlyArticle,Journal of Communication,2006-01-10,"india, indonesia, journalism, languages, pakistan, philippines, sri lanka, wars, avoidance behavior, asian"
10.1111/j.1460-2466.2005.tb02675.x,https://academic.oup.com/joc/article/55/2/330/4103017,Quoted Out of Context: Contextomy and Its Consequences,ScholarlyArticle,Journal of Communication,2006-01-10,"judgment, linguistics"
10.1111/j.1460-2466.2005.tb02676.x,https://academic.oup.com/joc/article/55/2/347/4103018,"Agenda Building, Agenda Setting, Priming, Individual Voting Intentions, and the Aggregate Results: An Analysis of Four Israeli Elections",ScholarlyArticle,Journal of Communication,2006-01-10,"television, naming function, agenda"
10.1111/j.1460-2466.2005.tb02677.x,https://academic.oup.com/joc/article/55/2/366/4103022,Beneath the Veneer of Fragmentation: Television Audience Polarization in a Multichannel World,ScholarlyArticle,Journal of Communication,2006-01-10,"television, statutes and laws, secondary data analysis"
10.1111/j.1460-2466.2005.tb02678.x,https://academic.oup.com/joc/article/55/2/383/4102996,The Optimal Form: Inadequacies and Excessiveness Within the Asiallinen [Matter of Fact] Nonverbal Style in Public and Civic Settings in Finland,ScholarlyArticle,Journal of Communication,2006-01-10,finland
10.1111/j.1460-2466.2005.tb02679.x,https://academic.oup.com/joc/article/55/2/403/4102997,Book Reviews,ScholarlyArticle,Journal of Communication,2006-01-10,
10.1111/j.1460-2466.2005.tb02655.x,https://academic.oup.com/joc/article/55/1/5/4103005,Embracing and Resisting Romantic Fantasies as the Rhetorical Vision on a SeniorNet Discussion Board,ScholarlyArticle,Journal of Communication,2006-01-10,"fantasy, heterosexuality, love, vision, community, dating, life span, empowerment, partnerships, narrative discourse, cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2005.tb02656.x,https://academic.oup.com/joc/article/55/1/22/4103007,"Villains, Victims and Heroes: Melodrama, Media, and September 11",ScholarlyArticle,Journal of Communication,2006-01-10,"politics, september 11 terrorist attacks, victimization, discourse, citizenship status, cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2005.tb02657.x,https://academic.oup.com/joc/article/55/1/38/4103008,"“I Know I'm a Freierit, But…”: How a Key Cultural Frame (En)genders a Discourse of Inequality",ScholarlyArticle,Journal of Communication,2006-01-10,"israel, mass media, gender, discourse, cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2005.tb02658.x,https://academic.oup.com/joc/article/55/1/56/4102983,The Construction of Beauty: A Cross-Cultural Analysis of Women's Magazine Advertising,ScholarlyArticle,Journal of Communication,2006-01-10,"advertising, beauty, clothing, face, singapore, taiwan, asian, cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2005.tb02659.x,https://academic.oup.com/joc/article/55/1/71/4103010,Examining Differential Gains From Internet Use: Comparing the Moderating Role of Talk and Online Interactions,ScholarlyArticle,Journal of Communication,2006-01-10,"computers, internet, mass media, khat, conversation, cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2005.tb02660.x,https://academic.oup.com/joc/article/55/1/85/4102986,Debate Viewing as Mediator and Partisan Reinforcement in the Relationship Between News Use and Vote Choice,ScholarlyArticle,Journal of Communication,2006-01-10,"television, cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2005.tb02661.x,https://academic.oup.com/joc/article/55/1/103/4103013,Who Cares About the Issues? Issue Voting and the Role of News Media During the 2000 U.S. Presidential Election,ScholarlyArticle,Journal of Communication,2006-01-10,"cognition, demography, cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2005.tb02662.x,https://academic.oup.com/joc/article/55/1/122/4103015,"Children's Sex-Stereotyped Self-Socialization Through Selective Exposure to Entertainment: Cross-Cultural Experiments in Germany, China, and the United States",ScholarlyArticle,Journal of Communication,2006-01-10,"child, china, germany, socialization, personality character, cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2005.tb02663.x,https://academic.oup.com/joc/article/55/1/139/4103021,National Diversity of Major International Journals in the Field of Communication,ScholarlyArticle,Journal of Communication,2006-01-10,"mothers, tongue, internationality, cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2005.tb02664.x,https://academic.oup.com/joc/article/55/1/152/4102987,Representation of Women in News and Photos: Comparing Content to Perceptions,ScholarlyArticle,Journal of Communication,2006-01-10,"perception, travel, health disparity, cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2005.tb02665.x,https://academic.oup.com/joc/article/55/1/169/4102989,"Politics As Usual, or Politics Unusual? Position Taking and Dialogue on Campaign Websites in the 2002 U.S. Elections",ScholarlyArticle,Journal of Communication,2006-01-10,"internet, politics, cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2005.tb02666.x,https://academic.oup.com/joc/article/55/1/187/4102991,Book Reviews,ScholarlyArticle,Journal of Communication,2006-01-10,"cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2005.tb02667.x,https://academic.oup.com/joc/article/55/1/204/4102992,Editorial Guidelines,ScholarlyArticle,Journal of Communication,2006-01-10,"cDNA microarray, corpus luteum, LH"
10.1111/j.1460-2466.2004.tb02646.x,https://academic.oup.com/joc/article/54/4/588/4102955,"Introduction to the Special Issue: The State of the Art in Communication Theory and Research, Part 1",ScholarlyArticle,Journal of Communication,2006-01-10,"alcohol, tumor necrosis factor, interleukin-1, interleukin-1 recombinant antagonist, repair, total enteral nutrition"
10.1111/j.1460-2466.2004.tb02647.x,https://academic.oup.com/joc/article/54/4/589/4102956,"Philosophies and Philosophic Issues in Communication, 1995–2004",ScholarlyArticle,Journal of Communication,2006-01-10,"philosophy, alcohol, tumor necrosis factor, interleukin-1, interleukin-1 recombinant antagonist, repair, total enteral nutrition"
10.1111/j.1460-2466.2004.tb02648.x,https://academic.oup.com/joc/article/54/4/616/4102895,Mapping Visual Studies in Communication,ScholarlyArticle,Journal of Communication,2006-01-10,"alcohol, tumor necrosis factor, interleukin-1, interleukin-1 recombinant antag"
10.1111/j.1460-2466.2004.tb02649.x,https://academic.oup.com/joc/article/54/4/645/4102915,Public Relations: State of the Field,ScholarlyArticle,Journal of Communication,2006-01-10,"professional practice, public relations, alcohol, tumor necrosis factor, interleukin-1, interleukin-1 recombinant antag"
10.1111/j.1460-2466.2004.tb02650.x,https://academic.oup.com/joc/article/54/4/662/4102924,Theory and Research in Mass Communication,ScholarlyArticle,Journal of Communication,2006-01-10,"alcohol, tumor necrosis factor, interleukin-1, interleukin-1 recombinant antag"
10.1111/j.1460-2466.2004.tb02651.x,https://academic.oup.com/joc/article/54/4/705/4102941,Popular Communication After Globalization,ScholarlyArticle,Journal of Communication,2006-01-10,"anxiety, mass media, agenda, discourse, alcohol, tumor necrosis factor, interleukin-1, interleukin-1 recombinant antag"
10.1111/j.1460-2466.2004.tb02652.x,https://academic.oup.com/joc/article/54/4/722/4102943,Organizational Communication: Challenges for the New Century,ScholarlyArticle,Journal of Communication,2006-01-10,"ethics, technology, voice, microbiology procedures, alcohol, tumor necrosis factor, interleukin-1, interleukin-1 recombinant antag"
10.1111/j.1460-2466.2004.tb02653.x,https://academic.oup.com/joc/article/54/4/751/4102944,Emphasizing “Communication” in Health Communication,ScholarlyArticle,Journal of Communication,2006-01-10,"health communication, alcohol, tumor necrosis factor, interleukin-1, interleukin-1 recombinant antag"
10.1111/j.1460-2466.2004.tb02654.x,https://academic.oup.com/joc/article/54/4/788/4102946,"Language and Social Interaction: Its Institutional Identity, Intellectual Landscape, and Discipline-Shifting Agenda",ScholarlyArticle,Journal of Communication,2006-01-10,"languages, agenda, social interaction, alcohol, tumor necrosis factor, interleukin-1, interleukin-1 recombinant antag"
10.1111/j.1460-2466.2004.tb02635.x,https://academic.oup.com/joc/article/54/3/389/4102896,Critical Communication Challenges For the New Century,ScholarlyArticle,Journal of Communication,2006-01-10,"persuasive communication, digital divide, accessory gland protein, Drosophila, gene duplication, gene expression, molecular evolution, selection"
10.1111/j.1460-2466.2004.tb02636.x,https://academic.oup.com/joc/article/54/3/402/4102901,Evaluating the Effectiveness of Distance Learning: A Comparison Using Meta-Analysis,ScholarlyArticle,Journal of Communication,2006-01-10,"heterogeneity, education, distance, knowledge acquisition, homogeneity, accessory gland protein, Drosophila, gene duplication, gene expression, molecular evolution, selection"
10.1111/j.1460-2466.2004.tb02637.x,https://academic.oup.com/joc/article/54/3/421/4102918,The Efficacy of Inoculation in Televised Political Debates,ScholarlyArticle,Journal of Communication,2006-01-10,"attitude, vaccination, accessory gland protein, Drosophila, gene duplication, gene expression, molecular evolution, selection"
10.1111/j.1460-2466.2004.tb02638.x,https://academic.oup.com/joc/article/54/3/437/4102962,Managing the Public Sphere: Journalistic Construction of the Great Globalization Debate,ScholarlyArticle,Journal of Communication,2006-01-10,"ownership, economics, consensus, agenda, discourse, accessory gland protein, Drosophila, gene duplication, gene expression, molecular evolution, selection"
10.1111/j.1460-2466.2004.tb02639.x,https://academic.oup.com/joc/article/54/3/456/4102970,Visual Elements in Public Journalism Newspapers in an Election: A Content Analysis of the Photographs and Graphics in Campaign 2000,ScholarlyArticle,Journal of Communication,2006-01-10,"journalism, judgment, models, theoretical, public opinion, accessory gland protein, Drosophila, gene duplication, gene expression, molecular evolution, selection"
10.1111/j.1460-2466.2004.tb02640.x,https://academic.oup.com/joc/article/54/3/474/4102925,How Verbalizers and Visualizers Process the Newspaper Environment,ScholarlyArticle,Journal of Communication,2006-01-10,"mental recall, weight measurement scales, accessory gland protein, Drosophila, gene duplication, gene expression, molecular evolution, selection"
10.1111/j.1460-2466.2004.tb02641.x,https://academic.oup.com/joc/article/54/3/492/4102931,Voices of the Marginalized on the Internet: Examples From a Website for Women of South Asia,ScholarlyArticle,Journal of Communication,2006-01-10,"asia, internet, voice, asian, accessory gland protein, Drosophila, gene duplication, gene expression, molecular evolution, selection"
10.1111/j.1460-2466.2004.tb02642.x,https://academic.oup.com/joc/article/54/3/511/4102975,"The Role of the Global Telecommunications Network in Bridging Economic and Political Divides, 1989 to 1999",ScholarlyArticle,Journal of Communication,2006-01-10,"telecommunications, economics, multilevel analysis, accessory gland protein, Drosophila, gene duplication, gene expression, molecular evolution, selection"
